Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
positive regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043517)	2/13	0.000631598693998244105525519120902799841132946312427520751953125	0.0244854076821816278586307902287444449029862880706787109375	0.001526488497202744577807553838511012145318090915679931640625	0.06842931465614969510635745564286480657756328582763671875	-2.519432131392564	9.346281808434187	ATM;ATR
replicative senescence (GO:0090399)	2/11	0.0004470224305479998032179789202444908369216136634349822998046875	0.0226025716445832393353132516722325817681849002838134765625	0.00113966930585769100903181794137708493508398532867431640625	0.057624529277429503704155422383337281644344329833984375	-2.4653705695393815	9.342994112616237	ATM;ATR
positive regulation of signal transduction by p53 class mediator (GO:1901798)	2/16	0.0009662712601087174342506802560137657565064728260040283203125	0.0244854076821816278586307902287444449029862880706787109375	0.002207637844490501106975433032175715197809040546417236328125	0.06842931465614969510635745564286480657756328582763671875	-2.4309800762870504	9.018153170535797	ATM;ATR
positive regulation of cell cycle (GO:0045787)	11/278	0.00125697717076355048627933630456254832097329199314117431640625	0.0248023056377490828949827772476055542938411235809326171875	0.0048837131114765237882568982286102254875004291534423828125	0.086435383207274119055085748186684213578701019287109375	-2.4173886187898534	8.936647356513456	PSMA5;RAD51B;PSMC5;PSMB4;PSMB5;UBE2C;PSMC4;ATM;INO80;IGF1;BRCA2
somatic diversification of immunoglobulins involved in immune response (GO:0002208)	2/17	0.001093068665591960010596839225627263658680021762847900390625	0.0244854076821816278586307902287444449029862880706787109375	0.0024611824712634654439835646400069890660233795642852783203125	0.06842931465614969510635745564286480657756328582763671875	-2.4070918680223854	8.929535611222253	RNF168;LIG4
regulation of mitotic cell cycle (GO:0007346)	15/391	0.000922490508590604837459159259793750607059337198734283447265625	0.0244854076821816278586307902287444449029862880706787109375	0.0044070703911729437740607551177163259126245975494384765625	0.08291441735950956515299736793167539872229099273681640625	-2.4049105442699266	8.921443602609724	MDC1;TRRAP;UBE2C;HUS1;IGF1;INO80;BRCA2;SMC1A;PSMA5;RAD51B;PSMC5;PSMB4;PSMB5;PSMC4;ATM
somatic recombination of immunoglobulin genes involved in immune response (GO:0002204)	2/17	0.001093068665591960010596839225627263658680021762847900390625	0.0244854076821816278586307902287444449029862880706787109375	0.0024611824712634654439835646400069890660233795642852783203125	0.06842931465614969510635745564286480657756328582763671875	-2.400633755882832	8.905578095060319	RNF168;LIG4
isotype switching (GO:0045190)	2/17	0.001093068665591960010596839225627263658680021762847900390625	0.0244854076821816278586307902287444449029862880706787109375	0.0024611824712634654439835646400069890660233795642852783203125	0.06842931465614969510635745564286480657756328582763671875	-2.3889399209357083	8.8621977334799	RNF168;LIG4
maintenance of fidelity involved in DNA-dependent DNA replication (GO:0045005)	3/18	0.00122741336590757497103376660874118897481821477413177490234375	0.0248023056377490828949827772476055542938411235809326171875	0.0027278023487886048602246713556951362988911569118499755859375	0.06842931465614969510635745564286480657756328582763671875	-2.389387447914258	8.833132105494387	MMS22L;APITD1;BRCA2
regulation of mitotic cell cycle phase transition (GO:1901990)	13/251	0.000797131055540258232940120652898485786863602697849273681640625	0.0244854076821816278586307902287444449029862880706787109375	0.0031909637898269063542577850256520832772366702556610107421875	0.069769992053242357865627809587749652564525604248046875	-2.3468807607568904	8.706171794634693	MDC1;TRRAP;UBE2C;HUS1;INO80;SMC1A;PSMA5;RAD51B;PSMC5;PSMB4;PSMB5;PSMC4;ATM
regulation of cell cycle phase transition (GO:1901987)	13/264	0.000999167590776031851185212673271962557919323444366455078125	0.0244854076821816278586307902287444449029862880706787109375	0.003941636729338063131755642842790621216408908367156982421875	0.07956429052025328074737586803166777826845645904541015625	-2.3214093864450307	8.611681199154685	MDC1;TRRAP;UBE2C;HUS1;INO80;SMC1A;PSMA5;RAD51B;PSMC5;PSMB4;PSMB5;PSMC4;ATM
signal transduction by p53 class mediator (GO:0072331)	8/132	0.000583704668974317775198557001203880645334720611572265625	0.0244854076821816278586307902287444449029862880706787109375	0.001950591004685349981462305635204756981693208217620849609375	0.06842931465614969510635745564286480657756328582763671875	-2.274299720745783	8.436919511375889	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;EP300;ATM;BRCA2
regulation of DNA repair (GO:0006282)	6/57	0.000605956171486718539638538505442966197733767330646514892578125	0.0244854076821816278586307902287444449029862880706787109375	0.00165545469442533906001546739616969716735184192657470703125	0.06842931465614969510635745564286480657756328582763671875	-2.2317849926740436	8.27920356236646	RNF168;PPP4R2;H2AFX;UBE2N;BRCC3;POLH
meiotic nuclear division (GO:0007126)	5/64	0.000850523333662026666431021926229050222900696098804473876953125	0.0244854076821816278586307902287444449029862880706787109375	0.0022731821754257927094278191049170345650054514408111572265625	0.06842931465614969510635745564286480657756328582763671875	-2.206860549771193	8.186741906271159	SPO11;XRCC2;RAD54L;BRCA2;SMC1A
cell cycle checkpoint (GO:0000075)	9/156	0.0010891969122959672434947098196289516636170446872711181640625	0.0244854076821816278586307902287444449029862880706787109375	0.0035106594791746415472333264773396876989863812923431396484375	0.07474009259611276434487336928214062936604022979736328125	-2.2002553784813252	8.162238848022886	MDC1;TRRAP;UBE2C;H2AFX;HUS1;ATM;BRCC3;SMC1A;ATR
signal transduction involved in mitotic G1 DNA damage checkpoint (GO:0072431)	6/68	0.00101469860912264237505497899149986551492474973201751708984375	0.0244854076821816278586307902287444449029862880706787109375	0.0026823815172737045138540157296347388182766735553741455078125	0.06842931465614969510635745564286480657756328582763671875	-2.1788500233575094	8.082831874243357	PSMA5;PSMC5;PSMB4;PSMB5;PSMC4;ATM
DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)	6/67	0.000971924480861698970347861692431479241349734365940093994140625	0.0244854076821816278586307902287444449029862880706787109375	0.00257612912101250375596084296603294205851852893829345703125	0.06842931465614969510635745564286480657756328582763671875	-2.177107378767318	8.076367224043445	PSMA5;PSMC5;PSMB4;PSMB5;PSMC4;ATM
intracellular signal transduction involved in G1 DNA damage checkpoint (GO:1902400)	6/68	0.00101469860912264237505497899149986551492474973201751708984375	0.0244854076821816278586307902287444449029862880706787109375	0.0026823815172737045138540157296347388182766735553741455078125	0.06842931465614969510635745564286480657756328582763671875	-2.1752342782246328	8.069418624273943	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
signal transduction involved in mitotic DNA integrity checkpoint (GO:1902403)	6/69	0.0010586473161749558082045385987157715135253965854644775390625	0.0244854076821816278586307902287444449029862880706787109375	0.002791307025528973716210767719303476042114198207855224609375	0.06842931465614969510635745564286480657756328582763671875	-2.1735551722690074	8.063189681945254	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
signal transduction involved in mitotic DNA damage checkpoint (GO:1902402)	6/69	0.0010586473161749558082045385987157715135253965854644775390625	0.0244854076821816278586307902287444449029862880706787109375	0.002791307025528973716210767719303476042114198207855224609375	0.06842931465614969510635745564286480657756328582763671875	-2.17032634145281	8.05121175948252	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
signal transduction involved in mitotic cell cycle checkpoint (GO:0072413)	6/69	0.0010586473161749558082045385987157715135253965854644775390625	0.0244854076821816278586307902287444449029862880706787109375	0.002791307025528973716210767719303476042114198207855224609375	0.06842931465614969510635745564286480657756328582763671875	-2.1667907460034774	8.038095839026344	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
DNA biosynthetic process (GO:0071897)	5/54	0.000516850542071350927374184802687295814394019544124603271484375	0.0244854076821816278586307902287444449029862880706787109375	0.00142727361477174214711427513435637592920102179050445556640625	0.06792143260884349331707454666684498079121112823486328125	-2.164738262446692	8.030481786045964	POLQ;REV1;LIG4;POLL;POLH
signal transduction involved in DNA integrity checkpoint (GO:0072401)	6/71	0.00115011803698751775316966305950927562662400305271148681640625	0.0244854076821816278586307902287444449029862880706787109375	0.0030172661521173540881413099867813798482529819011688232421875	0.0697419519160839829208242690583574585616588592529296875	-2.1518058805350564	7.98250681410908	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
signal transduction involved in DNA damage checkpoint (GO:0072422)	6/71	0.00115011803698751775316966305950927562662400305271148681640625	0.0244854076821816278586307902287444449029862880706787109375	0.0030172661521173540881413099867813798482529819011688232421875	0.0697419519160839829208242690583574585616588592529296875	-2.1486712245483646	7.970878249934214	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
signal transduction involved in cell cycle checkpoint (GO:0072395)	6/72	0.00119766450838846671804460708443684779922477900981903076171875	0.0248023056377490828949827772476055542938411235809326171875	0.0031343432412145352632115713475968732382170855998992919921875	0.069769992053242357865627809587749652564525604248046875	-2.149719044932498	7.947121480930865	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
somatic recombination of immunoglobulin gene segments (GO:0016447)	2/23	0.0020108365030494152782269967616457506665028631687164306640625	0.033608015511953269471856486916294670663774013519287109375	0.004253465479138378822765442777154021314345300197601318359375	0.08192984696721306026034881142550148069858551025390625	-2.3315668449973774	7.910984583172974	RNF168;LIG4
nuclear division (GO:0000280)	10/298	0.00170678539671635588932663285532953523215837776660919189453125	0.03138157695326208862507399999230983667075634002685546875	0.006493773889298247448120804392601712606847286224365234375	0.09325393547121772763741631706579937599599361419677734375	-2.210231865262606	7.650793367227364	WEE1;STAG2;APITD1;SPO11;XRCC2;RAD21;RAD54L;HAUS5;BRCA2;SMC1A
regulation of cell cycle process (GO:0010564)	16/481	0.002636475392381653314044509528457638225518167018890380859375	0.03741944899011855063530873621857608668506145477294921875	0.01156425846294929261903750017381753423251211643218994140625	0.105117810073325601560867426087497733533382415771484375	-2.3143166585310033	7.603837079137725	MDC1;TRRAP;UBE2C;HUS1;INO80;IGF1;BRCA2;SMC1A;PSMA5;RAD51B;PSMC5;PSMB4;STAG2;PSMB5;PSMC4;ATM
regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	2/28	0.002976520643054861824106094303488134755752980709075927734375	0.038888782156720570759578237129971967078745365142822265625	0.006090887870849344583323858870471667614765465259552001953125	0.09325393547121772763741631706579937599599361419677734375	-2.3151149152727597	7.517292603942805	ATM;ATR
intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	4/79	0.00156540546874335095677011064907446780125610530376434326171875	0.0294514656793807179380184635419936967082321643829345703125	0.004032306441693923881874894732391112484037876129150390625	0.07956429052025328074737586803166777826845645904541015625	-2.1067850093606264	7.4264416003321445	XPA;EP300;ATM;BRCA2
positive regulation of cell cycle arrest (GO:0071158)	6/85	0.0019313135499789261563530207155281459563411772251129150390625	0.033608015511953269471856486916294670663774013519287109375	0.004914743668151556714451810847776869195513427257537841796875	0.086435383207274119055085748186684213578701019287109375	-2.1763180446925268	7.384226850104782	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
response to X-ray (GO:0010165)	4/24	0.0021895616097477982840702193101378725259564816951751708984375	0.0347324576918817407022999077526037581264972686767578125	0.004596405855707383879271699100854675634764134883880615234375	0.08451118948334712666081713905441574752330780029296875	-2.193075892278976	7.368911867556149	XRCC2;LIG4;BRCC3;BRCA2
somatic diversification of immunoglobulins (GO:0016445)	3/26	0.00256871327839597839159946346399010508321225643157958984375	0.037108732896827610614476355976876220665872097015380859375	0.005319298840323941589269818308594039990566670894622802734375	0.08782270942494017906820857888305909000337123870849609375	-2.2369515108623643	7.368301178429783	RNF168;LIG4;POLL
negative regulation of mitotic cell cycle phase transition (GO:1901991)	11/192	0.002330672862393852289020212964487654971890151500701904296875	0.035816941106427351015906168640867690555751323699951171875	0.0071786348737321904744934641939835273660719394683837890625	0.09325393547121772763741631706579937599599361419677734375	-2.201420552379923	7.329264914673198	PSMA5;MDC1;PSMC5;PSMB4;PSMB5;TRRAP;UBE2C;PSMC4;HUS1;ATM;SMC1A
organelle fission (GO:0048285)	10/325	0.0024889647538844299028137907470181744429282844066619873046875	0.0366104088344091638251853737529017962515354156494140625	0.009216699228709497593303723306235042400658130645751953125	0.09404677996098999293028697366025880910456180572509765625	-2.2153486890559138	7.327094508536609	WEE1;STAG2;APITD1;SPO11;XRCC2;RAD21;RAD54L;HAUS5;BRCA2;SMC1A
DNA replication (GO:0006260)	11/186	0.002077133220763490058236033775074247387237846851348876953125	0.033608015511953269471856486916294670663774013519287109375	0.00644294852883277313626564364312798716127872467041015625	0.09325393547121772763741631706579937599599361419677734375	-2.146527193255556	7.283146768723826	POLQ;INO80E;MCM9;CINP;REV1;HUS1;POLL;IGF1;CHTF18;POLH;ATR
DNA damage checkpoint (GO:0000077)	6/77	0.0014539854955774853852157324496374712907709181308746337890625	0.0280065301410044216467998268171868403442203998565673828125	0.00376154092343916439389328587594718555919826030731201171875	0.07802786171954574634401780031112139113247394561767578125	-2.032447115474318	7.2666438956212795	MDC1;H2AFX;HUS1;ATM;BRCC3;ATR
protein polyubiquitination (GO:0000209)	9/186	0.002077133220763490058236033775074247387237846851348876953125	0.033608015511953269471856486916294670663774013519287109375	0.00644294852883277313626564364312798716127872467041015625	0.09325393547121772763741631706579937599599361419677734375	-2.133308735138933	7.2382966634831	BARD1;PSMA5;RNF168;PSMB4;PSMC5;PSMB5;UBE2C;PSMC4;UBE2N
B cell activation involved in immune response (GO:0002312)	2/30	0.003412650658923327938454317376226754277013242244720458984375	0.041830823985893515748468729498199536465108394622802734375	0.006910396383608115832009044510186868137679994106292724609375	0.09325393547121772763741631706579937599599361419677734375	-2.2724853272655823	7.2131452067242705	RNF168;LIG4
positive regulation of cell cycle process (GO:0090068)	10/220	0.003799302885276001871817097566008669673465192317962646484375	0.04238255956355641007604617698234505951404571533203125	0.011346086892262741141479409634484909474849700927734375	0.105117810073325601560867426087497733533382415771484375	-2.270243630102867	7.176281733797284	PSMA5;RAD51B;PSMC5;PSMB4;PSMB5;UBE2C;PSMC4;ATM;INO80;IGF1
positive regulation of ubiquitin-protein transferase activity (GO:0051443)	7/87	0.0020641181439673716470351028107188540161587297916412353515625	0.033608015511953269471856486916294670663774013519287109375	0.00523273824898408922157155842569409287534654140472412109375	0.08782270942494017906820857888305909000337123870849609375	-2.1136158004164693	7.17147871943783	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;UBE2C;UBE2N
negative regulation of cell cycle phase transition (GO:1901988)	11/200	0.002700907413843526942709427629552010330371558666229248046875	0.037673001686196784520976876819986500777304172515869140625	0.008243308903623070005295403461786918342113494873046875	0.09325393547121772763741631706579937599599361419677734375	-2.1771291908826917	7.138396395082173	PSMA5;MDC1;PSMB4;PSMC5;PSMB5;TRRAP;UBE2C;PSMC4;HUS1;ATM;SMC1A
DNA damage response, signal transduction by p53 class mediator (GO:0030330)	7/91	0.0023464745100626079044037197718353127129375934600830078125	0.035816941106427351015906168640867690555751323699951171875	0.005905289514764897572385304869158062501810491085052490234375	0.09325393547121772763741631706579937599599361419677734375	-2.1348753230311903	7.107713601282727	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM;BRCA2
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	6/99	0.002980351660960043648496142765225158655084669589996337890625	0.038888782156720570759578237129971967078745365142822265625	0.007399970542258397544765902154040304594673216342926025390625	0.09325393547121772763741631706579937599599361419677734375	-2.1534684061542992	6.992418396000428	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
chromosome organization (GO:0051276)	8/204	0.0029003615973072611154692790336184771149419248104095458984375	0.038888782156720570759578237129971967078745365142822265625	0.0088125826224110526130317566639860160648822784423828125	0.09325393547121772763741631706579937599599361419677734375	-2.1524559005181554	6.9891307401351295	PRIM2;STAG2;SPO11;LIG4;RAD54L;ATM;INO80;SMC1A
negative regulation of cell cycle G1/S phase transition (GO:1902807)	6/99	0.002980351660960043648496142765225158655084669589996337890625	0.038888782156720570759578237129971967078745365142822265625	0.007399970542258397544765902154040304594673216342926025390625	0.09325393547121772763741631706579937599599361419677734375	-2.1504966453019434	6.982768941570011	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
positive regulation of ligase activity (GO:0051351)	7/92	0.002420610433235118909289784738803064101375639438629150390625	0.036264330379392799297288974003095063380897045135498046875	0.00608113428795435673190894476647372357547283172607421875	0.09325393547121772763741631706579937599599361419677734375	-2.092967241679423	6.942206274142464	PSMA5;PSMB4;PSMC5;PSMB5;UBE2C;PSMC4;UBE2N
DNA integrity checkpoint (GO:0031570)	6/86	0.00199702645650830061530012216053364682011306285858154296875	0.033608015511953269471856486916294670663774013519287109375	0.005072230765332921657850828722757796640507876873016357421875	0.08730712104583689125991696755590965040028095245361328125	-2.029784885513174	6.887041206176656	MDC1;H2AFX;HUS1;ATM;BRCC3;ATR
negative regulation of mitotic cell cycle (GO:0045930)	11/219	0.003738205368515597031009445316840356099419295787811279296875	0.04238255956355641007604617698234505951404571533203125	0.01117541647556255686446480268614322994835674762725830078125	0.105117810073325601560867426087497733533382415771484375	-2.1770277755813936	6.881624708783433	PSMA5;MDC1;PSMC5;PSMB4;PSMB5;TRRAP;UBE2C;PSMC4;HUS1;ATM;SMC1A
somatic cell DNA recombination (GO:0016444)	2/34	0.004368560352181106824775991270826125401072204113006591796875	0.04309957713310384741500769223421229980885982513427734375	0.00869010941780594577121821231457943213172256946563720703125	0.09325393547121772763741631706579937599599361419677734375	-2.1443227507352276	6.7422698543055555	RNF168;LIG4
histone ubiquitination (GO:0016574)	2/32	0.003876773062673886938167555626932880841195583343505859375	0.04238255956355641007604617698234505951404571533203125	0.007777056595472372872712707447817592765204608440399169921875	0.09325393547121772763741631706579937599599361419677734375	-2.1279164579117262	6.726382933300694	RNF168;UBE2N
regulation of cell cycle arrest (GO:0071156)	6/105	0.0035185830295427641088712444883412899798713624477386474609375	0.04238255956355641007604617698234505951404571533203125	0.0086552307697217341353468356146549922414124011993408203125	0.09325393547121772763741631706579937599599361419677734375	-2.120752300934067	6.703736901758034	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM
somatic diversification of immune receptors via germline recombination within a single locus (GO:0002562)	2/34	0.004368560352181106824775991270826125401072204113006591796875	0.04309957713310384741500769223421229980885982513427734375	0.00869010941780594577121821231457943213172256946563720703125	0.09325393547121772763741631706579937599599361419677734375	-2.1306129792787654	6.699163013803755	RNF168;LIG4
negative regulation of mitotic sister chromatid separation (GO:2000816)	2/34	0.004368560352181106824775991270826125401072204113006591796875	0.04309957713310384741500769223421229980885982513427734375	0.00869010941780594577121821231457943213172256946563720703125	0.09325393547121772763741631706579937599599361419677734375	-2.1227915518130485	6.674570552337001	UBE2C;ATM
regulation of G2/M transition of mitotic cell cycle (GO:0010389)	2/34	0.004368560352181106824775991270826125401072204113006591796875	0.04309957713310384741500769223421229980885982513427734375	0.00869010941780594577121821231457943213172256946563720703125	0.09325393547121772763741631706579937599599361419677734375	-2.1213136642639046	6.669923716095941	RAD51B;ATM
negative regulation of mitotic sister chromatid segregation (GO:0033048)	2/34	0.004368560352181106824775991270826125401072204113006591796875	0.04309957713310384741500769223421229980885982513427734375	0.00869010941780594577121821231457943213172256946563720703125	0.09325393547121772763741631706579937599599361419677734375	-2.118575920444435	6.661315586738319	UBE2C;ATM
regulation of cellular response to stress (GO:0080135)	8/404	0.0062522182925131182529288054183780332095921039581298828125	0.05311601244812791389193762370268814265727996826171875	0.0215098406723302527920882454282036633230745792388916015625	0.1553701884278140543660384764734772033989429473876953125	-2.2671781333483585	6.654795474899462	RNF168;PPP4R2;H2AFX;UBE2N;ATM;BRCC3;POLH;ATR
regulation of ubiquitin-protein transferase activity (GO:0051438)	7/103	0.0033330501648080206912594380952441497356630861759185791015625	0.041483655128149055091313357479521073400974273681640625	0.0082238297924314383846589038284946582280099391937255859375	0.09325393547121772763741631706579937599599361419677734375	-2.0886560480422847	6.647055515990133	PSMA5;PSMB4;PSMC5;PSMB5;UBE2C;PSMC4;UBE2N
negative regulation of mitotic metaphase/anaphase transition (GO:0045841)	2/34	0.004368560352181106824775991270826125401072204113006591796875	0.04309957713310384741500769223421229980885982513427734375	0.00869010941780594577121821231457943213172256946563720703125	0.09325393547121772763741631706579937599599361419677734375	-2.1013942462091255	6.607292243375708	UBE2C;ATM
signal transduction in response to DNA damage (GO:0042770)	8/106	0.003613674394371158005156985382200218737125396728515625	0.04238255956355641007604617698234505951404571533203125	0.0088758381103631218966842908457692828960716724395751953125	0.09325393547121772763741631706579937599599361419677734375	-2.089998868282719	6.606524737362517	PSMA5;PSMB4;PSMC5;PSMB5;PSMC4;ATM;BRCA2;SMC1A
mitotic spindle assembly checkpoint (GO:0007094)	2/32	0.003876773062673886938167555626932880841195583343505859375	0.04238255956355641007604617698234505951404571533203125	0.007777056595472372872712707447817592765204608440399169921875	0.09325393547121772763741631706579937599599361419677734375	-2.088186474170667	6.600795726348765	UBE2C;ATM
