Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
mitotic recombination (GO:0006312)	3/31	0.00000321277611675763893569514328962810623124823905527591705322265625	0.0002245730505613589660096618416673663887195289134979248046875	0.0000098162415385740899660856062514113773431745357811450958251953125	0.00068615528354632891912256997812846748274751007556915283203125	-2.4085944014298097	20.235347053969637	POLD4;RFC4;POLE2
DNA strand elongation (GO:0022616)	3/35	0.000004666783426025089708444500147255240563026745803654193878173828125	0.0002394417199445352082039228935883556914632208645343780517578125	0.0000137949735036287874701856071002481485265889205038547515869140625	0.0008029240379309916797456736503590946085751056671142578125	-2.3729633931285186	19.7838716143669	POLD4;RFC4;MCM6
mitotic cell cycle phase transition (GO:0044772)	5/277	0.0000048754935475595403762140954417869664894169545732438564300537109375	0.0002394417199445352082039228935883556914632208645343780517578125	0.0000201003473838392987950267343233434758076327852904796600341796875	0.00098567254436227806461967571038940150174312293529510498046875	-2.2958524357268435	19.140982100894732	UBB;POLE2;CHEK1;CEP192;MCM6
telomere maintenance via telomere lengthening (GO:0010833)	3/36	0.00000508798140275259333964626151658450226022978313267230987548828125	0.0002394417199445352082039228935883556914632208645343780517578125	0.000014932778960089973857767488285563928229748853482306003570556640625	0.0008029240379309916797456736503590946085751056671142578125	-2.291961661199197	19.108543933513683	POLD4;RFC4;POLE2
cell cycle phase transition (GO:0044770)	5/280	0.000005138234333573716717939207365706266728011541999876499176025390625	0.0002394417199445352082039228935883556914632208645343780517578125	0.00002115177133824631090851069170621912007845821790397167205810546875	0.00098567254436227806461967571038940150174312293529510498046875	-2.2891769711551038	19.085327414254397	UBB;POLE2;CHEK1;CEP192;MCM6
anatomical structure homeostasis (GO:0060249)	4/208	0.000038974141288459240883325362947431358406902290880680084228515625	0.00143383814529647428404057762918455409817397594451904296875	0.0001226479842654609980594215823401782472501508891582489013671875	0.0045121547895556439466968612350683542899787425994873046875	-2.2734276806458786	14.885041334194625	POLD4;RFC4;POLE2;BCL2
chromosome organization (GO:0051276)	4/204	0.000036127810730757797699590205819930588404531590640544891357421875	0.00140296331671109432599753308323897726950235664844512939453125	0.000113946617330185352950748522982138410952757112681865692138671875	0.00442492697298886399071005115501975524239242076873779296875	-2.2550638586076865	14.813894746265943	POLD4;RFC4;POLE2;RAD23B
negative regulation of mitotic cell cycle (GO:0045930)	4/219	0.0000476495110056499894535253503136118524707853794097900390625	0.00166535040964746710971666754375064556370489299297332763671875	0.000149066724250763202146152774929532824899069964885711669921875	0.005209882012564173540958289976288142497651278972625732421875	-2.3029973023654313	14.733931259784434	UBB;USP44;CHEK1;BCL2
negative regulation of cell cycle process (GO:0010948)	4/254	0.00008474500650156738062145078682618759557954035699367523193359375	0.002820798073552171526812148982799044460989534854888916015625	0.0002607614566116535771526929732289090679842047393321990966796875	0.0086796313415021843218344343995340750552713871002197265625	-2.347380080856996	13.780847406637372	UBB;USP44;CHEK1;BCL2
telomere organization (GO:0032200)	3/63	0.00002784322096564193684139175422043166463481611572206020355224609375	0.00114484773264610074049174581745091927587054669857025146484375	0.000073195509456574209933808761174844903507619164884090423583984375	0.0030096271241261984309700583395397188724018633365631103515625	-2.0090024204947285	13.605936016295061	POLD4;RFC4;POLE2
telomere maintenance (GO:0000723)	3/62	0.0000265332753518699720617253501320220721026998944580554962158203125	0.00114484773264610074049174581745091927587054669857025146484375	0.000069923541480904129207830932646317023682058788836002349853515625	0.0030096271241261984309700583395397188724018633365631103515625	-2.001515231333028	13.555229150222244	POLD4;RFC4;POLE2
DNA replication initiation (GO:0006270)	2/24	0.00023306793973286348887509478178259314518072642385959625244140625	0.007405204085148708696706432164091893355362117290496826171875	0.0004789302268301512031066502483866997863515280187129974365234375	0.01521691947973980406361160788719644187949597835540771484375	-2.3177514521182925	11.369897255021701	POLE2;MCM6
7-methylguanosine mRNA capping (GO:0006370)	2/31	0.0003911150194389739613055889666526354631059803068637847900390625	0.0097150084827747305860068394167683436535298824310302734375	0.0007740226633064996482336272975999236223287880420684814453125	0.0207779886323969480155238187535360339097678661346435546875	-2.437109968812792	11.293770662769276	POLR2B;POLR2L
RNA capping (GO:0036260)	2/32	0.0004169531537671558184439402072740676885587163269519805908203125	0.0097150084827747305860068394167683436535298824310302734375	0.0008217855646783637536822997304852833622135221958160400390625	0.0207779886323969480155238187535360339097678661346435546875	-2.421420212204138	11.221063023327332	POLR2B;POLR2L
7-methylguanosine RNA capping (GO:0009452)	2/32	0.0004169531537671558184439402072740676885587163269519805908203125	0.0097150084827747305860068394167683436535298824310302734375	0.0008217855646783637536822997304852833622135221958160400390625	0.0207779886323969480155238187535360339097678661346435546875	-2.413902599525627	11.186225779785143	POLR2B;POLR2L
regulation of mitotic cell cycle (GO:0007346)	4/391	0.0004417859120698742017054050368329853881732560694217681884765625	0.00996155975925296956197119158105124370194971561431884765625	0.0012960692176254167730375943534681937308050692081451416015625	0.0273755814677001142742884809422321268357336521148681640625	-2.3867790903070953	11.00071642297334	UBB;USP44;CHEK1;BCL2
regulation of viral process (GO:0050792)	3/152	0.00038138959182291705223011302194890959071926772594451904296875	0.0097150084827747305860068394167683436535298824310302734375	0.000907649302303437988982681705607546973624266684055328369140625	0.0207779886323969480155238187535360339097678661346435546875	-2.2642187162055882	10.492578192371294	POLR2B;BCL2;POLR2L
negative regulation of cell cycle (GO:0045786)	4/430	0.000632054711084262059971050629059163838974200189113616943359375	0.0129943012661146821418167718320546555332839488983154296875	0.00183389215619287888718591528203205598401837050914764404296875	0.03052120517092433982231369782311958260834217071533203125	-2.394830321475343	10.40133333905286	UBB;USP44;CHEK1;BCL2
G2 DNA damage checkpoint (GO:0031572)	2/34	0.0004710603649153624465119316599981402760022319853305816650390625	0.0102897248461199485036754452949026017449796199798583984375	0.00092148447439814791005974203841333292075432837009429931640625	0.0207779886323969480155238187535360339097678661346435546875	-2.2504804901290827	10.29957032187812	TAOK1;CHEK1
G2/M transition of mitotic cell cycle (GO:0000086)	3/139	0.0002934000335095506874216741977079436765052378177642822265625	0.0085452759759656639337865868810695246793329715728759765625	0.000703819111494476362493599719272197035024873912334442138671875	0.0204987316222766217943540567603122326545417308807373046875	-2.1231835337707956	10.111399719201744	UBB;CHEK1;CEP192
cell cycle G2/M phase transition (GO:0044839)	3/139	0.0002934000335095506874216741977079436765052378177642822265625	0.0085452759759656639337865868810695246793329715728759765625	0.000703819111494476362493599719272197035024873912334442138671875	0.0204987316222766217943540567603122326545417308807373046875	-2.120689315060553	10.099521310215788	UBB;CHEK1;CEP192
cell cycle G1/S phase transition (GO:0044843)	3/152	0.00038138959182291705223011302194890959071926772594451904296875	0.0097150084827747305860068394167683436535298824310302734375	0.000907649302303437988982681705607546973624266684055328369140625	0.0207779886323969480155238187535360339097678661346435546875	-2.1771300162473586	10.089001900273937	UBB;POLE2;MCM6
G1/S transition of mitotic cell cycle (GO:0000082)	3/152	0.00038138959182291705223011302194890959071926772594451904296875	0.0097150084827747305860068394167683436535298824310302734375	0.000907649302303437988982681705607546973624266684055328369140625	0.0207779886323969480155238187535360339097678661346435546875	-2.174911074550101	10.078719139559988	UBB;POLE2;MCM6
regulation of symbiosis, encompassing mutualism through parasitism (GO:0043903)	3/174	0.00056603897943858648596215932258246539277024567127227783203125	0.0119897347462900594194934456027112901210784912109375	0.00133157334749900413926881892479059388278983533382415771484375	0.0273755814677001142742884809422321268357336521148681640625	-2.256633943504577	9.982681579762916	POLR2B;BCL2;POLR2L
regulation of transcription from RNA polymerase II promoter in response to stress (GO:0043618)	2/41	0.000685813809542933951191034935845891595818102359771728515625	0.01355298723851762476844129423625417985022068023681640625	0.00131391431433964373486078525132825234322808682918548583984375	0.0273755814677001142742884809422321268357336521148681640625	-2.3098486559740627	9.935001609614478	UBB;CHEK1
regulation of cell cycle process (GO:0010564)	4/481	0.000960988704463190007189210550819780110032297670841217041015625	0.01492735787599488474219899813988376990891993045806884765625	0.0027507358028841708517953090762375722988508641719818115234375	0.036976237042616065531230873375534429214894771575927734375	-2.3453616604891927	9.86121300361649	UBB;USP44;CHEK1;BCL2
nucleotide-binding domain, leucine rich repeat containing receptor signaling pathway (GO:0035872)	2/46	0.0008631841432957150506144472501546260900795459747314453125	0.01436585038485011477094044352043056278489530086517333984375	0.00163519170813734523485527549979678951785899698734283447265625	0.0293076667689231851188225164150935597717761993408203125	-2.2584198959064463	9.58225291535222	UBB;BCL2
negative regulation of mitotic cell cycle phase transition (GO:1901991)	3/192	0.000753562083607360664976038133744395963731221854686737060546875	0.0141565846994437770367536444382494664750993251800537109375	0.00175821207382961960073719520636359447962604463100433349609375	0.0302302120549456619646999655515173799358308315277099609375	-2.2402645506449392	9.53809527022662	UBB;USP44;BCL2
negative regulation of cell cycle phase transition (GO:1901988)	3/200	0.000848191578776089105153046521223814124823547899723052978515625	0.01436585038485011477094044352043056278489530086517333984375	0.00197233978833243582540202254449468455277383327484130859375	0.03206198865219471449972132859329576604068279266357421875	-2.22348058463358	9.434008862989916	UBB;USP44;BCL2
negative regulation of mitosis (GO:0045839)	2/44	0.000789852365205017553119459794430667898268438875675201416015625	0.0141565846994437770367536444382494664750993251800537109375	0.0015026151803109832720550809170845241169445216655731201171875	0.02917577808437159248011738554851035587489604949951171875	-2.207860448669655	9.400132362364948	USP44;CHEK1
transcription initiation from RNA polymerase II promoter (GO:0006367)	3/187	0.000698007926447259674507250792885315604507923126220703125	0.01355298723851762476844129423625417985022068023681640625	0.00163216081799836469461151278181887391838245093822479248046875	0.0293076667689231851188225164150935597717761993408203125	-2.1773325878729053	9.365030349168586	UBB;POLR2B;POLR2L
peptidyl-threonine phosphorylation (GO:0018107)	2/44	0.000789852365205017553119459794430667898268438875675201416015625	0.0141565846994437770367536444382494664750993251800537109375	0.0015026151803109832720550809170845241169445216655731201171875	0.02917577808437159248011738554851035587489604949951171875	-2.192879734905012	9.336350843766162	CHEK1;BCL2
regulation of DNA-templated transcription in response to stress (GO:0043620)	2/46	0.0008631841432957150506144472501546260900795459747314453125	0.01436585038485011477094044352043056278489530086517333984375	0.00163519170813734523485527549979678951785899698734283447265625	0.0293076667689231851188225164150935597717761993408203125	-2.1829009904995917	9.261833646636648	UBB;CHEK1
proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	3/205	0.000911008775616804007853322122656436476972885429859161376953125	0.01480918916642199982536265423505028593353927135467529296875	0.0021141076029415929726784639797187992371618747711181640625	0.033004167568430060886175425594046828337013721466064453125	-2.1836980078009685	9.19884401998086	UBB;USP44;RAD23B
proteasomal protein catabolic process (GO:0010498)	3/212	0.00100381954722049936135075398624394438229501247406005859375	0.01525369268493758680149685602600584388710558414459228515625	0.002323063656311762092965267356703407131135463714599609375	0.033139214199222888357354577237856574356555938720703125	-2.1728026401097456	9.088689304123806	UBB;USP44;RAD23B
positive regulation of viral transcription (GO:0050434)	2/54	0.00118805444671530170512585566910956913488917052745819091796875	0.0166090011650799167230996289390532183460891246795654296875	0.002219164342941649069318454934318651794455945491790771484375	0.033004167568430060886175425594046828337013721466064453125	-2.1856683812108737	8.956454823941717	POLR2B;POLR2L
DNA-templated transcription, initiation (GO:0006352)	3/220	0.00111700795864776440853571859435078295064158737659454345703125	0.0166090011650799167230996289390532183460891246795654296875	0.002577152174217675097145363594108857796527445316314697265625	0.035322144505454018681422923009449732489883899688720703125	-2.1817372994690034	8.940345995936081	UBB;POLR2B;POLR2L
peptidyl-threonine modification (GO:0018210)	2/48	0.000939681235819037085667260189580929363728500902652740478515625	0.01492735787599488474219899813988376990891993045806884765625	0.00177315979149180575312472196713997618644498288631439208984375	0.0302302120549456619646999655515173799358308315277099609375	-2.1058419299659543	8.854138009150255	CHEK1;BCL2
regulation of mitotic cell cycle phase transition (GO:1901990)	3/251	0.00163104829554360539027590970562187067116610705852508544921875	0.0211130140478700024930791556698750355280935764312744140625	0.003722459669848379899825818739600435947068035602569580078125	0.04564911068814066219534453239248250611126422882080078125	-2.2643037711650082	8.735379737928902	UBB;USP44;BCL2
regulation of cell cycle phase transition (GO:1901987)	3/264	0.00188419927697233593848202826137594456668011844158172607421875	0.0227078499069597039561330120704951696097850799560546875	0.004282158675342783750450426083489219308830797672271728515625	0.048423188108013680286401125840711756609380245208740234375	-2.2421360654872737	8.486585014748332	UBB;USP44;BCL2
DNA biosynthetic process (GO:0071897)	2/54	0.00118805444671530170512585566910956913488917052745819091796875	0.0166090011650799167230996289390532183460891246795654296875	0.002219164342941649069318454934318651794455945491790771484375	0.033004167568430060886175425594046828337013721466064453125	-2.0521721450153203	8.409412546654744	POLD4;POLE2
negative regulation of nuclear division (GO:0051784)	2/54	0.00118805444671530170512585566910956913488917052745819091796875	0.0166090011650799167230996289390532183460891246795654296875	0.002219164342941649069318454934318651794455945491790771484375	0.033004167568430060886175425594046828337013721466064453125	-2.0405241458436585	8.361681253441589	USP44;CHEK1
protein catabolic process (GO:0030163)	3/269	0.0019877474433934506393983898675514865317381918430328369140625	0.023549753609017322342200628781938576139509677886962890625	0.004510388475721570367138468782286508940160274505615234375	0.048504023761990422425327551536611281335353851318359375	-2.22698203847876	8.34815377287284	UBB;USP44;RAD23B
DNA duplex unwinding (GO:0032508)	2/55	0.00123218921383115988070489077443880887585692107677459716796875	0.0168882404013329552594502303008994203992187976837158203125	0.002298147186804352752609315047038762713782489299774169921875	0.033139214199222888357354577237856574356555938720703125	-2.0106747688911346	8.205840669115531	IGHMBP2;MCM6
DNA geometric change (GO:0032392)	2/57	0.00132279437379577923493412239253075313172303140163421630859375	0.0177814089862163397792738095404274645261466503143310546875	0.002460069748170471380654955595446153893135488033294677734375	0.03439177507942318967604222734735230915248394012451171875	-2.0290448381490473	8.176242745208288	IGHMBP2;MCM6
cell aging (GO:0007569)	2/62	0.0015628683138236318210523290161972909118048846721649169921875	0.020612168893636199917818174753847415558993816375732421875	0.0028878147236364288229226726656406754045747220516204833984375	0.0380864621098464806170369456594926305115222930908203125	-2.0759266771755565	8.058485077014714	CHEK1;BCL2
regulation of multi-organism process (GO:0043900)	3/306	0.0028656036472725601900457537141164721106179058551788330078125	0.0294567198447576450437424000483588315546512603759765625	0.00643118870496674384373836375061728176660835742950439453125	0.06331550570101061869987546515403664670884609222412109375	-2.2295412756867465	7.85876114681848	POLR2B;BCL2;POLR2L
transcription elongation from RNA polymerase II promoter (GO:0006368)	2/67	0.00182217975562019352843423636301167789497412741184234619140625	0.0223456780557634258899124546360326348803937435150146484375	0.0033480238417295765489256620384139750967733561992645263671875	0.041790511881588825182642921163278515450656414031982421875	-2.0647758760482047	7.848465734736532	POLR2B;POLR2L
regulation of viral transcription (GO:0046782)	2/76	0.00233688199272692742614054850491811521351337432861328125	0.026188937019923551330347066823378554545342922210693359375	0.00425700217139006985289650941695072106085717678070068359375	0.048423188108013680286401125840711756609380245208740234375	-2.1120896272379563	7.693113716311885	POLR2B;POLR2L
positive regulation of viral process (GO:0048524)	2/81	0.0026491658391288898377613492129967198707163333892822265625	0.0276383122619566247435418659961214871145784854888916015625	0.004806104456000321982489520422632267582230269908905029296875	0.050141298727525741851795970660532475449144840240478515625	-2.137758868621014	7.67145959757403	POLR2B;POLR2L
negative regulation of cell division (GO:0051782)	2/66	0.00176878656482394656761225615326793558779172599315643310546875	0.0223456780557634258899124546360326348803937435150146484375	0.003253403120983639103258600044910053838975727558135986328125	0.041790511881588825182642921163278515450656414031982421875	-2.0128466647492207	7.6510764489356875	USP44;CHEK1
negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051436)	2/67	0.00182217975562019352843423636301167789497412741184234619140625	0.0223456780557634258899124546360326348803937435150146484375	0.0033480238417295765489256620384139750967733561992645263671875	0.041790511881588825182642921163278515450656414031982421875	-1.9843716074133448	7.5428392720160256	UBB;USP44
positive regulation of type I interferon production (GO:0032481)	2/77	0.0023978425883764051783353377089724745019339025020599365234375	0.026188937019923551330347066823378554545342922210693359375	0.004364321674971190050118519110355919110588729381561279296875	0.048423188108013680286401125840711756609380245208740234375	-2.056721070508983	7.4914382771019055	UBB;POLR2L
negative regulation of ligase activity (GO:0051352)	2/74	0.002217214348586227061488340694950238685123622417449951171875	0.025407095568225783466242972963300417177379131317138671875	0.004046135393868967138064629551763573545031249523162841796875	0.047936417632447596293143732282260316424071788787841796875	-2.019778294644335	7.418093854397753	UBB;USP44
negative regulation of ubiquitin-protein transferase activity (GO:0051444)	2/74	0.002217214348586227061488340694950238685123622417449951171875	0.025407095568225783466242972963300417177379131317138671875	0.004046135393868967138064629551763573545031249523162841796875	0.047936417632447596293143732282260316424071788787841796875	-2.016542542877849	7.406209822196312	UBB;USP44
ubiquitin-dependent protein catabolic process (GO:0006511)	3/355	0.0043507163525591911745760143048755708150565624237060546875	0.038989111928703523712869127848534844815731048583984375	0.00963539717845332717438555647504472290165722370147705078125	0.0784648256192743420722734981609391979873180389404296875	-2.2622013711246933	7.339650936964051	UBB;USP44;RAD23B
modification-dependent protein catabolic process (GO:0019941)	3/364	0.00466580244437013284819482095144849154166877269744873046875	0.040264147019934852511635625660346704535186290740966796875	0.0103092596319539174520851787519859499298036098480224609375	0.08188832366745214808023689556648605503141880035400390625	-2.258542392931218	7.255101857106679	UBB;USP44;RAD23B
modification-dependent macromolecule catabolic process (GO:0043632)	3/368	0.004810194972815369333918322780618836986832320690155029296875	0.040509955252987263352171254382483311928808689117431640625	0.01061744930059897902563381677509823930449783802032470703125	0.0821986129241771001918692718390957452356815338134765625	-2.2591055203225787	7.243161122099497	UBB;USP44;RAD23B
DNA-templated transcription, elongation (GO:0006354)	2/90	0.0032580457730680780804866092381644193665124475955963134765625	0.032533914219636951570269189915052265860140323638916015625	0.00587246262144312976272164661395436269231140613555908203125	0.05949059959983692136287203311439952813088893890380859375	-2.0990360658469096	7.1901897308228735	POLR2B;POLR2L
regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle (GO:0051439)	2/78	0.0024595525962170759759484184314715093933045864105224609375	0.026449650227011324565840055811349884606897830963134765625	0.004472894621776061889473208310619156691245734691619873046875	0.048504023761990422425327551536611281335353851318359375	-1.9723928713243433	7.164741453677614	UBB;USP44
DNA damage checkpoint (GO:0000077)	2/77	0.0023978425883764051783353377089724745019339025020599365234375	0.026188937019923551330347066823378554545342922210693359375	0.004364321674971190050118519110355919110588729381561279296875	0.048423188108013680286401125840711756609380245208740234375	-1.9654210556021265	7.158885440365548	TAOK1;CHEK1
negative regulation of cell cycle G1/S phase transition (GO:1902807)	2/99	0.00392624284357365703479469942749346955679357051849365234375	0.036592583302106483633675537703311420045793056488037109375	0.007037255953085276571901118813912034966051578521728515625	0.06558722548275476571522091262522735632956027984619140625	-2.1214464978669225	7.017553450718933	UBB;BCL2
proteolysis involved in cellular protein catabolic process (GO:0051603)	3/391	0.005693340773754018181718183910788866342045366764068603515625	0.044218280009489539794653722992734401486814022064208984375	0.012494535890038842296245746865679393522441387176513671875	0.0833466502450959101366834147484041750431060791015625	-2.2497689425255976	7.016167671405993	UBB;USP44;RAD23B
protein deubiquitination (GO:0016579)	2/80	0.002585215545077827574427242751653466257266700267791748046875	0.0273797828183242643318440201483099372126162052154541015625	0.004693788974001329196428233814231134601868689060211181640625	0.04971149231555953285077720238405163399875164031982421875	-1.9458142033865506	7.000942974436128	USP44;SUPT3H
negative regulation of G1/S transition of mitotic cell cycle (GO:2000134)	2/99	0.00392624284357365703479469942749346955679357051849365234375	0.036592583302106483633675537703311420045793056488037109375	0.007037255953085276571901118813912034966051578521728515625	0.06558722548275476571522091262522735632956027984619140625	-2.1156990515337406	6.9985414172366855	UBB;BCL2
DNA integrity checkpoint (GO:0031570)	2/86	0.0029800527072110266808835365992536026169545948505401611328125	0.0301892295991377894448515206704541924409568309783935546875	0.005386246878122562427304576004871705663390457630157470703125	0.055367449526583401020474184406339190900325775146484375	-1.962011192187578	6.867569021629215	TAOK1;CHEK1
cellular response to hypoxia (GO:0071456)	2/99	0.00392624284357365703479469942749346955679357051849365234375	0.036592583302106483633675537703311420045793056488037109375	0.007037255953085276571901118813912034966051578521728515625	0.06558722548275476571522091262522735632956027984619140625	-2.060766468248534	6.816829392079504	UBB;BCL2
cellular response to decreased oxygen levels (GO:0036294)	2/101	0.0040826910499323319780895502617568126879632472991943359375	0.03755001373556184074420372098757070489227771759033203125	0.007309254222189664508546602661454016924835741519927978515625	0.0672259039646128375711242597390082664787769317626953125	-2.0616277830742087	6.766430478825771	UBB;BCL2
immune response-activating cell surface receptor signaling pathway (GO:0002429)	2/324	0.03731470391688547494357663936170865781605243682861328125	0.09721949005167511426162008092433097772300243377685546875	0.06249608106118199890577358246446237899363040924072265625	0.1486469974996677823053659039942431263625621795654296875	-2.88941579507488	6.7346043145141525	UBB;BCL2
cellular response to oxygen levels (GO:0071453)	2/109	0.0047371023116969772359663437555354903452098369598388671875	0.040380908730197402622952296269431826658546924591064453125	0.00844435919758994291139941879009711556136608123779296875	0.0737825884889421190759861701735644601285457611083984375	-2.0862898024860126	6.695734657264551	UBB;BCL2
regulation of ubiquitin-protein transferase activity (GO:0051438)	2/103	0.004242011382404466991735692005249802605248987674713134765625	0.038508648783126264714127273691701702773571014404296875	0.00758598647341279623546039800885409931652247905731201171875	0.06886499408981226755255278249023831449449062347412109375	-2.0521817024912	6.68369398602937	UBB;USP44
DNA conformation change (GO:0071103)	2/99	0.00392624284357365703479469942749346955679357051849365234375	0.036592583302106483633675537703311420045793056488037109375	0.007037255953085276571901118813912034966051578521728515625	0.06558722548275476571522091262522735632956027984619140625	-2.0204271657076034	6.683390621867606	IGHMBP2;MCM6
regulation of type I interferon production (GO:0032479)	2/108	0.004652810265665228810216813570832528057508170604705810546875	0.040264147019934852511635625660346704535186290740966796875	0.00829837863879955527079967936288085184060037136077880859375	0.0734248945382391104974573181607411243021488189697265625	-2.0657477133316378	6.63578869195158	UBB;POLR2L
protein modification by small protein removal (GO:0070646)	2/93	0.0034742343064251691824029233401915917056612670421600341796875	0.034204081411143567870158932464619283564388751983642578125	0.00624989444698501560304659818712025298736989498138427734375	0.06240966026346465855834111380318063311278820037841796875	-1.9467165204153336	6.570966999109134	USP44;SUPT3H
regulation of ligase activity (GO:0051340)	2/108	0.004652810265665228810216813570832528057508170604705810546875	0.040264147019934852511635625660346704535186290740966796875	0.00829837863879955527079967936288085184060037136077880859375	0.0734248945382391104974573181607411243021488189697265625	-2.0431900059571957	6.563326707099491	UBB;USP44
regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032434)	2/116	0.005346893012189533368749838615485714399255812168121337890625	0.042959519718626250350812512124321074225008487701416015625	0.009498567283167939911958654874979401938617229461669921875	0.0784648256192743420722734981609391979873180389404296875	-2.0690790909011167	6.51242024912265	USP44;RAD23B
regulation of mitosis (GO:0007088)	2/112	0.0049942199951644762612179562211167649365961551666259765625	0.041070115019058460459344672699444345198571681976318359375	0.00888925425694045250046837480795147712342441082000732421875	0.07577547226343141206772457962870248593389987945556640625	-2.030641434715804	6.482771101431965	USP44;CHEK1
positive regulation of multi-organism process (GO:0043902)	2/123	0.00599092920352162390529304758501893957145512104034423828125	0.046018236409468303571568270626812591217458248138427734375	0.0106086920252588985669195409400344942696392536163330078125	0.0821986129241771001918692718390957452356815338134765625	-2.082247366682976	6.410651443308561	POLR2B;POLR2L
negative regulation of protein ubiquitination (GO:0031397)	2/113	0.005081335493259686759970339409164807875640690326690673828125	0.041300622206843266848164120119690778665244579315185546875	0.00903986102297535572269726600325157050974667072296142578125	0.07613087777180449489122793238493613898754119873046875	-2.0088129059090924	6.401841080608901	UBB;USP44
response to radiation (GO:0009314)	3/442	0.0079837391242878440189567612605969770811498165130615234375	0.05442096371315620351172270829920307733118534088134765625	0.0173076191175354048013002028483242611400783061981201171875	0.0979084925429619945536074965275474824011325836181640625	-2.1991263470250813	6.401669632444437	CHEK1;BCL2;TOPBP1
