Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Tuberculosis_Homo sapiens_hsa05152	1/178	0.40503603222502138070382216028519906103610992431640625	0.8176926976535145996649589505977928638458251953125	0.62475347254804081131851489772088825702667236328125	1	-1.073447860843469	0.21605144280651065	EP300
Epstein-Barr virus infection_Homo sapiens_hsa05169	3/202	0.4454638450408465732976992512703873217105865478515625	0.8176926976535145996649589505977928638458251953125	0.6716040131646414668153965976671315729618072509765625	1	-1.0588139887626284	0.21310610256946624	PSMC5;PSMC4;EP300
Huntington's disease_Homo sapiens_hsa05016	1/193	0.43063009039357769136557863021153025329113006591796875	0.8176926976535145996649589505977928638458251953125	0.65474400043691816097890523451496846973896026611328125	1	-1.0578968855372957	0.21292151840635656	EP300
Viral carcinogenesis_Homo sapiens_hsa05203	2/205	0.450323514649761669215166648427839390933513641357421875	0.8176926976535145996649589505977928638458251953125	0.67704376551650924387359964384813793003559112548828125	1	-1.0411302332795775	0.2095469163008862	EP300;GTF2H2
cAMP signaling pathway_Homo sapiens_hsa04024	1/199	0.44056195851184554168611384739051572978496551513671875	0.8176926976535145996649589505977928638458251953125	0.6660750863335065385939515181235037744045257568359375	1	-1.039883970833994	0.20929608269330666	EP300
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	2/180	0.408512804733927092915024559260928072035312652587890625	0.8176926976535145996649589505977928638458251953125	0.62889409222350056705153065195190720260143280029296875	1	-0.9959637994946652	0.2004563274221796	ATM;IGF1
Herpes simplex infection_Homo sapiens_hsa05168	1/185	0.4171176186696403664910803854581899940967559814453125	0.8176926976535145996649589505977928638458251953125	0.63905197154722792607373094142531044781208038330078125	1	-0.9906882885037358	0.1993945322454336	EP300
Pathways in cancer_Homo sapiens_hsa05200	3/397	0.68793919689404414707922796878847293555736541748046875	1	0.89082671263115209558947071855072863399982452392578125	1	-1.09542982344381	-0	EP300;IGF1;BRCA2
Metabolic pathways_Homo sapiens_hsa01100	2/1239	0.9756369264736515223290780340903438627719879150390625	1	0.99937306553776050765947047693771310150623321533203125	1	-1.0431053843908236	-0	PRIM2;GAPDH
Inflammatory mediator regulation of TRP channels_Homo sapiens_hsa04750	1/98	0.9999999999002933126490688664489425718784332275390625	1	0.99999999997335253798524945523240603506565093994140625	1	-0.8442290266528458	-0	IGF1
Progesterone-mediated oocyte maturation_Homo sapiens_hsa04914	1/98	0.9999999999002933126490688664489425718784332275390625	1	0.99999999997335253798524945523240603506565093994140625	1	-0.7931807866816383	-0	IGF1
Longevity regulating pathway - mammal_Homo sapiens_hsa04211	1/94	0.9999999999115682935979521062108688056468963623046875	1	0.99999999997576860533143872089567594230175018310546875	1	-0.7019748485763061	-0	IGF1
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	1/341	0.99999999991605204030520326341502368450164794921875	1	1.0000000000002853273173286652308888733386993408203125	1	-0.9521911632548204	-0	IGF1
Hypertrophic cardiomyopathy (HCM)_Homo sapiens_hsa05410	1/83	0.9999999999283948337591709787375293672084808349609375	1	0.99999999999520383653361932374536991119384765625	1	-0.4098764883697464	-0	IGF1
AMPK signaling pathway_Homo sapiens_hsa04152	1/124	0.9999999999318378574031385142006911337375640869140625	1	0.9999999999799211725104441939038224518299102783203125	1	-0.6406105101918769	-0	IGF1
Biosynthesis of amino acids_Homo sapiens_hsa01230	1/74	0.99999999993508625895088925972231663763523101806640625	1	0.99999999999058786226413531039725057780742645263671875	1	-0.2904292747085076	-0	GAPDH
Dilated cardiomyopathy_Homo sapiens_hsa05414	1/90	0.999999999945548001534234572318382561206817626953125	1	0.99999999998042199411685260201920755207538604736328125	1	-0.47451732336326247	-0	IGF1
Basal transcription factors_Homo sapiens_hsa03022	1/45	0.99999999995224364557344642889802344143390655517578125	1	0.999999999983042453521875359001569449901580810546875	1	0.5091368064893527	0	GTF2H2
Pyrimidine metabolism_Homo sapiens_hsa00240	1/105	0.99999999996064026230868648781324736773967742919921875	1	0.9999999999924036320209097539191134274005889892578125	1	-0.45193844233322616	-0	PRIM2
Long-term depression_Homo sapiens_hsa04730	1/60	0.99999999996773170085617721269954927265644073486328125	1	0.999999999947191131610679803998209536075592041015625	1	-0.033208566674353596	-0	IGF1
mTOR signaling pathway_Homo sapiens_hsa04150	1/60	0.99999999996773170085617721269954927265644073486328125	1	0.999999999947191131610679803998209536075592041015625	1	-0.03433121211016146	-0	IGF1
Base excision repair_Homo sapiens_hsa03410	1/33	0.9999999999749105139557059374055825173854827880859375	1	0.9999999999771886916022367586265318095684051513671875	1	1.6407166471356605	0	POLL
Carbon metabolism_Homo sapiens_hsa01200	1/113	0.99999999997673982843338080783723853528499603271484375	1	0.99999999999587607657502985603059642016887664794921875	1	-0.34098531232852447	-0	GAPDH
Longevity regulating pathway - multiple species_Homo sapiens_hsa04213	1/64	0.9999999999785076365554914445965550839900970458984375	1	0.99999999997057342771000776338041760027408599853515625	1	0.031126802934158856	0	IGF1
Melanoma_Homo sapiens_hsa05218	1/71	0.9999999999952320361984448027214966714382171630859375	1	0.99999999998755573216158154536969959735870361328125	1	-0.0866337418945501	-0	IGF1
Glycolysis / Gluconeogenesis_Homo sapiens_hsa00010	1/67	0.9999999999984903187311147121363319456577301025390625	1	0.9999999999795037286531851350446231663227081298828125	1	0.14948649205189854	0	GAPDH
Focal adhesion_Homo sapiens_hsa04510	1/202	1.0000000000099007468890022209961898624897003173828125	1	1.00000000002089795003712424659170210361480712890625	1	-0.4887131885225579	-0	IGF1
Ras signaling pathway_Homo sapiens_hsa04014	1/227	1.0000000000178992376476116987760178744792938232421875	1	0.99999999999467215072712633627816103398799896240234375	1	-0.5083796458231774	-0	IGF1
Glioma_Homo sapiens_hsa05214	1/65	1.000000000026686652887519812793470919132232666015625	1	0.9999999999692559260466850901138968765735626220703125	1	0.1628172629317988	0	IGF1
Aldosterone-regulated sodium reabsorption_Homo sapiens_hsa04960	1/39	1.0000000000346498385539462105953134596347808837890625	1	0.99999999997585453659354470801190473139286041259765625	1	1.2721546530043986	0	IGF1
Ovarian steroidogenesis_Homo sapiens_hsa04913	1/50	1.000000000043485659517727981437928974628448486328125	1	0.99999999996730470908090637749410234391689300537109375	1	0.8369317028447859	0	IGF1
Rap1 signaling pathway_Homo sapiens_hsa04015	1/211	1.0000000000485316231646493179141543805599212646484375	1	0.9999999999946818096674405751400627195835113525390625	1	-0.40345315785259495	-0	IGF1
Spliceosome_Homo sapiens_hsa03040	1/134	1.0000000000515905096420965492143295705318450927734375	1	0.9999999999740698530814597688731737434864044189453125	1	-0.24368731625689832	-0	SF3B3
Signaling pathways regulating pluripotency of stem cells_Homo sapiens_hsa04550	1/142	1.000000000061139981966107370681129395961761474609375	1	0.99999999998457678174190732534043490886688232421875	1	-0.2323852048080721	-0	IGF1
DNA replication_Homo sapiens_hsa03030	1/36	1.0000000000863338289747161979903466999530792236328125	1	0.99999999998721322835848468457697890698909759521484375	1	2.2808579931684783	0	PRIM2
Purine metabolism_Homo sapiens_hsa00230	1/176	1.000000000100162100835632372763939201831817626953125	1	0.99999999999300726027939845153014175593852996826171875	1	-0.21312551043971584	-0	PRIM2
Proteoglycans in cancer_Homo sapiens_hsa05205	1/203	1.000000000122688970094486649031750857830047607421875	1	1.0000000000075071060479103834950365126132965087890625	1	-0.27916587755878	-0	IGF1
Alzheimer's disease_Homo sapiens_hsa05010	1/168	1.000000000132836408539560579811222851276397705078125	1	0.99999999999256428129257301407051272690296173095703125	1	-0.13977427200566536	-0	GAPDH
