Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
DNA-dependent ATPase activity (GO:0008094)	2/80	0.002585215545077827574427242751653466257266700267791748046875	0.0162163520554881902813182392719681956805288791656494140625	0.004611321746712865841943962408322477131150662899017333984375	0.03181812005231877960031994234668673016130924224853515625	-2.2428904851464644	9.24460057196278	IGHMBP2;MCM6
ATP-dependent helicase activity (GO:0008026)	2/89	0.003187445788210542529927948862678022123873233795166015625	0.01691798149127134165414787503323168493807315826416015625	0.0056488515957436626069299023811254301108419895172119140625	0.032480896675526060857208676679874770343303680419921875	-2.1830382208146366	8.905438591342765	IGHMBP2;MCM6
purine NTP-dependent helicase activity (GO:0070035)	2/89	0.003187445788210542529927948862678022123873233795166015625	0.01691798149127134165414787503323168493807315826416015625	0.0056488515957436626069299023811254301108419895172119140625	0.032480896675526060857208676679874770343303680419921875	-2.1678856398920874	8.843625482612236	IGHMBP2;MCM6
ATPase activity (GO:0016887)	3/395	0.005856257154055784751311986013888599700294435024261474609375	0.0288629816878463694995726740444297320209443569183349609375	0.01244159865647404515642815425735534518025815486907958984375	0.045761641159689871172222552786479354836046695709228515625	-2.4089356403578215	8.540147588156264	IGHMBP2;PMS2;MCM6
helicase activity (GO:0004386)	2/150	0.00878800567473373393789781715668141259811818599700927734375	0.030318619577831378009147300645054201595485210418701171875	0.0151426769783145898085052749593160115182399749755859375	0.047492941431986672451426301222454640083014965057373046875	-2.1021017234274915	7.3489334310391214	IGHMBP2;MCM6
phosphatase binding (GO:0019902)	2/136	0.00727638089817917756152443331529866554774343967437744140625	0.0290417146233152533019161722904755151830613613128662109375	0.0126010316236827187019731155714907799847424030303955078125	0.045761641159689871172222552786479354836046695709228515625	-2.060429254400078	7.291904558153618	BCL2;CEP192
ATP-dependent RNA helicase activity (GO:0004004)	1/21	0.0197714042735543105155926468796678818762302398681640625	0.0505269220324165713176256531369290314614772796630859375	0.0272291866819451312820010713267038227058947086334228515625	0.06958569929830422939875944621235248632729053497314453125	-2.0827432173952514	6.217507055334827	IGHMBP2
RNA-dependent ATPase activity (GO:0008186)	1/23	0.021634956316026875133839979525873786769807338714599609375	0.05331471377878051198795361642623902298510074615478515625	0.029669788338465341581695611239410936832427978515625	0.07311483554836102627394467390331556089222431182861328125	-2.119286826315466	6.21278031236897	IGHMBP2
ATPase activity, coupled (GO:0042623)	2/272	0.0270605357907200382017176565341287641786038875579833984375	0.062572638097795618694618724475731141865253448486328125	0.045169219280505566727068611498907557688653469085693359375	0.0921237529475262828526638259063474833965301513671875	-2.179633803611914	6.040696382162817	IGHMBP2;MCM6
RNA helicase activity (GO:0003724)	1/29	0.02720549482512853167737176818263833411037921905517578125	0.062572638097795618694618724475731141865253448486328125	0.03695719492414195617158156892401166260242462158203125	0.08793263619882051018716850876444368623197078704833984375	-2.1010246199086464	5.822836753259003	IGHMBP2
ribosome binding (GO:0043022)	1/32	0.029979483191511724360367452391074039041996002197265625	0.06672852710368738782253927865895093418657779693603515625	0.04058162696661982149493042015819810330867767333984375	0.0921237529475262828526638259063474833965301513671875	-2.093801332664062	5.6681771688422184	IGHMBP2
RNA polymerase III activity (GO:0001056)	1/16	0.015097800855745246995098796105594374239444732666015625	0.041669930361856878653359359532259986735880374908447265625	0.021102480664546820199323207134511903859674930572509765625	0.058242846634149227080801125566722475923597812652587890625	-1.6931831891789535	5.380894700232879	POLR2L
protein phosphatase 2A binding (GO:0051721)	1/18	0.01696976980081854602389057617983780801296234130859375	0.0450351583175569170069962865454726852476596832275390625	0.0235574913105546131231182727105988305993378162384033203125	0.0625179577087795479428677936084568500518798828125	-1.7299522452915252	5.363391356605596	BCL2
channel inhibitor activity (GO:0016248)	1/35	0.0327459765470238528539681510665104724466800689697265625	0.06832314804544518949125375684161554090678691864013671875	0.044193267909267509863102674216861487366259098052978515625	0.0921237529475262828526638259063474833965301513671875	-1.967619977244343	5.280121298753024	BCL2
histone kinase activity (GO:0035173)	1/16	0.015097800855745246995098796105594374239444732666015625	0.041669930361856878653359359532259986735880374908447265625	0.021102480664546820199323207134511903859674930572509765625	0.058242846634149227080801125566722475923597812652587890625	-1.6584563532300314	5.2705336662303965	CHEK1
polyubiquitin binding (GO:0031593)	1/36	0.0336664787470309645467381187700084410607814788818359375	0.06832314804544518949125375684161554090678691864013671875	0.0453943130466071542716832709629670716822147369384765625	0.0921237529475262828526638259063474833965301513671875	-1.86512102063723	5.005064666811759	RAD23B
ubiquitin thiolesterase activity (GO:0004221)	1/36	0.0336664787470309645467381187700084410607814788818359375	0.06832314804544518949125375684161554090678691864013671875	0.0453943130466071542716832709629670716822147369384765625	0.0921237529475262828526638259063474833965301513671875	-1.8269229768170114	4.90255996210333	USP44
tRNA binding (GO:0000049)	1/38	0.035504994018631698404764307497316622175276279449462890625	0.0699955596367310695082863958305097185075283050537109375	0.047792159896759105197627803818249958567321300506591796875	0.09421882951075366552373679951415397226810455322265625	-1.737122145449521	4.619569696350916	IGHMBP2
protein heterodimerization activity (GO:0046982)	2/408	0.05649141258009725274913392922826460562646389007568359375	0.10257651231649238254828304661714355461299419403076171875	0.0917918154128167518290837278982507996261119842529296875	0.1432693648185273949113849312197999097406864166259765625	-2.0078185514968108	4.572096580077309	BCL2;SUPT3H
protein serine/threonine kinase activity (GO:0004674)	2/449	0.06688340506501667948047185063842334784567356109619140625	0.10399540936004282587479252697448828257620334625244140625	0.10786620974725170951646902040010900236666202545166015625	0.1550576765116743194194981469991034828126430511474609375	-1.998549964209944	4.523535019803817	TAOK1;CHEK1
mismatched DNA binding (GO:0030983)	1/13	0.012283514132556516695871096089831553399562835693359375	0.036850542397669550087613288269494660198688507080078125	0.0174091123518807407155595257108871010132133960723876953125	0.052227337055642218677231625179047114215791225433349609375	-1.331062749570461	4.393684986097968	PMS2
RNA polymerase I activity (GO:0001054)	1/11	0.0104030923894243010341398303353344090282917022705078125	0.032627880675921670794448203878346248529851436614990234375	0.0149396133483176984935170139578985981643199920654296875	0.047492941431986672451426301222454640083014965057373046875	-1.2159456637250987	4.16168118403018	POLR2L
transcription factor binding (GO:0008134)	2/464	0.07083745275249293815722495537556824274361133575439453125	0.10399540936004282587479252697448828257620334625244140625	0.113935342975237274831812328557134605944156646728515625	0.1572307733058274370474549641585326753556728363037109375	-1.8317321080009568	4.145958062508052	BCL2;IGHMBP2
protease binding (GO:0002020)	1/77	0.07070053616349925018624844597070477902889251708984375	0.10399540936004282587479252697448828257620334625244140625	0.09343654227295265790598222110929782502353191375732421875	0.1432693648185273949113849312197999097406864166259765625	-1.7285936216946372	3.9125135336990726	BCL2
histone acetyltransferase activity (GO:0004402)	1/58	0.05370879753673800383051428752878564409911632537841796875	0.10015964946040330219023672952971537597477436065673828125	0.07146205479452361064574006377370096743106842041015625	0.1332670751573548362234333808373776264488697052001953125	-1.6948294282500598	3.8997853482095732	SUPT3H
damaged DNA binding (GO:0003684)	1/64	0.0591061514552530808952468532879720441997051239013671875	0.10350495094458971034878658201705547980964183807373046875	0.07845473831914669127218786570665542967617511749267578125	0.140857970572676960419045144590199925005435943603515625	-1.7182338714146517	3.8971878118679335	RAD23B
acetyl-CoA:L-lysine N6-acetyltransferase (GO:0090595)	1/58	0.05370879753673800383051428752878564409911632537841796875	0.10015964946040330219023672952971537597477436065673828125	0.07146205479452361064574006377370096743106842041015625	0.1332670751573548362234333808373776264488697052001953125	-1.6773982635705122	3.8596764148346576	SUPT3H
ubiquitin binding (GO:0043130)	1/77	0.07070053616349925018624844597070477902889251708984375	0.10399540936004282587479252697448828257620334625244140625	0.09343654227295265790598222110929782502353191375732421875	0.1432693648185273949113849312197999097406864166259765625	-1.7043936336294505	3.8577390744901026	RAD23B
ubiquitinyl hydrolase activity (GO:0036459)	1/105	0.09521498514629501974670944264289573766291141510009765625	0.12166359213137696582140989676190656609833240509033203125	0.12493296030579843780561333232981269247829914093017578125	0.1596365603907424490781608028555638156831264495849609375	-1.8172869452939968	3.828106744375507	USP44
small conjugating protein binding (GO:0032182)	1/88	0.080405319711868206145055637534824199974536895751953125	0.113223817553447070327621304386411793529987335205078125	0.10593479189230560477685827436289400793612003326416015625	0.1550576765116743194194981469991034828126430511474609375	-1.749884932038627	3.8119296198750483	RAD23B
thiolester hydrolase activity (GO:0016790)	1/65	0.060002870112805632707431158223698730580508708953857421875	0.10350495094458971034878658201705547980964183807373046875	0.07961537467151307001511639782620477490127086639404296875	0.140857970572676960419045144590199925005435943603515625	-1.6707988500766282	3.789598740269642	USP44
ribonucleoprotein complex binding (GO:0043021)	1/69	0.06358165485492539570344661115086637437343597412109375	0.10399540936004282587479252697448828257620334625244140625	0.0842442301022366113461004033524659462273120880126953125	0.1432693648185273949113849312197999097406864166259765625	-1.6655063756865662	3.76972132348115	IGHMBP2
small conjugating protein-specific protease activity (GO:0019783)	1/76	0.06981348820106043906452697456188616342842578887939453125	0.10399540936004282587479252697448828257620334625244140625	0.09229225263999085715482806335785426199436187744140625	0.1432693648185273949113849312197999097406864166259765625	-1.6538638927760434	3.743369628449079	USP44
ubiquitin-specific protease activity (GO:0004843)	1/70	0.06447433201774301070319239670425304211676120758056640625	0.10399540936004282587479252697448828257620334625244140625	0.08539802901004367452486576439696364104747772216796875	0.1432693648185273949113849312197999097406864166259765625	-1.6447227488578362	3.7226794854075846	USP44
channel regulator activity (GO:0016247)	1/102	0.092618040963947712018722313587204553186893463134765625	0.12166359213137696582140989676190656609833240509033203125	0.12160808314212205594184723622674937359988689422607421875	0.1596365603907424490781608028555638156831264495849609375	-1.6660162028416607	3.5094556084566304	BCL2
N-acetyltransferase activity (GO:0008080)	1/85	0.0777681258578924172741864140334655530750751495361328125	0.11179168092072035156636644614991382695734500885009765625	0.10254229509711142165340191922950907610356807708740234375	0.1538134426456671255412089749370352365076541900634765625	-1.5780506541302033	3.4576954005306693	SUPT3H
endonuclease activity (GO:0004519)	1/121	0.1089468553309441978260707628578529693186283111572265625	0.1342380896041991122924486035117297433316707611083984375	0.14246727596734520826515790759003721177577972412109375	0.175540036459764625664803361360100097954273223876953125	-1.6797128890069382	3.3730990903558458	PMS2
protein phosphatase binding (GO:0019903)	1/94	0.08565828941221968750863169361764448694884777069091796875	0.11820843938886316237812934559769928455352783203125	0.112683749141328448661880656800349242985248565673828125	0.1572307733058274370474549641585326753556728363037109375	-1.5781212739193642	3.3697714735273694	BCL2
acetyltransferase activity (GO:0016407)	1/98	0.089144462647566424795542161518824286758899688720703125	0.1206072141702369260318761234884732402861118316650390625	0.1171564878906018736248739742222824133932590484619140625	0.1585058365578731198741735397561569698154926300048828125	-1.5916070846318022	3.3665930536173514	SUPT3H
double-stranded DNA binding (GO:0003690)	1/109	0.09866662569252471204350740663358010351657867431640625	0.12378176677789463899781452482784516178071498870849609375	0.1293477787487282981704339590578456409275531768798828125	0.16227266788476824022069422426284290850162506103515625	-1.6007744191677618	3.3443942785759178	PMS2
BH domain binding (GO:0051400)	1/10	0.0094616101772955381321583701037525315769016742706298828125	0.03108814772539962578701278061998891644179821014404296875	0.0137026830245536024310837319717393256723880767822265625	0.047274256434709928387238875302500673569738864898681640625	-0.9561596926545689	3.3187620564009204	BCL2
N-acyltransferase activity (GO:0016410)	1/103	0.09348447262351554376547113633932895027101039886474609375	0.12166359213137696582140989676190656609833240509033203125	0.1227176892207999525652439842815510928630828857421875	0.1596365603907424490781608028555638156831264495849609375	-1.5655925045402863	3.297913541443966	SUPT3H
zinc ion binding (GO:0008270)	3/1256	0.113115334893222618806163382032536901533603668212890625	0.1369290896075852914659520820350735448300838470458984375	0.2047014995956330241089204946547397412359714508056640625	0.233401887616614567289019532836391590535640716552734375	-1.6429054752740875	3.266575946741725	USP44;IGHMBP2;POLR2L
cysteine-type peptidase activity (GO:0008234)	1/172	0.1514114917657340964041168263065628707408905029296875	0.1770744564717907365558602350574801675975322723388671875	0.1961849408871817745936283472474315203726291656494140625	0.2333924296761300254399174036734621040523052215576171875	-1.819652565508487	3.1501551844536886	USP44
nuclease activity (GO:0004518)	1/195	0.1699283383947817471781860376722761429846286773681640625	0.1891137959554829162112099538717302493751049041748046875	0.2193636309888310764737440194949158467352390289306640625	0.2441304925520862145749134697325644083321094512939453125	-1.7319880858729937	2.8844639565215324	PMS2
protein C-terminus binding (GO:0008022)	1/162	0.14323922797886712299231248834985308349132537841796875	0.1704052884576177928632745306458673439919948577880859375	0.185907345291319969771137721181730739772319793701171875	0.225045733773703127145182634194497950375080108642578125	-1.6135273403149883	2.8552586589841975	TOPBP1
ubiquitin protein ligase binding (GO:0031625)	1/182	0.159509869521267388936536235632956959307193756103515625	0.1804291966715975414903283535750233568251132965087890625	0.2063407991972969479643751355979475192725658416748046875	0.233401887616614567289019532836391590535640716552734375	-1.6372155251269394	2.8035954365448137	BCL2
small conjugating protein ligase binding (GO:0044389)	1/182	0.159509869521267388936536235632956959307193756103515625	0.1804291966715975414903283535750233568251132965087890625	0.2063407991972969479643751355979475192725658416748046875	0.233401887616614567289019532836391590535640716552734375	-1.6242629934461965	2.781415303169266	BCL2
transferase activity, transferring acyl groups other than amino-acyl groups (GO:0016747)	1/203	0.1762787655290349864145582614582963287830352783203125	0.1930672193889430843238841362108360044658184051513671875	0.2272778214474194535821283125187619589269161224365234375	0.248923328251935582766662946596625261008739471435546875	-1.5993957032208765	2.63055308485787	SUPT3H
transferase activity, transferring acyl groups (GO:0016746)	1/243	0.2073465017396099729918290677233017049729824066162109375	0.223545447188016999096049630679772235453128814697265625	0.26573304047098578184460393458721227943897247314453125	0.286493434257781565133171852721716277301311492919921875	-1.5959946627671295	2.3910243098680337	SUPT3H
RNA polymerase II activity (GO:0001055)	1/9	0.00851927944423767902204502888707793317735195159912109375	0.030318619577831378009147300645054201595485210418701171875	0.01246429668903982317107459465432839351706206798553466796875	0.045761641159689871172222552786479354836046695709228515625	-0.6809930213762108	2.3807470044484735	POLR2L
transcription coactivator activity (GO:0003713)	1/291	0.2431628811139970036681035026049357838928699493408203125	0.25812675072101221029896578329498879611492156982421875	0.30951060234709693030907828870113007724285125732421875	0.328557408645379800393726554830209352076053619384765625	-1.6373995827301098	2.2175376769544357	SUPT3H
5'-3' DNA helicase activity (GO:0043139)	1/8	0.007576099466951805548597942419064565910957753658294677734375	0.0290417146233152533019161722904755151830613613128662109375	0.01122445274214739670270990501421692897565662860870361328125	0.045761641159689871172222552786479354836046695709228515625	-0.5456954259354697	1.9312281434778102	IGHMBP2
channel activity (GO:0015267)	1/427	0.336502102363974431309401325052022002637386322021484375	0.3414506626928563992606768806581385433673858642578125	0.42063296435048436183734565929626114666461944580078125	0.426818743237991515826479371753521263599395751953125	-1.7131921302190165	1.8409141716902777	BCL2
passive transmembrane transporter activity (GO:0022803)	1/427	0.336502102363974431309401325052022002637386322021484375	0.3414506626928563992606768806581385433673858642578125	0.42063296435048436183734565929626114666461944580078125	0.426818743237991515826479371753521263599395751953125	-1.699805093664529	1.826529103678705	BCL2
chromatin binding (GO:0003682)	1/420	0.33197695557538775545936005073599517345428466796875	0.3414506626928563992606768806581385433673858642578125	0.41534930090469612817827282924554310739040374755859375	0.426818743237991515826479371753521263599395751953125	-1.6545269385328907	1.7778753677785943	POLR2B
mismatch repair complex binding (GO:0032404)	1/8	0.007576099466951805548597942419064565910957753658294677734375	0.0290417146233152533019161722904755151830613613128662109375	0.01122445274214739670270990501421692897565662860870361328125	0.045761641159689871172222552786479354836046695709228515625	-0.3865314309997927	1.3679432562695235	PMS2
protein homodimerization activity (GO:0042803)	1/653	0.467936243082947955773676085300394333899021148681640625	0.467936243082947955773676085300394333899021148681640625	0.56903302029176094922746642623678781092166900634765625	0.56903302029176094922746642623678781092166900634765625	-1.613881264577996	1.2256189148319319	BCL2
death domain binding (GO:0070513)	1/8	0.007576099466951805548597942419064565910957753658294677734375	0.0290417146233152533019161722904755151830613613128662109375	0.01122445274214739670270990501421692897565662860870361328125	0.045761641159689871172222552786479354836046695709228515625	-0.31044894466026235	1.0986856597031152	BCL2
