Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
Protein processing in endoplasmic reticulum_Homo sapiens_hsa04141	2/169	0.01104476915099238294726280429358666879124939441680908203125	0.041166866835517061662397253485323744826018810272216796875	0.0385509487236623538120028342746081762015819549560546875	0.1436898997881960460265560186599032022058963775634765625	-1.5755701349205653	5.026260239674722	BCL2;RAD23B
Huntington's disease_Homo sapiens_hsa05016	2/193	0.01422156617735342333530557112908354611136019229888916015625	0.048590351105957531319123887669775285758078098297119140625	0.048932087007580567228348655817171675153076648712158203125	0.16718463060923360874454601798788644373416900634765625	-1.6282057971390553	4.924232134577828	POLR2B;POLR2L
Metabolic pathways_Homo sapiens_hsa01100	4/1239	0.0269003842553499454559595704949970240704715251922607421875	0.07967323484501927233214502166447346098721027374267578125	0.1853475055094847279146819118977873586118221282958984375	0.296344756493934380348065360522014088928699493408203125	-1.7135933115078867	4.3350853274246015	POLD4;POLR2B;POLE2;POLR2L
Colorectal cancer_Homo sapiens_hsa05210	1/62	0.057310282344126439735276790088391862809658050537109375	0.134630678314743124079910785440006293356418609619140625	0.11063156213728538024287928465128061361610889434814453125	0.2748231229702973177353442224557511508464813232421875	-1.3747018187218611	2.7565795337043286	BCL2
AGE-RAGE signaling pathway in diabetic complications_Homo sapiens_hsa04933	1/101	0.0917508248010904525759912075955071486532688140869140625	0.1582811303696647076133530163133400492370128631591796875	0.17333570704144085627973481678054668009281158447265625	0.296344756493934380348065360522014088928699493408203125	-1.4328084379224266	2.641214030275695	BCL2
Amyotrophic lateral sclerosis (ALS)_Homo sapiens_hsa05014	1/51	0.04737481301456321347576050584393669851124286651611328125	0.1260458116666087757806735680787824094295501708984375	0.09216825934001082742952348780818283557891845703125	0.261173604326689956511842183317639864981174468994140625	-1.2371369173296727	2.5622464595555643	BCL2
Prostate cancer_Homo sapiens_hsa05215	1/89	0.08128279555093435859713935087711433880031108856201171875	0.15800798623062572989539376067114062607288360595703125	0.154491022159652102718752075816155411303043365478515625	0.296344756493934380348065360522014088928699493408203125	-1.3770529368387914	2.540813733197784	BCL2
Cholinergic synapse_Homo sapiens_hsa04725	1/111	0.10038776440618712992858263532980345189571380615234375	0.1582811303696647076133530163133400492370128631591796875	0.1887426271541292610578466337756253778934478759765625	0.296344756493934380348065360522014088928699493408203125	-1.3757933846484198	2.5361134776417527	BCL2
Small cell lung cancer_Homo sapiens_hsa05222	1/86	0.0786479855431311547508954618024290539324283599853515625	0.15800798623062572989539376067114062607288360595703125	0.1497182948528092139017786621479899622499942779541015625	0.296344756493934380348065360522014088928699493408203125	-1.292429967540831	2.384675071578995	BCL2
Fanconi anemia pathway_Homo sapiens_hsa03460	1/53	0.049188609430871721439615384952048771083354949951171875	0.1260458116666087757806735680787824094295501708984375	0.09555131865610606844985142060977523215115070343017578125	0.261173604326689956511842183317639864981174468994140625	-1.1282563168106905	2.336742774970503	PMS2
p53 signaling pathway_Homo sapiens_hsa04115	1/69	0.06358165485492539570344661115086637437343597412109375	0.1372025183711547968723465373841463588178157806396484375	0.1221998024748065236888550089133786968886852264404296875	0.27834399452594815738137867811019532382488250732421875	-1.1484556062445137	2.2811741646363433	CHEK1
Toxoplasmosis_Homo sapiens_hsa05145	1/118	0.10638726261395614614002624875865876674652099609375	0.1582811303696647076133530163133400492370128631591796875	0.19936928415956434168521127503481693565845489501953125	0.296344756493934380348065360522014088928699493408203125	-1.234671047121476	2.275971027334905	BCL2
HIF-1 signaling pathway_Homo sapiens_hsa04066	1/103	0.09348447262351554376547113633932895027101039886474609375	0.1582811303696647076133530163133400492370128631591796875	0.176438529729944837409760793889290653169155120849609375	0.296344756493934380348065360522014088928699493408203125	-1.2246074638788897	2.257419993887819	BCL2
Cytosolic DNA-sensing pathway_Homo sapiens_hsa04623	1/64	0.0591061514552530808952468532879720441997051239013671875	0.134630678314743124079910785440006293356418609619140625	0.113951050987684265880517386904102750122547149658203125	0.2748231229702973177353442224557511508464813232421875	-1.111400593678226	2.2286026602690483	POLR2L
Apoptosis_Homo sapiens_hsa04210	1/140	0.1249970253575159173653474908860516734421253204345703125	0.1687056694247565380440079252366558648645877838134765625	0.231936625464736423385403440988739021122455596923828125	0.311949643031361800726841693176538683474063873291015625	-1.2415669987750357	2.209492237997372	BCL2
Neurotrophin signaling pathway_Homo sapiens_hsa04722	1/120	0.1080944304963563917798552438398473896086215972900390625	0.1582811303696647076133530163133400492370128631591796875	0.20238178492268688035693458004971034824848175048828125	0.296344756493934380348065360522014088928699493408203125	-1.1947465973202904	2.202374994414531	BCL2
NF-kappa B signaling pathway_Homo sapiens_hsa04064	1/93	0.0847847730993601389481995056485175155103206634521484375	0.15800798623062572989539376067114062607288360595703125	0.16081619480206665873112115150433965027332305908203125	0.296344756493934380348065360522014088928699493408203125	-1.1703288026262173	2.159385027634361	BCL2
Hepatitis B_Homo sapiens_hsa05161	1/146	0.1300083327695686630232074776358786039054393768310546875	0.1687056694247565380440079252366558648645877838134765625	0.2406039178941535017219877090610680170357227325439453125	0.311949643031361800726841693176538683474063873291015625	-1.1716965434502467	2.0851507978191317	BCL2
Sphingolipid signaling pathway_Homo sapiens_hsa04071	1/120	0.1080944304963563917798552438398473896086215972900390625	0.1582811303696647076133530163133400492370128631591796875	0.20238178492268688035693458004971034824848175048828125	0.296344756493934380348065360522014088928699493408203125	-1.082162603416463	1.994839627918203	BCL2
Jak-STAT signaling pathway_Homo sapiens_hsa04630	1/158	0.1399494920109703721688987343441112898290157318115234375	0.17387664158938742620108541814261116087436676025390625	0.257668281443847069223096468704170547425746917724609375	0.32013331936962818868863678289926610887050628662109375	-1.1172425491615219	1.9545143802571892	BCL2
Adrenergic signaling in cardiomyocytes_Homo sapiens_hsa04261	1/148	0.131672717599809974142743840275215916335582733154296875	0.1687056694247565380440079252366558648645877838134765625	0.2434728921220384589840790567905060015618801116943359375	0.311949643031361800726841693176538683474063873291015625	-1.0847765383962233	1.9304679843398447	BCL2
Parkinson's disease_Homo sapiens_hsa05012	1/142	0.1266704918297208715127766254227026365697383880615234375	0.1687056694247565380440079252366558648645877838134765625	0.2348358168195650297338517020762083120644092559814453125	0.311949643031361800726841693176538683474063873291015625	-1.0745530263814602	1.9122742255946632	UBB
Homologous recombination_Homo sapiens_hsa03440	1/29	0.02720549482512853167737176818263833411037921905517578125	0.07967323484501927233214502166447346098721027374267578125	0.05417571554473003814234033370667020790278911590576171875	0.170861872102610112822418386713252402842044830322265625	-0.7210080988873325	1.8240218431352087	POLD4
Viral carcinogenesis_Homo sapiens_hsa05203	1/205	0.177859165375083561055902237058035098016262054443359375	0.19708718325347096556043879900244064629077911376953125	0.32115253664355225549087435865658335387706756591796875	0.35587172979420655938298523324192501604557037353515625	-1.0665684197853416	1.7322234694734528	CHEK1
Focal adhesion_Homo sapiens_hsa04510	1/202	0.1754874867060414456165773344764602370560169219970703125	0.19708718325347096556043879900244064629077911376953125	0.3172551441833422192217994961538352072238922119140625	0.35587172979420655938298523324192501604557037353515625	-1.041914556212654	1.6921829054537518	BCL2
Tuberculosis_Homo sapiens_hsa05152	1/178	0.1562793442329612203511857160265208221971988677978515625	0.184963972965288159233665510328137315809726715087890625	0.285324298640052376185849425382912158966064453125	0.337414694006116400171180202960385940968990325927734375	-1.0003657614743628	1.6882114705441134	BCL2
Transcriptional misregulation in cancer_Homo sapiens_hsa05202	1/180	0.1578960744825630702070640154488501138985157012939453125	0.184963972965288159233665510328137315809726715087890625	0.288036933907660330778099933013436384499073028564453125	0.337414694006116400171180202960385940968990325927734375	-0.9488526760716077	1.6012782856939256	SUPT3H
MAPK signaling pathway_Homo sapiens_hsa04010	1/255	0.2164481848457460999579637928036390803754329681396484375	0.23353619943883130449790996863157488405704498291015625	0.383159457620782351039423474503564648330211639404296875	0.413408888485580938709773590744589455425739288330078125	-1.055777348416334	1.5355417739740649	TAOK1
MicroRNAs in cancer_Homo sapiens_hsa05206	1/297	0.2475305635277141591554794786134152673184871673583984375	0.26022443858041743869335959971067495644092559814453125	0.43115877039627992228787434214609675109386444091796875	0.453269476570448137664470777963288128376007080078125	-0.9906522285209164	1.333626724147463	BCL2
PI3K-Akt signaling pathway_Homo sapiens_hsa04151	1/341	0.278838282092377209853140129780513234436511993408203125	0.285809239144686644262804975369363091886043548583984375	0.47772741297008958216707696919911541044712066650390625	0.48967059829434178563900559311150573194026947021484375	-1.055897950677431	1.3224389954527709	BCL2
Pathways in cancer_Homo sapiens_hsa05200	1/397	0.31690187416120429997334895233507268130779266357421875	0.31690187416120429997334895233507268130779266357421875	0.53190752463390766902051609577029012143611907958984375	0.53190752463390766902051609577029012143611907958984375	-1.0420430168432455	1.1974773817523061	BCL2
