Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
proteasome core complex (GO:0005839)	3/20	0.056455651532110469326131152456582640297710895538330078125	0.2336095925466639966483484158743522129952907562255859375	0.07909903570857475252342538851735298521816730499267578125	0.33899586732246322906547675302135758101940155029296875	-0.8744039605317603	1.2714742659222689	PSMA5;PSMB4;PSMB5
anaphase-promoting complex (GO:0005680)	1/22	0.06192587238424572537720536047345376573503017425537109375	0.23971305439062862152610478005954064428806304931640625	0.0863041011668231605735712719251750968396663665771484375	0.34521640466729264229428508770070038735866546630859375	-0.8380430088823513	1.1969874540057694	UBE2C
intercellular bridge (GO:0045171)	2/35	0.0967302880759259020582163657309138216078281402587890625	0.322434293586419673527387885769712738692760467529296875	0.131807623978214494275817969537456519901752471923828125	0.451911853639592575593297851810348220169544219970703125	-1.0130954084231996	1.1466780196648942	MUS81;XPA
transcription elongation factor complex (GO:0008023)	1/43	0.117514276595310163120444713058532215654850006103515625	0.38112738355235731280146183053147979080677032470703125	0.158697104661502941258532928259228356182575225830078125	0.514693312415685166882894918671809136867523193359375	-1.1685839827644746	1.1272413742122873	MMS22L
DNA repair complex (GO:1990391)	1/33	0.09145957883446541314409472533952794037759304046630859375	0.320135693463026116400982346021919511258602142333984375	0.12495462735877725657385184376835240982472896575927734375	0.441016331854508003562642670658533461391925811767578125	-0.9868145178413182	1.1239919305989268	LIG4
proteasome accessory complex (GO:0022624)	2/17	0.04819149226484455150743002604940556921064853668212890625	0.2141844100659757998972310133467544801533222198486328125	0.06818683931230513917132185497393948026001453399658203125	0.31470848913371607391553652632865123450756072998046875	-0.72194341190039	1.1124555303395571	PSMC5;PSMC4
carboxy-terminal domain protein kinase complex (GO:0032806)	2/16	0.04542099676123105556069248223138856701552867889404296875	0.2096353696672202671091866932329139672219753265380859375	0.064521336300043141687154957253369502723217010498046875	0.30970241424020705789388330231304280459880828857421875	-0.6931195817336323	1.082920048282767	ERCC5;GTF2H2
chromatin (GO:0000785)	4/289	0.2044336545744281086189886309512075968086719512939453125	0.483229847260551681475959640010842122137546539306640625	0.315773845375115602696070027377572841942310333251953125	0.66762383828885740744141230607056058943271636962890625	-1.4222037431160846	1.0343159678031582	STAG2;EME1;ALKBH1;H2AFX
DNA replication factor A complex (GO:0005662)	2/14	0.039856208964115964754615362153344904072582721710205078125	0.2046843667925902499060697437016642652451992034912109375	0.05714785455325403773496617532146046869456768035888671875	0.3042084626900116717251876252703368663787841796875	-0.6354558595663663	1.0080148356658067	XPA;ERCC5
nuclear chromosome (GO:0000228)	2/57	0.152761194345001627414859513010014779865741729736328125	0.443500598067513129851846542806015349924564361572265625	0.20380178275551397160114674989017657935619354248046875	0.591232025306217767735006418661214411258697509765625	-1.1645219524970658	0.9468217105019547	H2AFX;SMC1A
inclusion body (GO:0016234)	2/51	0.13782808976549676405198852080502547323703765869140625	0.435246599259463462505692632475984282791614532470703125	0.18476929736703684437060246636974625289440155029296875	0.583481991685379508538744630641303956508636474609375	-1.1256992807277248	0.9364045193151422	PSMC5;PSMC4
intermediate filament cytoskeleton (GO:0045111)	2/55	0.1478119564014938325247072725687758065760135650634765625	0.443500598067513129851846542806015349924564361572265625	0.19750655392067695270696958687040023505687713623046875	0.591232025306217767735006418661214411258697509765625	-1.1184882045508753	0.9093936896065412	STAG2;ERCC5
RNA polymerase II transcription factor complex (GO:0090575)	3/58	0.15522520932362959822370385154499672353267669677734375	0.443500598067513129851846542806015349924564361572265625	0.2069312088571762242583673696572077460587024688720703125	0.591232025306217767735006418661214411258697509765625	-1.1093469948255092	0.9019613730154549	TRRAP;ERCC5;GTF2H2
SWI/SNF superfamily-type complex (GO:0070603)	3/66	0.17468544048153400449763239521416835486888885498046875	0.476414837676910896124837790921446867287158966064453125	0.2315361064726983719719299870121176354587078094482421875	0.62944420492070685124730289317085407674312591552734375	-1.1844097345010514	0.8781998994601409	INO80E;TRRAP;INO80
histone acetyltransferase complex (GO:0000123)	2/78	0.203052488533606412257626061546034179627895355224609375	0.483229847260551681475959640010842122137546539306640625	0.267045846308121503920318673408473841845989227294921875	0.64783505789640372096727105599711649119853973388671875	-1.2044579271554268	0.8759575220034179	TRRAP;EP300
serine/threonine protein kinase complex (GO:1902554)	2/56	0.15029011666317415585325534266303293406963348388671875	0.443500598067513129851846542806015349924564361572265625	0.2006602464237902394561530172722996212542057037353515625	0.591232025306217767735006418661214411258697509765625	-1.0429499946865437	0.847976885124118	ERCC5;GTF2H2
protein acetyltransferase complex (GO:0031248)	2/86	0.221429216536097095424651115536107681691646575927734375	0.49206492563577131083007998313405551016330718994140625	0.289819658231970589401527149675530381500720977783203125	0.6561954526006881227573330761515535414218902587890625	-1.172027740540854	0.8311371532425393	TRRAP;EP300
chromosome, centromeric region (GO:0000775)	3/64	0.169862089328251197883901113527826964855194091796875	0.474033737660235876543168842545128427445888519287109375	0.2254560019712074370179522020407603122293949127197265625	0.62917954038476497924392560889828018844127655029296875	-1.0945695434072813	0.8170707518844591	STAG2;RAD21;SMC1A
acetyltransferase complex (GO:1902493)	2/86	0.221429216536097095424651115536107681691646575927734375	0.49206492563577131083007998313405551016330718994140625	0.289819658231970589401527149675530381500720977783203125	0.6561954526006881227573330761515535414218902587890625	-1.147734729945118	0.81390989575381	TRRAP;EP300
PML body (GO:0016605)	1/68	0.1794812469245456731936627647883142344653606414794921875	0.476485910213213126329634405919932760298252105712890625	0.237569393449048094080211512846290133893489837646484375	0.62944420492070685124730289317085407674312591552734375	-1.03324400221116	0.7659614738217684	ATR
Fanconi anaemia nuclear complex (GO:0043240)	2/15	0.04264257641512296526098424465089919976890087127685546875	0.2046843667925902499060697437016642652451992034912109375	0.060841692538002332957258744272621697746217250823974609375	0.3042084626900116717251876252703368663787841796875	-0.4826424869461836	0.7656090975325767	APITD1;FANCL
DNA packaging complex (GO:0044815)	1/77	0.2007256344820276539042680497004766948521137237548828125	0.483229847260551681475959640010842122137546539306640625	0.264149234668402621561966725494130514562129974365234375	0.64783505789640372096727105599711649119853973388671875	-1.0514191755861357	0.7646581211918577	H2AFX
DNA bending complex (GO:1990104)	1/71	0.1866236481668418212276350232059485279023647308349609375	0.476485910213213126329634405919932760298252105712890625	0.246532313593943508411854281803243793547153472900390625	0.62944420492070685124730289317085407674312591552734375	-1.0262893676616602	0.7608058841275366	H2AFX
nuclear transcription factor complex (GO:0044798)	3/81	0.209993180495581521771697453004890121519565582275390625	0.48459964729749582801332508097402751445770263671875	0.275668747462530283609538628297741524875164031982421875	0.6486323469706594124772891518659889698028564453125	-1.0466408184642746	0.7582203090781713	TRRAP;ERCC5;GTF2H2
nucleosome (GO:0000786)	1/71	0.1866236481668418212276350232059485279023647308349609375	0.476485910213213126329634405919932760298252105712890625	0.246532313593943508411854281803243793547153472900390625	0.62944420492070685124730289317085407674312591552734375	-1.0016000711523099	0.7425032858047255	H2AFX
protein kinase complex (GO:1902911)	2/79	0.205372685085734474341734312474727630615234375	0.483229847260551681475959640010842122137546539306640625	0.269931274123501541151171068122494034469127655029296875	0.64783505789640372096727105599711649119853973388671875	-0.9989622432869074	0.7265081423567701	ERCC5;GTF2H2
centrosome (GO:0005813)	4/360	0.280574332404668058682517539637046866118907928466796875	0.56114866480933611736503507927409373223781585693359375	0.41612873416533624482127606825088150799274444580078125	0.80541045322323145949638956153648905456066131591796875	-1.2123597624445273	0.7004643833284028	PPP4R2;XRCC2;HAUS5;BRCA2
postsynaptic density (GO:0014069)	1/98	0.2482160792571641294568252078533987514674663543701171875	0.5135505088079257429711788063286803662776947021484375	0.322684855172947759882617901894263923168182373046875	0.66762383828885740744141230607056058943271636962890625	-1.030574659405577	0.6867820563716424	H2AFX
kinetochore (GO:0000776)	2/98	0.2482160792571641294568252078533987514674663543701171875	0.5135505088079257429711788063286803662776947021484375	0.322684855172947759882617901894263923168182373046875	0.66762383828885740744141230607056058943271636962890625	-1.012762491205967	0.6749119047111877	APITD1;SMC1A
spindle (GO:0005819)	1/93	0.2371667863803177400683352971100248396396636962890625	0.5135505088079257429711788063286803662776947021484375	0.3091763870024444305073529903893359005451202392578125	0.66762383828885740744141230607056058943271636962890625	-0.9803910280943037	0.6533393385698757	ATM
basal part of cell (GO:0045178)	1/12	0.034259543352174716412950061794617795385420322418212890625	0.1957688191552840739628749133771634660661220550537109375	0.049717381007015205851562456018655211664736270904541015625	0.2983042860420912489871625439263880252838134765625	-0.3921077951804817	0.639457552146662	H2AFX
protein-DNA complex (GO:0032993)	2/98	0.2482160792571641294568252078533987514674663543701171875	0.5135505088079257429711788063286803662776947021484375	0.322684855172947759882617901894263923168182373046875	0.66762383828885740744141230607056058943271636962890625	-0.9577298247500884	0.6382377564665733	PRIM2;H2AFX
cohesin complex (GO:0008278)	2/12	0.034259543352174716412950061794617795385420322418212890625	0.1957688191552840739628749133771634660661220550537109375	0.049717381007015205851562456018655211664736270904541015625	0.2983042860420912489871625439263880252838134765625	-0.3574566232754734	0.5829476999128118	RAD21;SMC1A
cullin-RING ubiquitin ligase complex (GO:0031461)	1/104	0.261267757352403151571706985123455524444580078125	0.5313920488523453666829254871117882430553436279296875	0.338553350597905089447436921545886434614658355712890625	0.68858308596184081284974354275618679821491241455078125	-0.916623383287231	0.5795399082335578	UBE2C
holo TFIIH complex (GO:0005675)	2/11	0.03144920034475175152355319596608751453459262847900390625	0.1957688191552840739628749133771634660661220550537109375	0.04598063749661789045841686629501054994761943817138671875	0.2983042860420912489871625439263880252838134765625	-0.3551023290072957	0.5791082678273852	ERCC5;GTF2H2
organelle envelope (GO:0031967)	2/123	0.30114625882999102035597616122686304152011871337890625	0.58286372676772446599358090679743327200412750244140625	0.386435919319408072158950062657822854816913604736328125	0.760201808497196207525803401949815452098846435546875	-0.9682309651742156	0.5226528805368675	FANCL;ABCF2
envelope (GO:0031975)	2/123	0.30114625882999102035597616122686304152011871337890625	0.58286372676772446599358090679743327200412750244140625	0.386435919319408072158950062657822854816913604736328125	0.760201808497196207525803401949815452098846435546875	-0.9473383207768733	0.511374992131038	FANCL;ABCF2
microtubule organizing center (GO:0005815)	4/427	0.35219982903999635936997947283089160919189453125	0.67085681721904066865391769169946201145648956298828125	0.50403837290165387496898574681836180388927459716796875	0.9450719491906010016890604674699716269969940185546875	-1.1879387434898439	0.4742246141281631	PPP4R2;XRCC2;HAUS5;BRCA2
secretory granule (GO:0030141)	1/176	0.4015391775660244189083414312335662543773651123046875	0.75288595793629575769756456793402321636676788330078125	0.502748960419070467509072841494344174861907958984375	0.9450719491906010016890604674699716269969940185546875	-1.0187615685833091	0.2891668249475348	BRCA2
MCM complex (GO:0042555)	2/11	0.03144920034475175152355319596608751453459262847900390625	0.1957688191552840739628749133771634660661220550537109375	0.04598063749661789045841686629501054994761943817138671875	0.2983042860420912489871625439263880252838134765625	-0.14065667233870488	0.2293858283164286	MMS22L;MCM9
cytosolic part (GO:0044445)	2/198	0.438918552592149124880194221987039782106876373291015625	0.81031117401627528185059645693399943411350250244140625	0.5444086221764086186425402047461830079555511474609375	1	-1.0122886920032366	0.21292170550420647	PSMC5;PSMC4
nuclear body (GO:0016604)	1/210	0.458330117511817347608626960209221579134464263916015625	0.83332748638512244010456697651534341275691986083984375	0.5656686974821714120054139129933901131153106689453125	1	-1.0376441333374242	0.189192174275545	ATR
transcription factor complex (GO:0005667)	4/268	0.5432316701997830232784281179192475974559783935546875	0.9729522451339398525504975623334757983684539794921875	0.65546083620609885134200567335938103497028350830078125	1	-1.018643918380552	0.02793149945289371	TRRAP;EP300;ERCC5;GTF2H2
focal adhesion (GO:0005925)	2/352	0.643483024102939449306859387434087693691253662109375	1	0.7540943565024231798332721155020408332347869873046875	1	-1.0345930955540446	-0	MDC1;LIG4
cell-substrate adherens junction (GO:0005924)	2/358	0.649751929534536198929117745137773454189300537109375	1	0.75996757934669434408903043731697835028171539306640625	1	-1.0275090603640207	-0	MDC1;LIG4
microtubule (GO:0005874)	2/360	0.65181739245763103962616469289059750735759735107421875	1	0.7618945754073227494274078708258457481861114501953125	1	-1.055613174585664	-0	INO80;HAUS5
cell-substrate junction (GO:0030055)	2/362	0.6538708837916822336211453148280270397663116455078125	1	0.76380639658837490291176663959049619734287261962890625	1	-1.0087481728229832	-0	MDC1;LIG4
synapse part (GO:0044456)	1/395	0.68608450374951834849213128109113313257694244384765625	1	0.79326189912341005250340231214067898690700531005859375	1	-0.9908250216653851	-0	H2AFX
adherens junction (GO:0005912)	2/405	0.6952508806251598283409975920221768319606781005859375	1	0.80145376817077640385633685582433827221393585205078125	1	-0.950738303032181	-0	MDC1;LIG4
anchoring junction (GO:0070161)	2/419	0.70764334075112145239216943082283250987529754638671875	1	0.81238987707807697180584227680810727179050445556640625	1	-0.9387346332590745	-0	MDC1;LIG4
cytosol (GO:0005829)	13/2529	0.75847464813655973703276913511217571794986724853515625	1	0.94883244281594703029014681305852718651294708251953125	1	-0.7174210961116596	-0	UBE2C;H2AFX;SMC1A;PSMA5;PSMB4;PSMC5;PSMB5;APITD1;STAG2;PSMC4;RAD21;UBE2N;GAPDH
cytoplasmic membrane-bounded vesicle (GO:0016023)	1/492	0.76466173937944070804206830871407873928546905517578125	1	0.860517208604601790966626140289008617401123046875	1	-0.9213279820828473	-0	BRCA2
mitochondrion (GO:0005739)	4/1269	0.89029891270067984532232685523922555148601531982421875	1	0.9653768029379665716049885304528288543224334716796875	1	-0.8706728871655185	-0	RNF168;ALKBH1;ABCF2;OXR1
Golgi apparatus (GO:0005794)	1/865	0.923319398175002081785578411654569208621978759765625	1	0.970144133803913621960646196384914219379425048828125	1	-0.843172662131829	-0	XPA
extracellular vesicular exosome (GO:0070062)	7/2717	0.98937720941716900124873745880904607474803924560546875	1	0.999324217177275375689760039676912128925323486328125	1	-0.7478287882156175	-0	PSMA5;PSMB4;PSMC5;PSMB5;H2AFX;UBE2N;GAPDH
nuclear envelope (GO:0005635)	1/110	0.99999999988802412698163379900506697595119476318359375	1	0.999999999977005504803173607797361910343170166015625	1	-0.5375063289648591	-0	FANCL
extracellular space (GO:0005615)	1/1120	0.99999999991157639822603186985361389815807342529296875	1	0.99999999999412414464217135900980792939662933349609375	1	-0.7101276097429893	-0	IGF1
vesicle lumen (GO:0031983)	1/76	0.9999999999211086620931610013940371572971343994140625	1	0.99999999993694055344661819617613218724727630615234375	1	-0.23972131945641006	-0	IGF1
cytoplasmic membrane-bounded vesicle lumen (GO:0060205)	1/76	0.9999999999211086620931610013940371572971343994140625	1	0.99999999993694055344661819617613218724727630615234375	1	-0.2166111178462742	-0	IGF1
transporter complex (GO:1990351)	1/291	0.99999999995271282582365302005200646817684173583984375	1	1.000000000013081535854553294484503567218780517578125	1	-0.7134562306904191	-0	ABCF2
extracellular region (GO:0005576)	1/1585	0.99999999995338428870894631472765468060970306396484375	1	1.0000000000041999737021569671924225986003875732421875	1	-0.951642797918099	-0	IGF1
catalytic step 2 spliceosome (GO:0071013)	1/80	0.99999999995497768079388833939447067677974700927734375	1	0.99999999990938193139555778543581254780292510986328125	1	-0.17234625215594665	-0	SF3B3
cytoplasmic vesicle part (GO:0044433)	1/363	0.9999999999634443526019822456873953342437744140625	1	0.9999999999478157430843339170678518712520599365234375	1	-0.6818789695543978	-0	IGF1
protein serine/threonine phosphatase complex (GO:0008287)	1/43	0.9999999999639943570883815482375212013721466064453125	1	0.99999999997101862714288245115312747657299041748046875	1	0.7365646775473627	0	PPP4R2
phosphatase complex (GO:1903293)	1/43	0.9999999999639943570883815482375212013721466064453125	1	0.99999999997101862714288245115312747657299041748046875	1	0.7714253243347555	0	PPP4R2
secretory granule lumen (GO:0034774)	1/62	0.99999999996876542951440569595433771610260009765625	1	0.9999999999615034607103325470234267413616180419921875	1	0.2374780772112196	0	IGF1
transcription factor TFTC complex (GO:0033276)	1/14	0.9999999999755562196668279284494929015636444091796875	1	1.0000000000313058468037752390955574810504913330078125	1	5.647267292771046	0	TRRAP
DNA-directed RNA polymerase II, holoenzyme (GO:0016591)	1/14	0.9999999999755562196668279284494929015636444091796875	1	1.0000000000313058468037752390955574810504913330078125	1	5.166129108356041	0	ERCC5
DNA-directed RNA polymerase complex (GO:0000428)	1/49	0.99999999998319288874171206771279685199260711669921875	1	0.99999999996024413473350023195962421596050262451171875	1	0.6009480247656627	0	ERCC5
nuclear DNA-directed RNA polymerase complex (GO:0055029)	1/49	0.99999999998319288874171206771279685199260711669921875	1	0.99999999996024413473350023195962421596050262451171875	1	0.6315673562520965	0	ERCC5
euchromatin (GO:0000791)	1/27	0.999999999987653875876958409207873046398162841796875	1	1.0000000000113249409849913718062452971935272216796875	1	2.239369904629882	0	ALKBH1
HAUS complex (GO:0070652)	1/9	0.99999999999220035018510088775656186044216156005859375	1	0.9999999999785391668893907990423031151294708251953125	1	11.73839572980883	0	HAUS5
lipid particle (GO:0005811)	1/54	0.9999999999952395857150122537859715521335601806640625	1	0.99999999997294486409060709775076247751712799072265625	1	0.5615104915265742	0	GAPDH
SAGA-type complex (GO:0070461)	1/29	1.0000000000066300298584565098281018435955047607421875	1	1.0000000000303315150773642017156817018985748291015625	1	2.1377337906551217	0	TRRAP
transmembrane transporter complex (GO:1902495)	1/286	1.0000000000103863584399732644669711589813232421875	1	0.99999999998977073811801119518349878489971160888671875	1	-0.3901892634894473	-0	ABCF2
STAGA complex (GO:0030914)	1/13	1.0000000000115709664072483064956031739711761474609375	1	0.99999999998470112672066534287296235561370849609375	1	7.7289468399703045	0	TRRAP
heterochromatin (GO:0000792)	1/68	1.0000000000139692701850435696542263031005859375	1	0.99999999994675847769798338049440644681453704833984375	1	0.36089609703501985	0	EME1
platelet alpha granule lumen (GO:0031093)	1/48	1.000000000014312551144257668056525290012359619140625	1	0.999999999972908337753096930100582540035247802734375	1	0.990244686260474	0	IGF1
Swr1 complex (GO:0000812)	1/8	1.0000000000151108014989631556090898811817169189453125	1	0.99999999998647248755645478013320825994014739990234375	1	14.741609483340063	0	TRRAP
proteasome core complex, alpha-subunit complex (GO:0019773)	1/8	1.0000000000151108014989631556090898811817169189453125	1	0.99999999998647248755645478013320825994014739990234375	1	15.385277045199192	0	PSMA5
proteasome regulatory particle (GO:0005838)	1/12	1.0000000000174475989211941850953735411167144775390625	1	0.99999999999219391089155806184862740337848663330078125	1	9.29300441462157	0	PSMC5
U12-type spliceosomal complex (GO:0005689)	1/24	1.000000000021123991444937928463332355022430419921875	1	1.0000000000232265318089730499195866286754608154296875	1	3.4875682373029044	0	SF3B3
microtubule associated complex (GO:0005875)	1/138	1.0000000000274738010119790487806312739849090576171875	1	0.9999999999614266332770284861908294260501861572265625	1	-0.06650819371721395	-0	HAUS5
microtubule cytoskeleton (GO:0015630)	1/120	1.0000000000289064328029553507803939282894134521484375	1	0.99999999998622113306367964469245634973049163818359375	1	0.043649546970004754	0	GAPDH
actin cytoskeleton (GO:0015629)	1/193	1.000000000031281199852628560620360076427459716796875	1	1.0000000000373219233296140373568050563335418701171875	1	-0.11606756855832162	-0	STAG2
nuclear heterochromatin (GO:0005720)	1/35	1.000000000034069191912067253724671900272369384765625	1	0.99999999995414412534699977186392061412334442138671875	1	2.132863214469038	0	EME1
NuA4 histone acetyltransferase complex (GO:0035267)	1/15	1.0000000000343438610883595174527727067470550537109375	1	1.000000000029526159295301113161258399486541748046875	1	6.720891233024549	0	TRRAP
mitochondrial envelope (GO:0005740)	1/15	1.0000000000343438610883595174527727067470550537109375	1	1.000000000029526159295301113161258399486541748046875	1	7.007894491745704	0	ABCF2
small nuclear ribonucleoprotein complex (GO:0030532)	1/39	1.0000000000346498385539462105953134596347808837890625	1	0.99999999997767019532801668901811353862285614013671875	1	1.9294660050372539	0	SF3B3
RNA polymerase complex (GO:0030880)	1/50	1.000000000043485659517727981437928974628448486328125	1	0.99999999996520483325213035641354508697986602783203125	1	1.1759383627118811	0	ERCC5
nuclear euchromatin (GO:0005719)	1/21	1.00000000005091838062298847944475710391998291015625	1	0.9999999999983593124142089436645619571208953857421875	1	4.836750235226271	0	ALKBH1
ATPase dependent transmembrane transport complex (GO:0098533)	1/19	1.0000000000529702948171006937627680599689483642578125	1	1.0000000000168023372992820441140793263912200927734375	1	5.2455384656832615	0	ABCF2
spliceosomal complex (GO:0005681)	1/151	1.000000000072237771320260435459204018115997314453125	1	0.9999999999859408017499617926659993827342987060546875	1	0.13891325827002277	0	SF3B3
blood microparticle (GO:0072562)	1/161	1.0000000000742093053673897884436883032321929931640625	1	0.9999999999391262495151977418572641909122467041015625	1	-0.023300113195192342	-0	PSMC5
H4/H2A histone acetyltransferase complex (GO:0043189)	1/16	1.0000000000931219545918793301098048686981201171875	1	0.9999999999997901678483458454138599336147308349609375	1	6.588403530768404	0	TRRAP
H4 histone acetyltransferase complex (GO:1902562)	1/16	1.0000000000931219545918793301098048686981201171875	1	0.9999999999997901678483458454138599336147308349609375	1	6.713354358563757	0	TRRAP
