id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna
POLR2F	6	0.088784	0.17959	0.999524	93	2	0.10466	0.20911	0.923556	120	2
TIPIN	6	0.092512	0.18562	0.999524	94	3	0.85509	0.85402	0.999617	437	0
SUPT3H	6	0.093708	0.18729	0.999524	95	3	0.95115	0.95114	0.999617	487	0
PTTG1	6	0.095348	0.19048	0.999524	96	3	0.92045	0.92063	0.999617	471	0
ANAPC7	6	0.098843	0.19674	0.999524	97	2	0.20129	0.33425	0.999617	173	2
CHEK1	6	0.099058	0.19706	0.999524	98	2	0.95278	0.95284	0.999617	489	0
PSMC3	6	0.10093	0.20033	0.999524	99	3	0.52015	0.6132	0.999617	310	1
POLQ	6	0.10248	0.20272	0.999524	100	3	0.60808	0.66184	0.999617	337	1
SUMO1	6	0.10281	0.20332	0.999524	101	1	0.76997	0.77191	0.999617	392	1
ABCF2	6	0.10376	0.20466	0.999524	102	3	0.82251	0.82175	0.999617	420	0
SHFM1	6	0.10419	0.20569	0.999524	103	3	0.87183	0.87072	0.999617	443	0
RPA1	6	0.10531	0.20731	0.999524	104	2	0.87403	0.87337	0.999617	445	0
CENPE	6	0.1081	0.21182	0.999524	105	3	0.71166	0.72698	0.999617	373	1
POLR1A	6	0.1084	0.21249	0.999524	106	1	0.018296	0.053157	0.630054	42	2
RAD54L	6	0.11059	0.21587	0.999524	107	2	0.27906	0.40853	0.999617	211	2
RAD23A	6	0.11125	0.21699	0.999524	108	2	0.32458	0.45278	0.999617	230	1
SF3B3	6	0.11212	0.21865	0.999524	109	1	0.1459	0.2733	0.972124	149	3
SGOL2	6	0.11388	0.222	0.999524	110	3	0.46187	0.58497	0.999617	298	1
PLA2G1B	6	0.11478	0.22377	0.999524	111	3	0.80432	0.8049	0.999617	410	1
CLSPN	6	0.11568	0.22536	0.999524	112	3	0.99028	0.98992	0.999617	523	0
ERCC2	6	0.11582	0.2256	0.999524	113	2	0.0071459	0.023902	0.474697	26	3
SMC5	6	0.11659	0.22665	0.999524	114	3	0.98031	0.97995	0.999617	512	0
XPA	6	0.12072	0.23313	0.999524	115	3	0.54936	0.62926	0.999617	319	1
TDG	6	0.12135	0.23397	0.999524	116	1	0.71528	0.7296	0.999617	376	1
MCM7	6	0.12276	0.23545	0.999524	117	2	0.96192	0.96237	0.999617	496	0
XRCC5	6	0.1269	0.23978	0.999524	118	2	0.36937	0.49627	0.999617	257	2
XRCC6	6	0.12899	0.24214	0.999524	119	2	0.78631	0.78684	0.999617	406	1
PPP4R2	6	0.13958	0.25239	0.999524	120	2	0.19409	0.32758	0.999617	170	1
TOP1	6	0.13959	0.25241	0.999524	121	2	0.52237	0.61428	0.999617	312	1
FEN1	6	0.14857	0.26181	0.999524	122	1	0.22031	0.35194	0.999617	182	2
KIF3B	6	0.15215	0.26536	0.999524	123	1	0.35073	0.47826	0.999617	245	1
POLA1	6	0.15556	0.26894	0.999524	124	2	0.9539	0.95402	0.999617	491	0
HAUS3	6	0.15629	0.26963	0.999524	125	2	0.87656	0.87625	0.999617	446	0
FANCG	6	0.16446	0.27813	0.999524	126	2	0.16972	0.30503	0.997953	162	2
UBE2I	6	0.16984	0.28402	0.999524	127	1	0.13039	0.2506	0.952042	137	2
UBC	6	0.18204	0.29659	0.999524	128	1	0.060058	0.13619	0.820263	88	3
TRRAP	6	0.19237	0.3066	0.999524	129	1	0.59572	0.6548	0.999617	334	1
DBF4	6	0.1927	0.30698	0.999524	130	2	0.58007	0.64582	0.999617	329	1
CEP192	6	0.19409	0.30842	0.999524	131	1	0.53006	0.61856	0.999617	313	1
HAUS5	6	0.19504	0.30944	0.999524	132	2	0.11026	0.21843	0.933607	124	1
CCNB1	6	0.19816	0.31281	0.999524	133	2	0.22352	0.35516	0.999617	184	2
UBE2V1	6	0.19894	0.3135	0.999524	134	2	0.1803	0.3148	0.999617	165	1
CCNH	6	0.19921	0.3137	0.999524	135	1	0.52126	0.61374	0.999617	311	1
CHAF1A	6	0.20208	0.31677	0.999524	136	2	0.00031454	0.0014104	0.161386	4	3
ORC6	6	0.2026	0.31735	0.999524	137	2	0.76876	0.77079	0.999617	391	1
PSME2	6	0.2043	0.31908	0.999524	138	1	0.69607	0.71609	0.999617	363	1
POLR1B	6	0.20444	0.31927	0.999524	139	2	0.2774	0.40707	0.999617	208	2
TUBB	6	0.20599	0.32086	0.999524	140	1	0.67338	0.70087	0.999617	354	1
FAM175A	6	0.20997	0.32471	0.999524	141	2	0.86694	0.86586	0.999617	442	0
UBTF	6	0.21272	0.3274	0.999524	142	1	0.43315	0.55874	0.999617	286	2
GINS1	6	0.21792	0.33237	0.999524	143	2	0.96602	0.96603	0.999617	500	0
UBE2C	6	0.22107	0.3355	0.999524	144	1	0.093412	0.19005	0.907457	111	1
RFC1	6	0.22439	0.33918	0.999524	145	1	0.80485	0.80546	0.999617	411	1
BUB1B	6	0.22673	0.34154	0.999524	146	2	0.0025032	0.009462	0.350443	14	3
AURKB	6	0.22914	0.34438	0.999524	147	2	0.8136	0.81342	0.999617	415	1
CCNE1	6	0.231	0.34658	0.999524	148	1	0.0019876	0.0076499	0.350443	10	4
NIPBL	6	0.23264	0.34826	0.999524	149	1	0.30968	0.43821	0.999617	224	2
MDC1	6	0.23398	0.34963	0.999524	150	2	0.69758	0.71686	0.999617	365	1
PSMB1	6	0.23965	0.35514	0.999524	151	2	0.72519	0.73765	0.999617	380	1
ZBTB32	6	0.24128	0.35689	0.999524	152	2	0.44954	0.57516	0.999617	294	1
TP53BP1	6	0.24616	0.36158	0.999524	153	2	0.11208	0.22131	0.937962	125	3
ORC4	6	0.24697	0.36248	0.999524	154	2	0.83106	0.82967	0.999617	423	0
FBXO5	6	0.24779	0.36347	0.999524	155	2	0.058909	0.13451	0.820263	86	2
XPC	6	0.25925	0.37529	0.999524	156	2	0.66442	0.69532	0.999617	349	1
PSMB11	6	0.26173	0.37815	0.999524	157	1	0.49981	0.60309	0.999617	306	1
TOP2B	6	0.26332	0.3797	0.999524	158	1	0.42027	0.54563	0.999617	278	1
CSNK1E	6	0.26336	0.37974	0.999524	159	2	0.0091797	0.029245	0.509901	30	2
ANAPC10	6	0.26501	0.38161	0.999524	160	2	0.32326	0.45148	0.999617	229	2
TK2	6	0.26831	0.3846	0.999524	161	2	0.11796	0.23007	0.948538	128	3
APITD1	6	0.27161	0.388	0.999524	162	2	0.70801	0.72433	0.999617	371	1
TAOK1	6	0.27409	0.39028	0.999524	163	2	0.69683	0.7165	0.999617	364	1
NonTargetControl_0013	1	0.27526	0.39145	0.999524	164	0	0.72474	0.73732	0.999617	379	0
MCM6	6	0.27574	0.39198	0.999524	165	2	0.83702	0.83631	0.999617	427	0
SMC3	6	0.27657	0.39274	0.999524	166	2	0.95484	0.95499	0.999617	492	0
PSMA4	6	0.27906	0.39498	0.999524	167	2	0.981	0.98051	0.999617	514	0
ATM	6	0.27988	0.39579	0.999524	168	2	0.26913	0.39909	0.999617	202	2
ERCC3	6	0.28681	0.40279	0.999524	169	1	0.03229	0.088072	0.728462	64	4
BRCA2	6	0.28902	0.40515	0.999524	170	2	0.21951	0.35133	0.999617	181	2
CDKN1A	6	0.29144	0.40769	0.999524	171	1	0.17857	0.31296	0.999617	163	2
CLK2	6	0.29151	0.40774	0.999524	172	2	0.25855	0.38884	0.999617	198	1
ERCC6	6	0.29235	0.4086	0.999524	173	2	0.21104	0.34341	0.999617	178	1
RAD21L1	6	0.29318	0.40956	0.999524	174	2	0.15571	0.28753	0.980356	154	1
PRKDC	6	0.29484	0.41111	0.999524	175	2	0.15357	0.28389	0.980356	152	3
POLD4	6	0.29651	0.41292	0.999524	176	2	0.35358	0.48088	0.999617	247	1
PRIM2	6	0.29818	0.41456	0.999524	177	2	0.73142	0.74184	0.999617	382	1
MSH6	6	0.29985	0.4163	0.999524	178	2	0.29297	0.4216	0.999617	218	1
PPP4C	6	0.30068	0.41718	0.999524	179	2	0.63979	0.67963	0.999617	344	1
PALB2	6	0.30402	0.42063	0.999524	180	2	0.76755	0.76978	0.999617	390	1
TREX1	6	0.30817	0.42512	0.999524	181	1	0.40277	0.52925	0.999617	270	2
PARP2	6	0.3082	0.42517	0.999524	182	2	0.80589	0.8064	0.999617	413	1
POLDIP2	6	0.31238	0.42979	0.999524	183	2	0.41897	0.54455	0.999617	277	1
CHD4	6	0.31418	0.43152	0.999524	184	1	0.0080211	0.026107	0.487026	28	3
PSME1	6	0.31567	0.43313	0.999524	185	2	0.57307	0.64191	0.999617	326	1
MMS19	6	0.31865	0.43608	0.999524	186	1	0.024831	0.069839	0.703612	52	4
PMS1	6	0.31991	0.43748	0.999524	187	2	0.76203	0.76543	0.999617	389	1
C19orf40	6	0.32014	0.43778	0.999524	188	1	0.56289	0.63649	0.999617	323	1
LIG3	6	0.32075	0.43832	0.999524	189	2	0.70284	0.72075	0.999617	369	1
MCM3	6	0.32162	0.43952	0.999524	190	1	0.31118	0.43976	0.999617	225	2
UVRAG	6	0.32242	0.44032	0.999524	191	2	0.69984	0.71877	0.999617	368	1
H2AFX	6	0.3231	0.44096	0.999524	192	1	0.86348	0.86242	0.999617	440	0
NonTargetControl_0015	1	0.32338	0.44116	0.999524	193	0	0.67662	0.70274	0.999617	356	0
SPO11	6	0.32494	0.44286	0.999524	194	2	0.98308	0.98239	0.999617	515	0
APEX1	6	0.32753	0.44574	0.999524	195	2	0.66606	0.69633	0.999617	350	1
TOP3B	6	0.33332	0.45243	0.999524	196	2	0.81208	0.81197	0.999617	414	1
RAD54B	6	0.33631	0.45575	0.999524	197	1	0.13414	0.25596	0.952042	141	2
CDC6	6	0.33776	0.45757	0.999524	198	1	0.35512	0.48249	0.999617	249	2
UBE2D1	6	0.33919	0.45917	0.999524	199	2	0.23722	0.36891	0.999617	189	2
SMEK2	6	0.34003	0.46009	0.999524	200	2	0.97222	0.97195	0.999617	507	0
HUS1	6	0.3417	0.4616	0.999524	201	2	0.062654	0.13997	0.827558	89	3
SLX1A	6	0.34211	0.46216	0.999524	202	1	0.029511	0.081254	0.727145	59	2
PPP4R4	6	0.34254	0.46272	0.999524	203	2	0.32014	0.44849	0.999617	228	1
HAUS4	6	0.34643	0.46644	0.999524	204	1	0.54407	0.62641	0.999617	316	1
MCM5	6	0.3493	0.46984	0.999524	205	1	0.0072709	0.024183	0.474697	27	2
APC	6	0.35261	0.47344	0.999524	206	2	0.13596	0.25867	0.952042	144	2
POLB	6	0.35345	0.4744	0.999524	207	2	0.67014	0.69885	0.999617	351	1
MSH2	6	0.35642	0.47767	0.999524	208	1	0.93165	0.93177	0.999617	475	0
RAD51C	6	0.36015	0.4815	0.999524	209	2	0.74086	0.74912	0.999617	384	1
LIG1	6	0.36518	0.48693	0.999524	210	2	0.27593	0.40588	0.999617	207	1
NonTargetControl_0016	1	0.36775	0.48985	0.999524	211	0	0.63225	0.67571	0.999617	341	0
PNKP	6	0.36908	0.49115	0.999524	212	1	0.74285	0.7505	0.999617	385	1
TUBB4B	6	0.37188	0.4939	0.999524	213	2	0.9644	0.96465	0.999617	499	0
MCM8	6	0.37272	0.49478	0.999524	214	2	0.27905	0.40853	0.999617	210	1
POLA2	6	0.37774	0.49977	0.999524	215	2	0.89686	0.89667	0.999617	456	0
XRCC4	6	0.37941	0.50152	0.999524	216	2	0.1975	0.33076	0.999617	172	1
ESCO1	6	0.38109	0.5035	0.999524	217	2	0.69834	0.71757	0.999617	366	1
DLGAP5	6	0.38427	0.5069	0.999524	218	1	0.79411	0.79487	0.999617	408	1
ATRX	6	0.38564	0.50838	0.999524	219	1	0.81909	0.81865	0.999617	418	0
STAG1	6	0.387	0.50976	0.999524	220	1	0.22605	0.35785	0.999617	185	1
DICER1	6	0.38836	0.51023	0.999524	221	1	0.71239	0.72753	0.999617	374	1
PSMA2	6	0.38972	0.51073	0.999524	222	1	0.1865	0.32071	0.999617	167	2
TMEM189-UBE2V1	6	0.39916	0.51565	0.999524	223	1	0.39528	0.52192	0.999617	268	2
RAD51B	6	0.4045	0.51828	0.999524	224	1	0.9014	0.90102	0.999617	459	0
KAT5	6	0.41243	0.52246	0.999524	225	1	0.40776	0.53401	0.999617	272	2
NonTargetControl_0049	1	0.41655	0.5242	0.999524	226	0	0.58345	0.64759	0.999617	331	0
PSMD9	6	0.41767	0.52454	0.999524	227	1	0.91587	0.91598	0.999617	470	0
RNF4	6	0.42027	0.52571	0.999524	228	1	0.086117	0.17834	0.889026	105	3
NonTargetControl_0028	1	0.42645	0.52885	0.999524	229	0	0.57355	0.64219	0.999617	327	0
NonTargetControl_0034	1	0.42986	0.53078	0.999524	230	0	0.57014	0.64044	0.999617	325	0
HMGB2	6	0.43188	0.5319	0.999524	231	1	0.8522	0.85155	0.999617	434	0
POLR2H	6	0.43443	0.53311	0.999524	232	1	0.94775	0.94729	0.999617	484	0
PMS2	6	0.44829	0.54096	0.999524	233	1	0.84926	0.84815	0.999617	432	0
HAUS6	6	0.45078	0.54251	0.999524	234	1	0.64414	0.68217	0.999617	345	1
UNG	6	0.46674	0.55177	0.999524	235	1	0.022791	0.064683	0.685644	50	3
IGF1	6	0.46916	0.55305	0.999524	236	1	0.7583	0.76274	0.999617	388	1
POLM	6	0.47037	0.55375	0.999524	237	1	0.10376	0.20748	0.923556	118	3
POLK	6	0.47398	0.55587	0.999524	238	1	0.89247	0.89226	0.999617	454	0
RFC5	6	0.48231	0.56057	0.999524	239	1	0.55356	0.6316	0.999617	320	1
UBE2V2	6	0.48468	0.56177	0.999524	240	1	0.099484	0.20104	0.922358	115	2
REC8	6	0.48585	0.56237	0.999524	241	1	0.36434	0.4916	0.999617	253	2
RBBP4	6	0.48937	0.56474	0.999524	242	1	0.56494	0.63767	0.999617	324	1
NonTargetControl_0006	1	0.48993	0.56502	0.999524	243	0	0.51007	0.60829	0.999617	308	0
POLR2G	6	0.49287	0.56685	0.999524	244	1	0.0021374	0.008173	0.350443	11	5
PSMD2	6	0.49635	0.56891	0.999524	245	1	0.85261	0.85176	0.999617	435	0
TAF1A	6	0.50325	0.57262	0.999524	246	1	0.092512	0.18874	0.907457	110	2
PARG	6	0.50439	0.57296	0.999524	247	1	0.71743	0.73119	0.999617	377	1
XRN2	6	0.50667	0.57415	0.999524	248	1	0.34355	0.4718	0.999617	243	2
BARD1	6	0.51007	0.57615	0.999524	249	1	0.080896	0.17012	0.889026	101	2
INO80	6	0.51232	0.57737	0.999524	250	1	0.1628	0.29857	0.995236	159	2
FUS	6	0.51681	0.57991	0.999524	251	1	0.26336	0.3939	0.999617	200	2
DDB2	6	0.52457	0.58482	0.999524	252	1	0.13841	0.26169	0.954409	145	3
NonTargetControl_0042	1	0.52474	0.58488	0.999524	253	0	0.47526	0.59097	0.999617	300	0
TUBB1	6	0.53006	0.5882	0.999524	254	1	0.039277	0.1019	0.771499	70	2
UBE2B	6	0.53115	0.5888	0.999524	255	1	0.90549	0.90567	0.999617	461	0
RECQL5	6	0.53441	0.59087	0.999524	256	1	0.067044	0.14712	0.847557	92	3
PARP3	6	0.53872	0.59332	0.999524	257	1	0.047906	0.11622	0.799987	77	3
NonTargetControl_0032	1	0.54044	0.59454	0.999524	258	0	0.45956	0.58378	0.999617	297	0
UBE2T	6	0.54194	0.59543	0.999524	259	1	0.74744	0.75394	0.999617	387	1
UBE2A	6	0.543	0.5959	0.999524	260	1	0.45143	0.57726	0.999617	295	2
MRE11A	6	0.54407	0.59667	0.999524	261	1	0.31489	0.44299	0.999617	227	2
CENPF	6	0.55042	0.6004	0.999524	262	1	0.74482	0.75198	0.999617	386	1
NonTargetControl_0007	1	0.55137	0.60094	0.999524	263	0	0.44863	0.57415	0.999617	293	0
PSMD6	6	0.55147	0.601	0.999524	264	1	0.23428	0.36612	0.999617	186	1
REV1	6	0.55252	0.60186	0.999524	265	1	0.58796	0.64981	0.999617	333	1
TEP1	6	0.55356	0.60249	0.999524	266	1	0.44489	0.57066	0.999617	292	2
CCNB2	6	0.55461	0.60302	0.999524	267	1	0.043227	0.10827	0.781853	73	1
NonTargetControl_0004	1	0.55853	0.60537	0.999524	268	0	0.44147	0.56721	0.999617	289	0
RCC1	6	0.56083	0.607	0.999524	269	1	0.49519	0.60059	0.999617	305	1
ATR	6	0.56186	0.60786	0.999524	270	1	0.54194	0.62528	0.999617	315	1
PSMD10	6	0.56699	0.61075	0.999524	271	1	0.89054	0.8902	0.999617	452	0
WDR33	6	0.57004	0.61275	0.999524	272	1	0.91081	0.91064	0.999617	466	0
ALKBH1	6	0.57105	0.61346	0.999524	273	1	0.066669	0.14653	0.847557	91	2
CDC16	6	0.57206	0.61404	0.999524	274	1	0.9127	0.91264	0.999617	467	0
INO80E	6	0.57307	0.61458	0.999524	275	1	0.17959	0.31404	0.999617	164	2
ORC3	6	0.58007	0.61903	0.999524	276	1	0.78575	0.7863	0.999617	405	1
GTF2H1	6	0.58205	0.62032	0.999524	277	1	0.77057	0.77247	0.999617	393	1
RDM1	6	0.58403	0.62164	0.999524	278	1	0.94132	0.94044	0.999617	482	0
XAB2	6	0.58502	0.62222	0.999524	279	1	0.3308	0.4593	0.999617	234	2
PAPD7	6	0.58991	0.62547	0.999524	280	1	0.20768	0.34044	0.999617	177	2
RAD18	6	0.59186	0.62669	0.999524	281	1	0.49287	0.59952	0.999617	304	1
NonTargetControl_0030	1	0.59232	0.62698	0.999524	282	0	0.40768	0.53393	0.999617	271	0
ANAPC2	6	0.59476	0.62878	0.999524	283	1	0.2144	0.34664	0.999617	180	2
RTEL1	6	0.59572	0.62949	0.999524	284	1	0.089631	0.18372	0.893315	109	2
MSH5	6	0.60241	0.63378	0.999524	285	1	0.11767	0.22986	0.948538	127	2
POLD2	6	0.60336	0.63448	0.999524	286	1	0.45551	0.58152	0.999617	296	2
RAD51	6	0.6062	0.63619	0.999524	287	1	0.05349	0.12536	0.816771	81	3
NonTargetControl_0009	1	0.60836	0.63767	0.999524	288	0	0.39164	0.5189	0.999617	266	0
RNF168	6	0.61088	0.6392	0.999524	289	1	0.030494	0.083813	0.72821	61	3
RECQL	6	0.61367	0.64139	0.999524	290	1	0.86541	0.86448	0.999617	441	0
NonTargetControl_0045	1	0.61451	0.64191	0.999524	291	0	0.38549	0.51275	0.999617	264	0
USP44	6	0.61552	0.64273	0.999524	292	1	0.85793	0.85691	0.999617	439	0
NonTargetControl_0014	1	0.61689	0.64374	0.999524	293	0	0.38311	0.51032	0.999617	263	0
ERCC5	6	0.61737	0.64406	0.999524	294	1	0.34338	0.47169	0.999617	242	2
RNF8	6	0.63006	0.65306	0.999524	295	1	0.26332	0.39386	0.999617	199	2
STAG2	6	0.63095	0.65362	0.999524	296	1	0.9011	0.90074	0.999617	458	0
TNIK	6	0.63185	0.65422	0.999524	297	1	0.01639	0.048281	0.630054	40	4
PKMYT1	6	0.63274	0.65486	0.999524	298	1	0.10663	0.21213	0.929179	121	2
SPICE1	6	0.64414	0.66224	0.999524	299	1	0.97263	0.97232	0.999617	508	0
NonTargetControl_0023	1	0.64556	0.66332	0.999524	300	0	0.35444	0.48163	0.999617	248	0
