id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna
POLR2D	6	0.0020725	0.0088642	0.23173	20	5	0.94669	0.94623	0.999897	490	1
PSMB7	6	0.0021862	0.0091818	0.23173	21	5	0.99639	0.99624	0.999897	525	0
PPP4C	6	0.0024131	0.010004	0.240999	22	5	0.88989	0.90898	0.999897	467	1
MAD2L1	6	0.0026516	0.0109	0.251184	23	5	0.99555	0.99551	0.999897	523	0
PSMD4	6	0.0030677	0.012787	0.273861	24	3	0.40307	0.60317	0.999897	317	3
PNKP	6	0.0031317	0.012918	0.273861	25	4	0.53765	0.70797	0.999897	363	1
RBX1	6	0.0033391	0.013889	0.28313	26	5	0.99354	0.99343	0.999897	522	0
PSMA6	6	0.0039319	0.015982	0.309229	27	4	0.50132	0.68635	0.999897	354	2
RAD21	6	0.0040591	0.016337	0.309229	28	4	0.94579	0.94557	0.999897	489	1
BARD1	6	0.0044614	0.017588	0.321441	29	5	0.16103	0.34014	0.877177	201	1
CDC20	6	0.0053539	0.02082	0.356915	30	5	0.98369	0.98336	0.999897	514	0
CDC23	6	0.0053694	0.020876	0.356915	31	5	0.19409	0.38908	0.916502	225	1
PSMC4	6	0.0061173	0.023137	0.383199	32	3	0.23358	0.43145	0.924828	244	3
PSMD7	6	0.0069453	0.025939	0.409351	33	4	0.7238	0.82637	0.999897	426	1
PLK1	6	0.0072709	0.026985	0.409351	34	4	0.97992	0.9797	0.999897	511	0
XRCC6	6	0.0075231	0.027956	0.409351	35	4	0.84192	0.88753	0.999897	457	1
GINS3	6	0.0075827	0.028087	0.409351	36	4	0.64414	0.77365	0.999897	404	1
CDC45	6	0.0077294	0.028647	0.409351	37	5	0.96041	0.95925	0.999897	501	0
PSMB1	6	0.0080091	0.029563	0.409351	38	4	0.82396	0.88077	0.999897	453	1
CDC16	6	0.0089794	0.032178	0.409351	39	4	0.90888	0.91966	0.999897	474	1
POLE2	6	0.0091797	0.032888	0.409351	40	4	0.40316	0.60324	0.999897	318	2
PKMYT1	6	0.0091829	0.032907	0.409351	41	4	0.83702	0.88579	0.999897	456	1
VCP	6	0.009271	0.03315	0.409351	42	5	0.80432	0.87395	0.999897	451	1
PSMC1	6	0.0093223	0.033224	0.409351	43	5	0.77237	0.86031	0.999897	446	1
WEE1	6	0.009692	0.034532	0.409351	44	3	0.22753	0.42433	0.924828	239	2
PSMA7	6	0.0097759	0.034756	0.409351	45	3	0.65476	0.78032	0.999897	406	2
CDC7	6	0.011317	0.039613	0.456414	46	5	0.96986	0.96898	0.999897	506	0
RUVBL1	6	0.012078	0.042247	0.462821	47	2	0.56083	0.722	0.999897	367	1
POLR2E	6	0.012132	0.042509	0.462821	48	4	0.58796	0.7384	0.999897	380	2
GINS1	6	0.012215	0.042789	0.462821	49	4	0.70209	0.81161	0.999897	420	1
PSMA5	6	0.013237	0.045778	0.485248	50	4	0.66933	0.78944	0.999897	412	1
POLR2L	6	0.013966	0.047627	0.494952	51	4	0.20918	0.40515	0.924828	228	2
WRN	6	0.0146	0.049122	0.500666	52	3	0.98911	0.98936	0.999897	519	0
GTF2H2	6	0.015193	0.050318	0.503176	53	4	0.59668	0.74449	0.999897	386	1
SMC5	6	0.015925	0.051905	0.505337	54	3	0.42803	0.627	0.999897	332	1
PSMC2	6	0.016994	0.054297	0.505337	55	3	0.98867	0.98869	0.999897	517	0
HAUS8	6	0.017307	0.055044	0.505337	56	3	0.96975	0.96887	0.999897	505	0
REV3L	6	0.017623	0.055623	0.505337	57	3	0.65271	0.77927	0.999897	405	2
MAD2L2	6	0.017783	0.055922	0.505337	58	4	0.36488	0.56558	0.999897	298	1
HAUS7	6	0.018306	0.057061	0.505337	59	4	0.73207	0.8318	0.999897	429	2
ERCC2	6	0.019297	0.059901	0.505337	60	2	0.061684	0.16792	0.801248	110	3
MDM2	6	0.019595	0.060499	0.505337	61	4	0.69834	0.80911	0.999897	418	1
ORC6	6	0.01961	0.060536	0.505337	62	3	0.42515	0.62418	0.999897	328	2
PSMC3	6	0.019765	0.060984	0.505337	63	3	0.42674	0.62579	0.999897	330	1
SLX4	6	0.019782	0.061022	0.505337	64	4	0.041252	0.12717	0.801248	79	1
GTF2E2	6	0.020804	0.063637	0.515077	65	3	0.70284	0.81208	0.999897	421	1
PSMB4	6	0.020971	0.064142	0.515077	66	4	0.94543	0.94505	0.999897	488	1
PSMD1	6	0.022977	0.068681	0.543298	67	4	0.8931	0.91064	0.999897	469	1
ING1	6	0.025242	0.073968	0.572464	68	4	0.95886	0.95772	0.999897	500	0
PSMD8	6	0.025518	0.074528	0.572464	69	4	0.29484	0.49412	0.950549	275	2
PSMC5	6	0.027546	0.079348	0.590246	70	4	0.85793	0.89461	0.999897	458	1
SLX1B	6	0.027711	0.079703	0.590246	71	3	0.24534	0.44313	0.928616	252	2
SPDL1	6	0.027934	0.080357	0.590246	72	4	0.29568	0.495	0.950549	276	2
CDK1	6	0.028325	0.08144	0.590246	73	3	0.77068	0.85895	0.999897	445	2
POLR2K	6	0.028763	0.082412	0.590246	74	3	0.63716	0.76943	0.999897	400	2
PSMD14	6	0.02991	0.085326	0.60297	75	3	0.89809	0.91342	0.999897	471	1
PRIM1	6	0.031324	0.088595	0.617835	76	2	0.73952	0.83715	0.999897	432	2
MDC1	6	0.032128	0.090557	0.623312	77	4	0.57946	0.73369	0.999897	371	2
MCM7	6	0.032616	0.091771	0.623572	78	4	0.98877	0.98882	0.999897	518	0
ORC1	6	0.033316	0.093359	0.626332	79	1	0.10556	0.2478	0.84128	151	4
CHEK1	6	0.03437	0.09575	0.631913	80	3	0.30943	0.50918	0.963808	280	3
RBM14	6	0.035305	0.097712	0.631913	81	2	0.31278	0.51217	0.964507	281	3
UBA52	6	0.035316	0.097768	0.631913	82	3	0.45108	0.64873	0.999897	341	3
UBE2I	6	0.039426	0.10715	0.684182	83	4	0.92266	0.92811	0.999897	481	1
UBB	6	0.041081	0.11111	0.692895	84	3	0.87798	0.90339	0.999897	462	1
RFC4	6	0.041094	0.11112	0.692895	85	3	0.9187	0.92553	0.999897	477	1
POLR2J	6	0.042084	0.11325	0.697962	86	4	0.99796	0.9978	0.999897	527	0
PTTG1	6	0.044827	0.11899	0.717766	87	3	0.98356	0.98325	0.999897	513	0
CDK2	6	0.044858	0.11918	0.717766	88	4	0.47897	0.67324	0.999897	347	2
KAT5	6	0.045658	0.12093	0.720158	89	3	0.75641	0.84905	0.999897	438	1
PPP4R2	6	0.047906	0.12568	0.740099	90	4	0.75513	0.84806	0.999897	437	2
MCM6	6	0.050104	0.12966	0.749839	91	4	0.4835	0.67584	0.999897	348	2
SHFM1	6	0.050322	0.13016	0.749839	92	4	0.8794	0.90403	0.999897	463	1
MCM10	6	0.052087	0.13407	0.754924	93	4	0.11397	0.26272	0.84128	161	1
POLR2C	6	0.052178	0.13429	0.754924	94	2	0.12887	0.28751	0.843635	180	4
RMI1	6	0.052534	0.13532	0.754924	95	4	0.3861	0.58594	0.999897	308	2
PSMC6	6	0.055943	0.1426	0.787283	96	3	0.15571	0.33134	0.877177	198	1
POLR2H	6	0.061031	0.15323	0.830108	97	3	0.58106	0.73463	0.999897	374	2
ANAPC10	6	0.062796	0.15661	0.830108	98	2	0.7315	0.83139	0.999897	428	2
RFC3	6	0.064734	0.16054	0.830108	99	3	0.95358	0.95232	0.999897	496	1
GEN1	6	0.064797	0.16074	0.830108	100	4	0.79575	0.87053	0.999897	449	1
HAUS5	6	0.065054	0.16119	0.830108	101	4	0.027329	0.089959	0.769502	59	2
ANAPC15	6	0.065312	0.16175	0.830108	102	4	0.066669	0.17727	0.804895	116	2
UBE2C	6	0.065681	0.1624	0.830108	103	3	0.068601	0.18095	0.804895	118	1
MMS22L	6	0.06594	0.16295	0.830108	104	3	0.94415	0.94376	0.999897	487	1
FANCE	6	0.067926	0.16706	0.830108	105	4	0.11212	0.25947	0.84128	158	1
ERCC3	6	0.068601	0.16872	0.830108	106	1	0.14847	0.31948	0.872793	194	4
RNF4	6	0.069116	0.16975	0.830108	107	3	0.40979	0.60952	0.999897	321	1
POLA1	6	0.069464	0.17023	0.830108	108	3	0.70593	0.81376	0.999897	423	2
GINS2	6	0.069854	0.17094	0.830108	109	3	0.97536	0.9749	0.999897	508	0
MCM5	6	0.07042	0.17229	0.830108	110	3	0.13414	0.29582	0.84884	182	1
POLD3	6	0.071931	0.17589	0.837562	111	4	0.54031	0.70948	0.999897	364	2
PSMB6	6	0.072455	0.17699	0.837562	112	3	0.88659	0.90735	0.999897	465	1
HUS1	6	0.07503	0.18245	0.855735	113	4	0.94265	0.94264	0.999897	486	1
PSMD3	6	0.076734	0.18585	0.86186	114	4	0.63165	0.76597	0.999897	398	2
TXN	6	0.077345	0.18701	0.86186	115	3	0.97313	0.97247	0.999897	507	0
PSMA3	6	0.0803	0.1933	0.883194	116	2	0.66141	0.78445	0.999897	409	2
EME1	6	0.084174	0.19855	0.894459	117	3	0.64066	0.77171	0.999897	402	1
RPA2	6	0.085727	0.2007	0.894459	118	3	0.74852	0.84341	0.999897	436	2
ATR	6	0.085837	0.20083	0.894459	119	3	0.73685	0.83494	0.999897	431	1
MCM2	6	0.092512	0.2104	0.926234	120	2	0.18323	0.37513	0.895571	222	4
XRCC5	6	0.093412	0.21146	0.926234	121	2	0.58205	0.73506	0.999897	375	1
PSMB2	6	0.094526	0.21325	0.926432	122	3	0.76997	0.85846	0.999897	444	1
TUBB4B	6	0.095659	0.21525	0.927513	123	3	0.6822	0.79766	0.999897	415	2
WDR33	6	0.097418	0.21789	0.931292	124	3	0.83383	0.8846	0.999897	455	1
POLR2A	6	0.098843	0.22005	0.93303	125	2	0.045781	0.13758	0.801248	86	3
NIPBL	6	0.10093	0.22301	0.93804	126	1	0.16297	0.34337	0.877177	204	2
EME2	6	0.10636	0.22979	0.94949	127	3	0.24861	0.44634	0.928616	254	3
FEN1	6	0.1084	0.23294	0.94949	128	2	0.76876	0.85764	0.999897	443	1
POLH	6	0.10854	0.23309	0.94949	129	3	0.586	0.73718	0.999897	378	2
MCM4	6	0.1086	0.23315	0.94949	130	2	0.91297	0.92228	0.999897	475	1
PALB2	6	0.11119	0.23679	0.94949	131	3	0.35843	0.55925	0.997983	297	3
TAF5L	6	0.11164	0.23756	0.94949	132	3	0.16897	0.35305	0.877177	212	2
SUMO1	6	0.11212	0.23827	0.94949	133	1	0.42267	0.6216	0.999897	327	2
POLG	6	0.11393	0.24111	0.953635	134	3	0.37602	0.57627	0.999897	303	1
RPA1	6	0.11767	0.2466	0.964291	135	3	0.79954	0.87195	0.999897	450	1
SLX1A	6	0.11842	0.24744	0.964291	136	3	0.055009	0.15588	0.801248	98	3
MCM3	6	0.12135	0.25174	0.97133	137	3	0.053191	0.15192	0.801248	94	3
GINS4	6	0.12319	0.25433	0.97133	138	3	0.057822	0.1611	0.801248	104	3
TIPIN	6	0.12345	0.25475	0.97133	139	3	0.6049	0.74978	0.999897	392	2
TUBB	6	0.12685	0.25932	0.975107	140	3	0.97984	0.97959	0.999897	510	0
RAD50	6	0.1269	0.25942	0.975107	141	3	0.61367	0.75478	0.999897	393	2
DNAJC2	6	0.13207	0.26636	0.992488	142	3	0.28061	0.47967	0.940137	270	2
ESPL1	6	0.1332	0.26778	0.992488	143	2	0.2287	0.42575	0.924828	241	3
POLD4	6	0.1394	0.27591	0.999785	144	3	0.66606	0.7874	0.999897	411	1
SGOL2	6	0.14039	0.27722	0.999785	145	3	0.9577	0.95665	0.999897	498	0
SMC6	6	0.14089	0.27782	0.999785	146	3	0.96942	0.9684	0.999897	504	0
TRRAP	6	0.14138	0.27864	0.999785	147	1	0.29144	0.49106	0.949863	274	3
RPS27A	6	0.14318	0.28101	0.999785	148	2	0.11582	0.26547	0.84128	165	2
CENPE	6	0.14641	0.28557	0.999785	149	3	0.32162	0.52101	0.965502	286	1
RAD54L	6	0.14844	0.2882	0.999785	150	3	0.34643	0.54688	0.985417	294	2
YBX1	6	0.15335	0.2947	0.999785	151	3	0.8801	0.90425	0.999897	464	1
RFC5	6	0.15565	0.29779	0.999785	152	3	0.96828	0.96749	0.999897	503	0
INO80	6	0.15926	0.30276	0.999785	153	2	0.055016	0.1559	0.801248	99	4
POLD2	6	0.16301	0.30786	0.999785	154	3	0.36769	0.56836	0.999897	300	2
FUS	6	0.1646	0.31	0.999785	155	3	0.98281	0.98247	0.999897	512	0
HAUS3	6	0.16632	0.31268	0.999785	156	3	0.71528	0.8206	0.999897	424	1
CDC25A	6	0.16674	0.31309	0.999785	157	3	0.76572	0.85545	0.999897	442	1
UVRAG	6	0.16746	0.314	0.999785	158	3	0.91768	0.92482	0.999897	476	1
UBTF	6	0.16808	0.31499	0.999785	159	2	0.5357	0.70688	0.999897	362	2
TAF1A	6	0.16897	0.31608	0.999785	160	2	0.0089369	0.034625	0.661679	25	4
XRCC2	6	0.17123	0.31916	0.999785	161	3	0.52097	0.69773	0.999897	357	2
KIF11	6	0.1716	0.31961	0.999785	162	3	0.92739	0.93143	0.999897	483	1
APEX2	6	0.17432	0.32293	0.999785	163	3	0.080121	0.20156	0.815471	131	3
TAF2	6	0.17654	0.32562	0.999785	164	2	0.3481	0.54849	0.985417	295	3
POLR1A	6	0.17683	0.32599	0.999785	165	2	0.12502	0.28084	0.84128	175	2
RAD51B	6	0.17761	0.32698	0.999785	166	3	0.92217	0.92788	0.999897	480	1
POLR1B	6	0.17927	0.32949	0.999785	167	3	0.90199	0.9155	0.999897	473	1
FANCG	6	0.18484	0.33696	0.999785	168	3	0.056961	0.15938	0.801248	103	2
DDB1	6	0.18652	0.33913	0.999785	169	3	0.92144	0.92755	0.999897	478	1
RDM1	6	0.18821	0.34148	0.999785	170	3	0.83152	0.88351	0.999897	454	1
RCC1	6	0.19037	0.34438	0.999785	171	2	0.89054	0.90924	0.999897	468	1
POLR2F	6	0.19115	0.34555	0.999785	172	2	0.14793	0.31862	0.872793	193	3
SF3B3	6	0.19237	0.34714	0.999785	173	2	0.38835	0.58818	0.999897	309	3
XRN2	6	0.19426	0.34961	0.999785	174	2	0.10281	0.24275	0.84128	147	2
RAD23B	6	0.19905	0.3565	0.999785	175	3	0.44259	0.64079	0.999897	337	3
PLA2G1B	6	0.20365	0.36246	0.999785	176	2	0.52567	0.70102	0.999897	359	2
BUB1B	6	0.20427	0.36326	0.999785	177	3	0.033316	0.10666	0.801248	70	3
RAD51D	6	0.2043	0.36328	0.999785	178	1	0.0042053	0.019232	0.610076	15	5
RAD51	6	0.20837	0.36857	0.999785	179	3	0.29734	0.4968	0.950549	277	3
TPR	6	0.20936	0.36978	0.999785	180	2	0.73438	0.83319	0.999897	430	2
CEP192	6	0.21272	0.37389	0.999785	181	2	0.59118	0.74049	0.999897	382	2
RAD23A	6	0.21309	0.37438	0.999785	182	3	0.1084	0.25288	0.84128	153	2
AURKB	6	0.21487	0.37658	0.999785	183	3	0.064734	0.17363	0.801248	114	1
C17orf70	6	0.21632	0.37832	0.999785	184	2	0.013452	0.048543	0.661679	37	4
RAD51C	6	0.21774	0.38011	0.999785	185	2	0.27068	0.4699	0.932699	264	3
XRCC4	6	0.22024	0.38305	0.999785	186	3	0.0452	0.13655	0.801248	85	2
PPP2R1A	6	0.22084	0.38385	0.999785	187	3	0.98415	0.98387	0.999897	515	0
DNAJA3	6	0.22107	0.38419	0.999785	188	1	0.58007	0.73399	0.999897	372	1
LIG1	6	0.22111	0.38421	0.999785	189	2	0.11951	0.27092	0.84128	168	1
C19orf40	6	0.22914	0.39465	0.999785	190	2	0.43622	0.63491	0.999897	335	3
PSMB11	6	0.23236	0.39922	0.999785	191	3	0.35429	0.55461	0.993059	296	2
BRCA1	6	0.23592	0.40365	0.999785	192	1	0.48585	0.67727	0.999897	349	2
APITD1	6	0.24098	0.41019	0.999785	193	3	0.97871	0.97847	0.999897	509	0
CACYBP	6	0.2416	0.4109	0.999785	194	3	0.92623	0.93065	0.999897	482	1
CHTF18	6	0.25187	0.42342	0.999785	195	3	0.019278	0.066346	0.703465	49	3
STAG1	6	0.25411	0.42644	0.999785	196	3	0.49403	0.68194	0.999897	351	2
CDC26	6	0.25917	0.43265	0.999785	197	3	0.39513	0.59528	0.999897	311	1
KIF23	6	0.26649	0.44172	0.999785	198	2	0.2899	0.48927	0.94986	273	1
ATM	6	0.27133	0.44815	0.999785	199	3	0.67419	0.79224	0.999897	414	1
ANAPC11	6	0.27326	0.45034	0.999785	200	3	0.10206	0.24139	0.84128	146	3
XPA	6	0.27585	0.45329	0.999785	201	3	0.1269	0.28413	0.84128	179	2
MTOR	6	0.27823	0.45585	0.999785	202	2	0.59843	0.74546	0.999897	388	2
NonTargetControl_0031	1	0.28003	0.45699	0.999785	203	1	0.71997	0.8236	0.999897	425	0
HAUS4	6	0.29151	0.46584	0.999785	204	2	0.22506	0.42187	0.924828	235	3
POLE	6	0.30213	0.47339	0.999785	205	1	0.061357	0.16724	0.801248	109	3
POLQ	6	0.30364	0.47457	0.999785	206	2	0.33919	0.54057	0.985417	290	3
SMEK1	6	0.30485	0.47574	0.999785	207	2	0.99091	0.99089	0.999897	520	0
ANAPC7	6	0.30569	0.47627	0.999785	208	2	0.11866	0.26975	0.84128	167	3
UBE2N	6	0.30968	0.47953	0.999785	209	2	0.58019	0.73403	0.999897	373	2
CDKN1A	6	0.31418	0.48293	0.999785	210	2	0.093767	0.22641	0.84128	142	3
GTF2H3	6	0.32326	0.4897	0.999785	211	2	0.65609	0.78099	0.999897	407	1
CHD4	6	0.32606	0.49216	0.999785	212	1	0.040102	0.12448	0.801248	75	5
CLK2	6	0.32745	0.49332	0.999785	213	2	0.10093	0.23965	0.84128	145	2
UBE2T	6	0.32753	0.4934	0.999785	214	1	0.11558	0.26491	0.84128	164	4
BRCA2	6	0.33164	0.49683	0.999785	215	2	0.34193	0.54318	0.985417	292	3
NonTargetControl_0013	1	0.33771	0.50218	0.999785	216	0	0.66229	0.78512	0.999897	410	0
CHAF1B	6	0.33835	0.50259	0.999785	217	2	0.51792	0.69592	0.999897	356	2
POLD1	6	0.34003	0.50397	0.999785	218	2	0.10794	0.25176	0.84128	152	3
PARG	6	0.34355	0.50621	0.999785	219	2	0.10942	0.25454	0.84128	154	3
APEX1	6	0.3459	0.50789	0.999785	220	2	0.95148	0.95064	0.999897	494	1
UBC	6	0.34786	0.50954	0.999785	221	1	0.15851	0.33567	0.877177	200	3
LIG4	6	0.35429	0.51486	0.999785	222	2	0.13461	0.29663	0.84884	183	3
CINP	6	0.35764	0.51753	0.999785	223	2	0.63785	0.76988	0.999897	401	2
PSME2	6	0.36066	0.52005	0.999785	224	1	0.13765	0.30154	0.84884	188	4
XRCC3	6	0.37187	0.52844	0.999785	225	2	0.067607	0.17894	0.804895	117	4
NonTargetControl_0006	1	0.3756	0.53132	0.999785	226	0	0.6244	0.76134	0.999897	394	0
ORC5	6	0.38443	0.53849	0.999785	227	2	0.12211	0.2758	0.84128	172	3
DICER1	6	0.38526	0.53918	0.999785	228	2	0.60336	0.74879	0.999897	390	2
CDC27	6	0.38944	0.54286	0.999785	229	2	0.67258	0.79129	0.999897	413	1
DBF4	6	0.39243	0.54524	0.999785	230	2	0.55565	0.71923	0.999897	366	1
NonTargetControl_0016	1	0.39539	0.54748	0.999785	231	0	0.60461	0.74955	0.999897	391	0
RAD54B	6	0.39647	0.54834	0.999785	232	2	0.15306	0.32702	0.877177	197	3
TOP1	6	0.40183	0.55295	0.999785	233	2	0.34499	0.54555	0.985417	293	1
NonTargetControl_0026	1	0.40597	0.55603	0.999785	234	0	0.59403	0.74271	0.999897	383	0
DSCC1	6	0.41897	0.56605	0.999785	235	2	0.70409	0.81277	0.999897	422	2
POLG2	6	0.42287	0.56935	0.999785	236	2	0.26491	0.4641	0.932699	263	3
PSMA4	6	0.42433	0.57027	0.999785	237	2	0.85833	0.89476	0.999897	459	1
TOP3B	6	0.42845	0.57374	0.999785	238	2	0.95621	0.95488	0.999897	497	1
FANCM	6	0.43257	0.57727	0.999785	239	2	0.047168	0.14045	0.801248	89	3
UBE2A	6	0.43422	0.57847	0.999785	240	2	0.13684	0.30029	0.84884	187	4
IGHMBP2	6	0.43504	0.57916	0.999785	241	2	0.16693	0.34946	0.877177	209	4
RFC1	6	0.4357	0.5798	0.999785	242	2	0.58387	0.73612	0.999897	376	2
ANAPC2	6	0.43586	0.57993	0.999785	243	2	0.20195	0.39784	0.924828	227	3
BUB3	6	0.44328	0.58587	0.999785	244	1	0.039273	0.12196	0.801248	74	3
CHAF1A	6	0.45061	0.592	0.999785	245	2	0.0017048	0.0078367	0.377588	11	3
PRIM2	6	0.45078	0.59211	0.999785	246	2	0.98651	0.98641	0.999897	516	0
PSMA2	6	0.45202	0.5931	0.999785	247	2	0.38192	0.5818	0.999897	307	3
SUPT3H	6	0.45306	0.59441	0.999785	248	2	0.93055	0.93367	0.999897	484	1
TDG	6	0.45574	0.59667	0.999785	249	1	0.16148	0.34083	0.877177	202	3
POLL	6	0.45713	0.59794	0.999785	250	2	0.27326	0.47249	0.932699	267	3
ANAPC1	6	0.46039	0.60104	0.999785	251	2	0.46806	0.66676	0.999897	345	3
ESCO1	6	0.46282	0.60339	0.999785	252	2	0.52457	0.70046	0.999897	358	2
CCNB2	6	0.46687	0.60711	0.999785	253	2	0.59764	0.74496	0.999897	387	2
PSMF1	6	0.47278	0.61206	0.999785	254	1	0.1123	0.25971	0.84128	159	4
INO80E	6	0.47495	0.61376	0.999785	255	2	0.096928	0.2327	0.84128	143	2
RNF168	6	0.47517	0.61381	0.999785	256	1	0.010369	0.038903	0.661679	28	4
CCNE1	6	0.47978	0.61766	0.999785	257	2	0.01121	0.041668	0.661679	33	4
RTEL1	6	0.48113	0.61869	0.999785	258	1	0.046494	0.13902	0.801248	88	3
UBE2V1	6	0.49171	0.62792	0.999785	259	2	0.3195	0.51854	0.965502	284	3
SPICE1	6	0.49178	0.62809	0.999785	260	2	0.58991	0.73982	0.999897	381	1
XAB2	6	0.49981	0.63524	0.999785	261	1	0.26173	0.46041	0.932699	260	1
BRCC3	6	0.5029	0.63776	0.999785	262	2	0.076448	0.19506	0.80735	127	4
RFC2	6	0.52126	0.65245	0.999785	263	1	0.015486	0.054932	0.661679	44	4
NHEJ1	6	0.52253	0.65361	0.999785	264	2	0.62647	0.76267	0.999897	395	1
NonTargetControl_0045	1	0.52338	0.65446	0.999785	265	0	0.47662	0.67204	0.999897	346	0
POLA2	6	0.52347	0.65454	0.999785	266	1	0.62819	0.76362	0.999897	396	2
CCNH	6	0.52567	0.65633	0.999785	267	1	0.10521	0.24724	0.84128	149	4
UBE2V2	6	0.53338	0.66246	0.999785	268	2	0.064838	0.17386	0.801248	115	2
TOP3A	6	0.54194	0.66984	0.999785	269	1	0.17123	0.35635	0.877177	215	3
DLGAP5	6	0.5449	0.6729	0.999785	270	2	0.59476	0.74318	0.999897	385	2
ORC4	6	0.54513	0.67311	0.999785	271	1	0.058909	0.16323	0.801248	106	4
UBE2E1	6	0.54567	0.67363	0.999785	272	2	0.42763	0.62663	0.999897	331	2
CLSPN	6	0.54719	0.67498	0.999785	273	2	0.63096	0.76547	0.999897	397	2
NonTargetControl_0044	1	0.54863	0.67621	0.999785	274	0	0.45137	0.64903	0.999897	342	0
MCM8	6	0.54872	0.67627	0.999785	275	2	0.24892	0.44679	0.928616	255	1
HAUS2	6	0.55327	0.68043	0.999785	276	2	0.23666	0.43423	0.924828	248	3
FANCA	6	0.55555	0.68236	0.999785	277	2	0.44161	0.63993	0.999897	336	2
CSNK1E	6	0.5563	0.68295	0.999785	278	2	0.072455	0.18813	0.804895	122	2
MSH4	6	0.55857	0.68463	0.999785	279	2	0.059736	0.16442	0.801248	107	3
PSME4	6	0.55932	0.68555	0.999785	280	2	0.45469	0.65222	0.999897	343	2
TOPBP1	6	0.56007	0.68602	0.999785	281	2	0.17214	0.35749	0.877177	216	3
FANCL	6	0.56083	0.68673	0.999785	282	2	0.32606	0.52585	0.967701	288	1
EXO1	6	0.56597	0.69129	0.999785	283	1	0.018158	0.063021	0.703465	46	5
BTG2	6	0.56683	0.69213	0.999785	284	2	0.76432	0.8545	0.999897	441	2
PSMD6	6	0.56758	0.69297	0.999785	285	2	0.231	0.42863	0.924828	242	1
REV1	6	0.56907	0.69459	0.999785	286	2	0.1173	0.26765	0.84128	166	3
UBE2B	6	0.56981	0.695	0.999785	287	2	0.77434	0.86199	0.999897	447	2
POLR2B	6	0.57105	0.69631	0.999785	288	1	0.76141	0.85267	0.999897	440	1
TERF2IP	6	0.57205	0.6971	0.999785	289	2	0.013237	0.047982	0.661679	36	4
ZBTB32	6	0.57428	0.69883	0.999785	290	2	0.063197	0.17077	0.801248	111	2
RECQL4	6	0.57608	0.70053	0.999785	291	1	0.019297	0.066365	0.703465	50	4
PSMD13	6	0.57908	0.70311	0.999785	292	2	0.1207	0.2733	0.84128	169	2
TERF2	6	0.57946	0.70341	0.999785	293	2	0.68284	0.79814	0.999897	416	2
TERF1	6	0.58019	0.70406	0.999785	294	2	0.23114	0.42878	0.924828	243	3
DMC1	6	0.58106	0.70472	0.999785	295	1	0.025144	0.083551	0.769502	56	5
APTX	6	0.58973	0.71204	0.999785	296	2	0.73142	0.83137	0.999897	427	1
RRM2B	6	0.59337	0.71565	0.999785	297	2	0.16248	0.34262	0.877177	203	3
PSME1	6	0.59482	0.71693	0.999785	298	2	0.89531	0.91169	0.999897	470	1
PSMD2	6	0.59699	0.71895	0.999785	299	2	0.26491	0.4641	0.932699	262	2
TOP2B	6	0.60051	0.722	0.999785	300	1	0.14245	0.3098	0.85965	191	2
RAD1	6	0.60347	0.72424	0.999785	301	2	0.64126	0.77199	0.999897	403	2
