id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna
PSMB11	6	0.047168	0.093378	0.9808	47	1	0.8254	0.82413	0.974222	446	0
NonTargetControl_0033	1	0.047952	0.094517	0.9808	48	1	0.95205	0.95069	0.984651	511	0
NonTargetControl_0007	1	0.048976	0.095507	0.9808	49	1	0.95102	0.95	0.984651	509	0
PSMB9	6	0.049133	0.095675	0.9808	50	2	0.68685	0.68564	0.959985	375	0
AURKB	6	0.050174	0.096871	0.9808	51	2	0.27436	0.35269	0.948644	191	1
XRCC5	6	0.052178	0.099617	0.9808	52	2	0.90606	0.90533	0.97797	489	0
CDC45	6	0.056799	0.10608	0.9808	53	2	0.076295	0.13864	0.948644	65	1
CEP192	6	0.056961	0.10638	0.9808	54	1	0.14606	0.22564	0.948644	119	2
DDX11	6	0.058374	0.10825	0.9808	55	2	0.08203	0.1454	0.948644	70	2
TMEM189-UBE2V1	6	0.058902	0.10905	0.9808	56	2	0.78175	0.78094	0.967047	428	0
GEN1	6	0.060854	0.11161	0.9808	57	2	0.26491	0.34694	0.948644	188	1
RPS27A	6	0.062796	0.114	0.9808	58	2	0.58403	0.58533	0.948644	319	1
LIG4	6	0.063197	0.11436	0.9808	59	2	0.60714	0.60767	0.948644	335	1
POLR2H	6	0.066669	0.1188	0.9808	60	1	0.60146	0.60227	0.948644	332	1
CDC20	6	0.06705	0.11918	0.9808	61	2	0.40316	0.43907	0.948644	243	1
UBE2V1	6	0.068601	0.12119	0.9808	62	1	0.88045	0.87864	0.974222	478	0
PSME3	6	0.068727	0.12138	0.9808	63	2	0.13414	0.21069	0.948644	110	1
ANAPC4	6	0.07053	0.1237	0.9808	64	1	0.6493	0.64894	0.959985	356	0
POLA2	6	0.072455	0.12719	0.9808	65	1	0.87512	0.87307	0.974222	473	0
PRKDC	6	0.073276	0.1284	0.9808	66	2	0.68607	0.68499	0.959985	374	0
MCM7	6	0.074376	0.12977	0.9808	67	1	0.61274	0.61264	0.948644	339	1
KIF3B	6	0.076295	0.13223	0.9808	68	1	0.55042	0.5554	0.948644	304	1
ALKBH1	6	0.07821	0.13481	0.9808	69	2	0.35925	0.40787	0.948644	224	1
RUVBL1	6	0.079113	0.13563	0.9808	70	2	0.87256	0.87051	0.974222	471	0
KIF23	6	0.080121	0.1372	0.9808	71	1	0.95741	0.95661	0.984651	514	0
UBC	6	0.081493	0.13885	0.9808	72	2	0.30213	0.36969	0.948644	201	1
PSMC5	6	0.083935	0.14202	0.9808	73	2	0.96069	0.96016	0.984651	516	0
PSMC6	6	0.084504	0.14288	0.9808	74	2	0.14498	0.22439	0.948644	118	1
PSMB7	6	0.087736	0.14694	0.9808	75	2	0.90288	0.90193	0.97797	488	0
ANAPC5	6	0.088168	0.14748	0.9808	76	2	0.28527	0.35884	0.948644	197	1
PSMD7	6	0.090021	0.14987	0.9808	77	2	0.27593	0.35364	0.948644	192	1
PSME1	6	0.093139	0.15439	0.9808	78	2	0.94246	0.94148	0.984651	503	0
CDK2	6	0.094396	0.15596	0.9808	79	2	0.47398	0.49263	0.948644	272	1
TK2	6	0.095027	0.15693	0.9808	80	2	0.80008	0.80012	0.968283	437	0
POLG2	6	0.095659	0.15794	0.9808	81	2	0.73346	0.7338	0.959985	402	0
ORC3	6	0.10013	0.16422	0.9808	82	2	0.80168	0.80175	0.968283	438	0
HAUS1	6	0.10077	0.16485	0.9808	83	2	0.31567	0.37881	0.948644	206	1
UBE2C	6	0.10093	0.16506	0.9808	84	1	0.76203	0.76121	0.959985	418	0
TP53	6	0.10281	0.16743	0.9808	85	2	0.060499	0.11916	0.948644	56	2
MMS19	6	0.10531	0.17059	0.9808	86	2	0.88956	0.88792	0.97797	481	0
SMC3	6	0.10597	0.17126	0.9808	87	2	0.716	0.71574	0.959985	391	0
RAD18	6	0.1084	0.1744	0.9808	88	2	0.013237	0.034121	0.948644	14	1
MCM5	6	0.11026	0.17677	0.9808	89	1	0.43443	0.46108	0.948644	256	1
PSMB10	6	0.11125	0.17817	0.9808	90	2	0.71021	0.70972	0.959985	386	0
BUB1	6	0.11212	0.17959	0.9808	91	1	0.0091797	0.025098	0.948644	8	1
MCM3	6	0.11393	0.18217	0.9808	92	2	0.60431	0.60477	0.948644	334	1
USP44	6	0.11397	0.18226	0.9808	93	1	0.13532	0.21213	0.948644	111	2
WEE1	6	0.11662	0.18576	0.9808	94	2	0.59186	0.59278	0.948644	325	1
SLX4	6	0.11767	0.18686	0.9808	95	1	0.58304	0.58463	0.948644	318	1
XRCC6	6	0.12002	0.18972	0.9808	96	2	0.15926	0.24217	0.948644	132	1
CDKN1A	6	0.12502	0.19661	0.9808	97	1	0.97961	0.97918	0.990504	522	0
RAD51C	6	0.12552	0.19717	0.9808	98	2	0.78461	0.784	0.967731	429	0
PSMD8	6	0.12685	0.19881	0.9808	99	1	0.019945	0.047852	0.948644	20	2
ZBTB32	6	0.1269	0.19891	0.9808	100	2	0.34066	0.39526	0.948644	214	1
DNA2	6	0.1276	0.19975	0.9808	101	2	0.67419	0.67311	0.959985	368	0
PALB2	6	0.1283	0.20081	0.9808	102	2	0.13959	0.21707	0.948644	115	2
NUDT1	6	0.12868	0.20137	0.9808	103	1	0.86922	0.86719	0.974222	469	0
TAOK1	6	0.1305	0.20367	0.9808	104	1	0.024497	0.057697	0.948644	25	3
TNIK	6	0.13233	0.20595	0.9808	105	1	0.17508	0.26229	0.948644	143	1
PSMA4	6	0.13596	0.21053	0.9808	106	1	0.15408	0.23547	0.948644	127	2
NonTargetControl_0037	1	0.13601	0.21066	0.9808	107	0	0.86399	0.86173	0.974222	463	0
CRY1	6	0.13603	0.21071	0.9808	108	2	0.543	0.5489	0.948644	301	1
HAUS2	6	0.13745	0.21223	0.9808	109	2	0.387	0.42768	0.948644	236	1
HAUS8	6	0.13777	0.21269	0.9808	110	1	0.85303	0.85086	0.974222	457	0
ANAPC1	6	0.13816	0.21325	0.9808	111	2	0.54087	0.54712	0.948644	300	1
ANAPC7	6	0.14318	0.22	0.9808	112	1	0.11582	0.18762	0.948644	95	1
SMC6	6	0.14498	0.2222	0.9808	113	1	0.92693	0.92607	0.984633	498	0
TERF2IP	6	0.14534	0.22261	0.9808	114	2	0.13777	0.21473	0.948644	114	2
MCM10	6	0.14751	0.22532	0.9808	115	2	0.71528	0.71497	0.959985	390	0
POLK	6	0.14824	0.22622	0.9808	116	2	0.89278	0.8914	0.97797	483	0
PARP2	6	0.14857	0.22663	0.9808	117	1	0.44954	0.473	0.948644	261	1
POLR2F	6	0.14896	0.22712	0.9808	118	2	0.9127	0.9115	0.978188	493	0
PDS5B	6	0.15042	0.22928	0.9808	119	2	0.89215	0.89046	0.97797	482	0
ATM	6	0.15115	0.23009	0.9808	120	2	0.75451	0.75389	0.959985	412	0
CCNH	6	0.15188	0.23102	0.9808	121	2	0.59379	0.59483	0.948644	326	1
AP5Z1	6	0.15482	0.23459	0.9808	122	2	0.15115	0.23207	0.948644	123	2
ING1	6	0.15571	0.2359	0.9808	123	1	0.66933	0.66861	0.959985	366	0
TOP2A	6	0.15703	0.23784	0.9808	124	2	0.81561	0.81488	0.972717	444	0
ANAPC11	6	0.15749	0.23831	0.9808	125	1	0.25695	0.34141	0.948644	187	1
PNKP	6	0.15777	0.23864	0.9808	126	2	0.20091	0.29444	0.948644	159	1
EME2	6	0.15926	0.24051	0.9808	127	1	0.14857	0.22872	0.948644	120	1
PARP4	6	0.16074	0.24242	0.9808	128	2	0.040043	0.088614	0.948644	41	3
TREX2	6	0.16103	0.24285	0.9808	129	1	0.8555	0.85327	0.974222	459	0
SIRT1	6	0.1628	0.2454	0.9808	130	1	0.79191	0.79177	0.967731	433	0
CENPE	6	0.16596	0.24927	0.9808	131	2	0.50894	0.52121	0.948644	286	1
RNF4	6	0.17159	0.25661	0.9808	132	1	0.66442	0.66375	0.959985	365	0
CLSPN	6	0.17198	0.25697	0.9808	133	2	0.1084	0.17776	0.948644	90	1
REC8	6	0.17274	0.25807	0.9808	134	2	0.88252	0.88099	0.974763	479	0
MTOR	6	0.17334	0.25865	0.9808	135	1	0.20838	0.30397	0.948644	163	2
PMS2	6	0.17578	0.26188	0.9808	136	2	0.83611	0.83463	0.974222	449	0
XPA	6	0.17654	0.26278	0.9808	137	2	0.16446	0.24894	0.948644	134	2
TNP1	6	0.17857	0.26547	0.9808	138	1	0.15777	0.24023	0.948644	130	2
PSMA5	6	0.17883	0.2658	0.9808	139	2	0.6845	0.68336	0.959985	373	0
POLR2K	6	0.18189	0.27001	0.9808	140	2	0.29451	0.36476	0.948644	199	1
CACYBP	6	0.18204	0.27021	0.9808	141	1	0.91189	0.91062	0.978188	492	0
RPA2	6	0.18377	0.27231	0.9808	142	1	0.73752	0.73746	0.959985	404	0
NonTargetControl_0045	1	0.18925	0.27524	0.9808	143	0	0.81075	0.81038	0.971719	442	0
PSMA8	6	0.19237	0.27727	0.9808	144	1	0.01121	0.029488	0.948644	9	1
RAD51D	6	0.19409	0.27841	0.9808	145	1	0.41374	0.44647	0.948644	247	1
BARD1	6	0.2026	0.28351	0.9808	146	1	0.15042	0.23121	0.948644	122	2
UVRAG	6	0.20936	0.28811	0.9808	147	1	0.90229	0.90137	0.97797	487	0
CHD4	6	0.21272	0.29015	0.9808	148	1	0.093767	0.16042	0.948644	80	2
FANCD2	6	0.2144	0.29102	0.9808	149	1	0.52457	0.53403	0.948644	294	1
CDC25A	6	0.22107	0.29532	0.9808	150	1	0.46187	0.48308	0.948644	265	1
NonTargetControl_0042	1	0.22304	0.29683	0.9808	151	0	0.77696	0.77582	0.967047	425	0
UBE2A	6	0.22439	0.29773	0.9808	152	1	0.10141	0.16976	0.948644	85	2
POLB	6	0.2277	0.29999	0.9808	153	1	0.025326	0.059322	0.948644	26	1
BRIP1	6	0.22935	0.3012	0.9808	154	1	0.86694	0.86493	0.974222	466	0
NonTargetControl_0005	1	0.23703	0.30666	0.9808	155	0	0.76297	0.76229	0.959985	420	0
KIF11	6	0.24082	0.30907	0.9808	156	1	0.95115	0.95013	0.984651	510	0
GINS1	6	0.24407	0.3109	0.9808	157	1	0.67499	0.67376	0.959985	369	0
C19orf40	6	0.24892	0.3138	0.9808	158	1	0.070988	0.13158	0.948644	63	2
APEX1	6	0.25375	0.31707	0.9808	159	1	0.7963	0.79642	0.968128	436	0
TADA3	6	0.25695	0.31916	0.9808	160	1	0.054213	0.11111	0.948644	50	2
NonTargetControl_0015	1	0.2616	0.32235	0.9808	161	0	0.7384	0.73842	0.959985	406	0
MUTYH	6	0.26173	0.32243	0.9808	162	1	0.59572	0.59696	0.948644	327	1
DLGAP5	6	0.26332	0.32345	0.9808	163	1	0.6586	0.65783	0.959985	361	0
PSMB4	6	0.26965	0.32755	0.9808	164	1	0.12319	0.19681	0.948644	101	1
POLE2	6	0.27122	0.32865	0.9808	165	1	0.22935	0.32555	0.948644	172	1
INO80E	6	0.27436	0.3304	0.9808	166	1	0.16972	0.25602	0.948644	138	2
POLG	6	0.27905	0.33322	0.9808	167	1	0.16632	0.25129	0.948644	135	1
ESPL1	6	0.28061	0.33408	0.9808	168	1	0.15393	0.23519	0.948644	126	1
ORC1	6	0.28217	0.33528	0.9808	169	1	0.13179	0.20799	0.948644	107	2
NonTargetControl_0003	1	0.28345	0.3361	0.9808	170	0	0.71655	0.71615	0.959985	392	0
TK1	6	0.28527	0.33718	0.9808	171	1	0.77057	0.76954	0.9642	423	0
OXR1	6	0.28836	0.33939	0.9808	172	1	0.67739	0.67643	0.959985	370	0
ORC2	6	0.2899	0.34038	0.9808	173	1	0.44829	0.47178	0.948644	260	1
RCC1	6	0.29909	0.34677	0.9808	174	1	0.90199	0.90106	0.97797	486	0
RAD9A	6	0.30061	0.34787	0.9808	175	1	0.85833	0.85615	0.974222	461	0
RAD21	6	0.30516	0.35108	0.9808	176	1	0.97546	0.97498	0.990504	521	0
FUS	6	0.30667	0.35204	0.9808	177	1	0.035305	0.079217	0.948644	36	2
FANCF	6	0.31118	0.35512	0.9808	178	1	0.55669	0.56059	0.948644	305	1
LIG3	6	0.31268	0.35602	0.9808	179	1	0.087736	0.15245	0.948644	76	1
CUL4A	6	0.31418	0.35701	0.9808	180	1	0.47037	0.49022	0.948644	269	1
POLE	6	0.31567	0.35798	0.9808	181	1	0.019297	0.046693	0.948644	18	1
INO80	6	0.31716	0.359	0.9808	182	1	0.15215	0.23337	0.948644	125	1
NonTargetControl_0006	1	0.31792	0.35945	0.9808	183	0	0.68208	0.68116	0.959985	371	0
MGMT	6	0.31865	0.35992	0.9808	184	1	0.92808	0.92704	0.984633	499	0
TRRAP	6	0.32014	0.36121	0.9808	185	1	0.98024	0.97998	0.990504	523	0
SMUG1	6	0.32162	0.36225	0.9808	186	1	0.80849	0.80851	0.971678	441	0
SHFM1	6	0.32458	0.36425	0.9808	187	1	0.041252	0.091211	0.948644	43	1
UBE2T	6	0.32606	0.36549	0.9808	188	1	0.79246	0.79244	0.967731	434	0
ASF1A	6	0.33047	0.36877	0.9808	189	1	0.91456	0.91359	0.978188	495	0
REV3L	6	0.33339	0.3712	0.9808	190	1	0.71166	0.71131	0.959985	387	0
INPPL1	6	0.33485	0.37229	0.9808	191	1	0.5986	0.59971	0.948644	329	1
RBBP8	6	0.33921	0.37576	0.9808	192	1	0.54513	0.5508	0.948644	303	1
MUS81	6	0.34066	0.3767	0.9808	193	1	0.71885	0.71867	0.959985	394	0
NonTargetControl_0023	1	0.34727	0.38107	0.9808	194	0	0.65273	0.65185	0.959985	358	0
HUS1	6	0.3493	0.38279	0.9808	195	1	0.020283	0.048618	0.948644	21	3
MMS22L	6	0.35215	0.3852	0.9808	196	1	0.84627	0.84426	0.974222	453	0
RAD23B	6	0.35358	0.38632	0.9808	197	1	0.13745	0.21438	0.948644	113	2
TUBB4B	6	0.355	0.38761	0.9808	198	1	0.83792	0.83638	0.974222	450	0
ABCF2	6	0.36066	0.39198	0.9808	199	1	0.92266	0.92142	0.982599	497	0
NTHL1	6	0.36207	0.39289	0.9808	200	1	0.35642	0.40593	0.948644	222	1
PSMB1	6	0.36629	0.39607	0.9808	201	1	0.56597	0.56898	0.948644	309	1
TDG	6	0.37048	0.39913	0.9808	202	1	0.73819	0.73825	0.959985	405	0
XAB2	6	0.37187	0.40014	0.9808	203	1	0.74351	0.74363	0.959985	408	0
GTF2H3	6	0.37464	0.40197	0.9808	204	1	0.8722	0.87004	0.974222	470	0
NonTargetControl_0016	1	0.37526	0.40242	0.9808	205	0	0.62474	0.62536	0.95215	347	0
PMS1	6	0.37602	0.40304	0.9808	206	1	0.6611	0.6602	0.959985	363	0
NonTargetControl_0002	1	0.37867	0.405	0.9808	207	0	0.62133	0.62138	0.951826	346	0
ATR	6	0.37878	0.40509	0.9808	208	1	0.097179	0.16491	0.948644	82	1
IP6K3	6	0.38153	0.40744	0.9808	209	1	0.38153	0.42319	0.948644	234	1
POLR2L	6	0.3829	0.40836	0.9808	210	1	0.31716	0.3797	0.948644	207	1
NonTargetControl_0027	1	0.38549	0.41034	0.9808	211	0	0.61451	0.61436	0.948644	341	0
GAPDH	6	0.38564	0.41045	0.9808	212	1	0.4975	0.51191	0.948644	282	1
HAUS6	6	0.38972	0.41363	0.9808	213	1	0.51681	0.52732	0.948644	289	1
FANCI	6	0.39108	0.4146	0.9808	214	1	0.080121	0.1432	0.948644	68	1
NCOA6	6	0.39513	0.41772	0.9808	215	1	0.39243	0.43152	0.948644	238	1
DCLRE1A	6	0.39916	0.42108	0.9808	216	1	0.38836	0.42844	0.948644	237	1
POLH	6	0.4005	0.42217	0.9808	217	1	0.32458	0.38467	0.948644	211	1
IGF1	6	0.40183	0.42325	0.9808	218	1	0.29756	0.36666	0.948644	200	1
NonTargetControl_0043	1	0.40324	0.42426	0.9808	219	0	0.59676	0.59801	0.948644	328	0
POLR2J	6	0.4045	0.42525	0.9808	220	1	0.9982	0.99809	0.99958	528	0
RNF168	6	0.40582	0.42633	0.9808	221	1	0.12002	0.19263	0.948644	98	2
XPC	6	0.40847	0.42807	0.9808	222	1	0.23264	0.3276	0.948644	175	1
NonTargetControl_0009	1	0.40973	0.42908	0.9808	223	0	0.59027	0.59121	0.948644	324	0
UBE2V2	6	0.41505	0.43307	0.9808	224	1	0.24082	0.33233	0.948644	179	1
NonTargetControl_0034	1	0.41724	0.43461	0.9808	225	0	0.58276	0.58435	0.948644	317	0
CCNE1	6	0.42027	0.43664	0.9808	226	1	0.19921	0.29228	0.948644	158	1
CDC7	6	0.42287	0.43888	0.9808	227	1	0.79411	0.7945	0.96801	435	0
TERF2	6	0.42545	0.4407	0.9808	228	1	0.01728	0.042602	0.948644	16	2
APITD1	6	0.42674	0.44184	0.9808	229	1	0.231	0.32669	0.948644	173	1
CHEK1	6	0.42931	0.44391	0.9808	230	1	0.49287	0.50806	0.948644	278	1
NonTargetControl_0041	1	0.43259	0.44654	0.9808	231	0	0.56741	0.57014	0.948644	311	0
NonTargetControl_0039	1	0.43294	0.44681	0.9808	232	0	0.56706	0.5699	0.948644	310	0
DDB2	6	0.43443	0.44791	0.9808	233	1	0.012078	0.031468	0.948644	10	2
POLA1	6	0.4357	0.44895	0.9808	234	1	0.2277	0.32437	0.948644	171	1
CLK2	6	0.43824	0.45092	0.9808	235	1	0.18894	0.27976	0.948644	155	1
TPR	6	0.4395	0.45194	0.9808	236	1	0.37741	0.42009	0.948644	232	1
ERCC3	6	0.44077	0.45306	0.9808	237	1	0.57105	0.5735	0.948644	312	1
POLR2G	6	0.44954	0.46057	0.9808	238	1	0.26649	0.34796	0.948644	189	1
PSMC3	6	0.45078	0.46175	0.9808	239	1	0.082092	0.14552	0.948644	71	2
TOPBP1	6	0.4545	0.46437	0.9808	240	1	0.70358	0.70292	0.959985	384	0
RAD51B	6	0.45574	0.46543	0.9808	241	1	0.74938	0.74912	0.959985	411	0
IGHMBP2	6	0.45697	0.4664	0.9808	242	1	0.17578	0.26323	0.948644	144	2
POLR2E	6	0.4582	0.46741	0.9808	243	1	0.22439	0.32215	0.948644	170	1
RPA1	6	0.45943	0.46848	0.9808	244	1	0.93339	0.93261	0.984651	501	0
TREX1	6	0.46065	0.46945	0.9808	245	1	0.025476	0.059565	0.948644	27	3
ANAPC15	6	0.46187	0.47062	0.9808	246	1	0.355	0.40487	0.948644	221	1
TUBB1	6	0.46674	0.47503	0.9808	247	1	0.52567	0.53502	0.948644	295	1
RAD9B	6	0.46916	0.47726	0.9808	248	1	0.034887	0.07847	0.948644	35	3
RRM2B	6	0.47037	0.47834	0.9808	249	1	0.033316	0.075294	0.948644	33	2
RAD21L1	6	0.47157	0.4794	0.9808	250	1	0.44328	0.46769	0.948644	258	1
NIPBL	6	0.47398	0.48112	0.9808	251	1	0.94845	0.94714	0.984651	508	0
ERCC1	6	0.47517	0.48217	0.9808	252	1	0.012834	0.033392	0.948644	12	3
TIPIN	6	0.47637	0.48314	0.9808	253	1	0.86656	0.86437	0.974222	465	0
MAD1L1	6	0.47756	0.48434	0.9808	254	1	0.90634	0.90567	0.97797	490	0
BRCA1	6	0.47994	0.48633	0.9808	255	1	0.12207	0.19538	0.948644	99	2
ABL1	6	0.48113	0.48723	0.9808	256	1	0.87727	0.87563	0.974222	475	0
PSMD11	6	0.48231	0.4886	0.9808	257	1	0.78969	0.78957	0.967731	432	0
PRIM1	6	0.4835	0.48968	0.9808	258	1	0.64844	0.64809	0.959985	355	0
ORC5	6	0.48468	0.49076	0.9808	259	1	0.00079199	0.0026807	0.948644	1	3
RECQL	6	0.48937	0.49504	0.9808	260	1	0.25214	0.33881	0.948644	183	1
POLD4	6	0.49403	0.49919	0.9808	261	1	0.83199	0.83046	0.974222	448	0
USP1	6	0.49519	0.50029	0.9808	262	1	0.042944	0.094405	0.948644	44	2
NonTargetControl_0026	1	0.49846	0.50322	0.9808	263	0	0.50154	0.51551	0.948644	284	0
CCNB1	6	0.50096	0.50574	0.9808	264	1	0.9014	0.90014	0.97797	485	0
CHEK2	6	0.50325	0.50758	0.9808	265	1	0.051674	0.10763	0.948644	48	2
NonTargetControl_0014	1	0.50358	0.50776	0.9808	266	0	0.49642	0.51118	0.948644	281	0
RAD17	6	0.50439	0.50838	0.9808	267	1	0.41111	0.44473	0.948644	245	1
FBXW7	6	0.50667	0.51049	0.9808	268	1	0.16808	0.25379	0.948644	136	2
XRN2	6	0.51007	0.514	0.9808	269	1	0.94792	0.94669	0.984651	507	0
PSMC4	6	0.51345	0.51692	0.9808	270	1	0.22111	0.31908	0.948644	169	2
NBN	6	0.51457	0.51783	0.9808	271	1	0.21076	0.30666	0.948644	164	2
SPDL1	6	0.51792	0.52071	0.9808	272	1	0.039273	0.086839	0.948644	40	1
BTG2	6	0.51904	0.52183	0.9808	273	1	0.72239	0.72265	0.959985	397	0
TAF5L	6	0.52237	0.52478	0.9808	274	1	0.38016	0.42211	0.948644	233	1
PSME4	6	0.52677	0.52897	0.9808	275	1	0.058909	0.11718	0.948644	55	1
POLD2	6	0.53224	0.53448	0.9808	276	1	0.25053	0.33778	0.948644	182	1
TEP1	6	0.53332	0.53528	0.9808	277	1	0.40979	0.44389	0.948644	244	1
MAD2L2	6	0.53549	0.53722	0.9808	278	1	0.33047	0.38861	0.948644	212	1
RAD51	6	0.53657	0.53799	0.9808	279	1	0.18204	0.2716	0.948644	150	2
FANCA	6	0.54194	0.54262	0.9808	280	1	0.23428	0.32867	0.948644	176	1
HAUS3	6	0.54407	0.54464	0.9808	281	1	0.10281	0.17137	0.948644	86	1
RAD54B	6	0.54725	0.54748	0.9808	282	1	0.48468	0.5015	0.948644	275	1
UBA52	6	0.54936	0.54961	0.9808	283	1	0.75767	0.75727	0.959985	416	0
MCM8	6	0.55147	0.55163	0.9808	284	1	0.19066	0.28187	0.948644	156	1
RMI1	6	0.55252	0.55282	0.9808	285	1	0.99961	0.99958	0.99958	530	0
WRNIP1	6	0.55356	0.55379	0.9808	286	1	0.0019018	0.0060433	0.948644	2	2
HAUS4	6	0.55461	0.5548	0.9808	287	1	0.21155	0.30778	0.948644	165	2
MCM4	6	0.55565	0.55585	0.9808	288	1	0.75704	0.75673	0.959985	415	0
ANAPC10	6	0.55669	0.55671	0.9808	289	1	0.69225	0.69164	0.959985	377	0
PIF1	6	0.56083	0.56061	0.9808	290	1	0.20599	0.30076	0.948644	160	2
OGG1	6	0.56186	0.56177	0.9808	291	1	0.88423	0.8828	0.974763	480	0
PPP4R2	6	0.56289	0.56267	0.9808	292	1	0.051095	0.1069	0.948644	47	1
CETN2	6	0.56699	0.56657	0.9808	293	1	0.019595	0.047198	0.948644	19	3
ATRX	6	0.57004	0.56945	0.9808	294	1	0.70209	0.70162	0.959985	383	0
RDM1	6	0.57105	0.57059	0.9808	295	1	0.35784	0.40672	0.948644	223	1
NonTargetControl_0032	1	0.5715	0.571	0.9808	296	0	0.4285	0.45682	0.948644	254	0
CINP	6	0.57307	0.57253	0.9808	297	1	0.4395	0.46476	0.948644	257	1
HMGB2	6	0.57407	0.57341	0.9808	298	0	0.94669	0.94525	0.984651	505	0
ALKBH3	6	0.57508	0.57449	0.9808	299	0	0.37187	0.41665	0.948644	228	1
ANKRD17	6	0.57608	0.57544	0.9808	300	0	0.73953	0.73965	0.959985	407	0
NonTargetControl_0029	1	0.57696	0.57621	0.9808	301	0	0.42304	0.45286	0.948644	252	0
