sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
PSMB6_4	PSMB6	147.75/140.74/152.05/132.16/143.72/131.07	8.7842/14.035/11.039	141.04	11.084	70.372	282.08	7.7377	5.0402e-15	1	1.008e-14	2.2719e-12	False
WRN_5	WRN	383.58/373.73/373.22/352.77/390.49/383.03	164.7/165.23/170.6	375.94	166.82	173.92	751.88	7.6263	1.2077e-14	1	2.4154e-14	5.0551e-12	False
PRIM1_2	PRIM1	291.24/294.49/344.19/270.56/302.56/310.49	110.35/117.38/122.43	301.44	116.62	603.36	602.89	7.5275	2.5858e-14	1	5.1716e-14	1.0102e-11	False
ERCC2_2	ERCC2	342.38/342.98/316.55/333/321.47/341.03	140/144.82/147.52	332.74	144.08	131.18	665.47	7.3133	1.3034e-13	1	2.6068e-13	4.7407e-11	False
ANAPC5_2	ANAPC5	355.17/371.36/363.54/364.22/328.09/335.94	154.82/162.68/158.55	352.7	158.65	298.19	705.39	7.3061	1.3753e-13	1	2.7506e-13	4.7407e-11	False
ANAPC5_3	ANAPC5	232.99/224.71/207.34/252.87/220.3/234.14	74.116/82.935/66.232	228.3	74.115	235.17	456.6	7.2157	2.6838e-13	1	5.3677e-13	8.7374e-11	False
RFC3_1	RFC3	136.38/175.04/139.61/142.56/139.93/138.7	20.862/20.415/28.098	144.81	22.874	215.54	289.63	7.1651	3.8861e-13	1	7.7722e-13	1.1986e-10	False
ANAPC5_4	ANAPC5	213.1/242.45/252.96/215.41/219.36/211.24	63.136/85.487/77.27	225.2	74.714	307.89	450.41	7.0909	6.6609e-13	1	1.3322e-12	1.9516e-10	False
POLR2L_2	POLR2L	306.87/275.56/299.96/283.05/298.78/329.58	125.72/130.78/120.42	298.47	125.57	360.65	596.94	7.0766	7.3841e-13	1	1.4768e-12	2.0605e-10	False
PSMB7_1	PSMB7	244.36/215.25/226.7/258.07/224.08/225.23	83.45/81.021/76.267	231.85	80.19	250.07	463.69	7.0428	9.4208e-13	1	1.8842e-12	2.5094e-10	False
RAD21_6	RAD21	245.78/221.16/244.67/247.67/215.57/253.23	90.038/84.849/79.277	237.58	84.607	243.58	475.15	7.0175	1.129e-12	1	2.258e-12	2.8765e-10	False
SPDL1_2	SPDL1	517.13/578.33/540.48/536.96/569.19/567.54	317.33/311.96/338.18	551.18	322.3	561.15	1102.4	6.8937	2.7186e-12	1	5.4372e-12	6.3944e-10	False
POLR2I_6	POLR2I	409.15/296.85/369.07/318.43/323.36/358.85	175.13/159.49/155.54	343.97	163.17	1679.5	687.95	6.8932	2.728e-12	1	5.4559e-12	6.3944e-10	False
UBB_1	UBB	248.62/210.52/221.17/203.96/195.72/222.69	62.587/81.659/77.27	216.47	73.368	343.35	432.95	6.8776	3.0426e-12	1	6.0852e-12	6.8576e-10	False
PSMB4_1	PSMB4	203.16/204.6/186.61/193.55/187.21/201.06	59.842/61.882/65.228	195.89	62.278	64.469	391.79	6.7505	7.3693e-12	1	1.4739e-11	1.5457e-09	False
POLR2E_4	POLR2E	362.27/365.45/279.22/378.78/361.18/365.21	175.13/178.63/161.57	350.28	171.62	1315.5	700.56	6.7501	7.3857e-12	1	1.4771e-11	1.5457e-09	False
PSMA6_2	PSMA6	488.71/412.75/449.25/389.19/459.51/492.46	241.02/237.32/258.91	447.04	245.57	1696.5	894.08	6.7378	8.0385e-12	1	1.6077e-11	1.6243e-09	False
MDM2_6	MDM2	277.03/313.41/301.34/274.72/308.23/315.58	133.96/129.51/138.48	297.92	133.93	328.89	595.84	6.7181	9.2085e-12	1	1.8417e-11	1.7987e-09	False
CDC7_4	CDC7	511.44/510.92/504.54/510.94/542.72/498.83	271.76/297.93/328.15	513.05	298.39	233.33	1026.1	6.7011	1.0346e-11	1	2.0692e-11	1.9557e-09	False
UBA52_3	UBA52	336.7/339.43/393.95/347.57/357.4/390.66	206.43/164.59/177.62	360.22	182.06	643.63	720.45	6.6375	1.5951e-11	1	3.1902e-11	2.921e-09	False
CDC23_5	CDC23	296.92/276.75/320.69/338.2/287.43/311.77	149.88/142.9/131.46	304.6	141.21	513.76	609.19	6.6198	1.7985e-11	1	3.5969e-11	3.1936e-09	False
PSMC4_1	PSMC4	444.67/405.66/424.36/460.99/451.01/496.28	245.96/262.2/241.85	446.26	249.85	974.41	892.53	6.5745	2.4412e-11	1	4.8823e-11	4.2074e-09	False
SMC1A_5	SMC1A	564.01/609.08/587.47/562.97/599.45/561.18	361.8/365.55/351.23	580.38	359.47	435.46	1160.8	6.484	4.4669e-11	1	8.9338e-11	7.4789e-09	False
PSMA7_6	PSMA7	88.082/153.75/99.525/114.47/108.73/94.166	18.666/10.207/13.046	107.92	13.549	559.39	215.84	6.4235	6.6487e-11	1	1.3297e-10	1.0823e-08	False
TOP2A_4	TOP2A	245.78/261.37/258.49/248.71/208.01/262.14	113.1/94.418/108.38	246.66	104.99	418.94	493.31	6.3783	8.9552e-11	1	1.791e-10	1.4183e-08	False
POLR2D_2	POLR2D	167.64/186.86/157.58/190.43/189.1/181.97	60.391/56.14/60.211	178.5	58.881	178.46	357	6.3309	1.2183e-10	1	2.4366e-10	1.8788e-08	False
ANAPC10_5	ANAPC10	247.2/256.64/226.7/274.72/259.07/255.78	129.57/122.49/91.319	252.93	113.17	251.11	505.86	6.214	2.5825e-10	1	5.165e-10	3.8804e-08	False
RBBP4_3	RBBP4	659.19/675.31/680.09/676.4/734.66/706.25	483.13/443.38/453.59	688.21	459.73	739.27	1376.4	6.1585	3.6712e-10	1	7.3423e-10	5.3783e-08	False
CDC45_3	CDC45	443.25/483.72/442.33/467.24/436.82/445.38	276.7/282.62/247.87	452.82	268.62	335.03	905.64	6.1208	4.6551e-10	1	9.3102e-10	6.5609e-08	False
PSMD14_2	PSMD14	115.07/157.3/142.38/138.4/132.37/129.8	30.745/36.364/37.13	135.28	34.625	198.32	270.55	6.1192	4.7024e-10	1	9.4048e-10	6.5609e-08	False
PLK1_2	PLK1	407.73/450.6/456.16/501.58/447.22/423.75	259.13/260.93/276.97	446.9	265.56	1031.8	893.8	6.0657	6.5701e-10	1	1.314e-09	8.9536e-08	False
POLR2C_6	POLR2C	279.87/235.35/221.17/276.8/277.03/287.59	126.27/137.8/112.39	261.71	125.05	760.14	523.41	5.973	1.1647e-09	1	2.3294e-09	1.5512e-07	False
REV3L_4	REV3L	194.63/173.85/150.67/214.37/185.32/170.52	67.528/61.244/74.26	180.46	67.469	480.82	360.92	5.9475	1.3609e-09	1	2.7219e-09	1.7723e-07	False
POLR2J_5	POLR2J	220.2/205.79/217.02/222.69/241.1/188.33	91.685/83.573/104.37	215.24	92.82	313.13	430.49	5.9004	1.8126e-09	1	3.6252e-09	2.3091e-07	False
RUVBL1_4	RUVBL1	99.447/86.335/107.82/94.696/94.55/120.89	23.058/12.759/16.056	100.03	16.782	148.42	200.07	5.8858	1.98e-09	1	3.9599e-09	2.4686e-07	False
UBE2I_1	UBE2I	333.86/361.9/348.34/362.13/327.14/330.85	188.31/210.53/176.62	343.74	191.31	245.67	687.48	5.8136	3.0576e-09	1	6.1152e-09	3.7328e-07	False
RPS27A_3	RPS27A	227.31/270.83/208.73/221.65/266.63/223.96	117.49/113.56/103.36	235.38	111.31	665.6	470.77	5.7186	5.3716e-09	1	1.0743e-08	6.357e-07	False
RPA3_2	RPA3	291.24/337.06/328.99/311.14/332.82/320.67	186.66/198.41/145.51	319.93	175.32	288.51	639.87	5.7169	5.4241e-09	1	1.0848e-08	6.357e-07	False
CDC20_4	CDC20	311.13/312.23/331.75/324.67/320.53/347.4	154.27/184.37/201.71	324.38	179.02	184.46	648.77	5.7071	5.7467e-09	1	1.1493e-08	6.6031e-07	False
SUMO1_5	SUMO1	491.55/551.13/572.27/581.7/530.43/537	351.92/373.21/351.23	543.19	358.64	1051.9	1086.4	5.5992	1.0764e-08	1	2.1529e-08	1.2131e-06	False
CHEK1_3	CHEK1	105.13/109.99/110.58/107.18/131.42/147.61	32.392/30.622/33.116	117.7	32.026	292.35	235.4	5.5841	1.1745e-08	1	2.3491e-08	1.2986e-06	False
PSMC2_2	PSMC2	487.29/480.17/461.69/503.66/450.06/444.11	286.03/303.03/310.08	470.69	299.54	533.13	941.38	5.5781	1.2157e-08	1	2.4314e-08	1.3193e-06	False
CDC23_1	CDC23	146.33/150.2/157.58/140.48/157.9/155.25	43.921/61.244/61.214	151.16	54.812	48.321	302.31	5.5411	1.5029e-08	1	3.0058e-08	1.6013e-06	False
RUVBL1_3	RUVBL1	164.8/173.85/186.61/183.15/190.05/175.61	54.901/86.125/86.302	178.8	74.175	87.414	357.61	5.5329	1.575e-08	1	3.15e-08	1.6481e-06	False
RRM2_4	RRM2	244.36/232.99/183.84/221.65/208.01/234.14	101.57/118.02/97.34	219.87	105.28	483.38	439.75	5.4647	2.3181e-08	1	4.6362e-08	2.3832e-06	False
TOP2A_1	TOP2A	325.33/283.84/298.58/327.79/355.51/332.13	159.76/188.84/200.7	319.67	182.27	653.26	639.34	5.4342	2.7518e-08	1	5.5035e-08	2.7802e-06	False
PSMA6_4	PSMA6	244.36/243.63/261.25/241.42/248.67/232.87	121.88/128.87/126.44	245.22	125.7	87.832	490.44	5.3971	3.3867e-08	1	6.7734e-08	3.3637e-06	False
PSMA7_3	PSMA7	409.15/393.83/456.16/419.37/433.99/397.02	244.31/271.13/278.98	417.7	264.38	563.42	835.4	5.3046	5.6452e-08	1	1.129e-07	5.5135e-06	False
RPA3_6	RPA3	380.74/386.74/358.01/378.78/370.64/383.03	243.21/216.91/235.82	376.2	231.71	109.32	752.4	5.2675	6.9133e-08	1	1.3827e-07	6.6413e-06	False
GAPDH_4	GAPDH	274.19/269.65/234.99/245.59/226.92/227.78	130.12/123.76/134.47	245.8	129.37	434.58	491.6	5.251	7.5636e-08	1	1.5127e-07	7.1488e-06	False
ERCC3_4	ERCC3	673.4/735.63/684.23/685.77/689.27/692.25	461.72/546.73/495.73	693.15	500.19	468.81	1386.3	5.1826	1.0944e-07	1	2.1887e-07	1.0179e-05	False
ESPL1_6	ESPL1	188.95/277.93/222.55/212.29/239.21/257.05	110.9/114.83/135.47	231.16	119.94	1026.9	462.31	5.1727	1.154e-07	1	2.3079e-07	1.0566e-05	False
ANAPC4_6	ANAPC4	302.6/328.78/284.75/321.55/302.56/339.76	174.04/205.42/174.61	312.79	184.13	410.91	625.57	5.144	1.3449e-07	1	2.6898e-07	1.2125e-05	False
PSMC3_3	PSMC3	234.41/287.39/247.43/252.87/279.87/265.96	138.35/154.39/138.48	260.67	143.55	407.23	521.34	5.1296	1.4517e-07	1	2.9035e-07	1.289e-05	False
GINS3_1	GINS3	146.33/163.21/154.82/152.97/183.43/164.15	70.273/63.796/73.256	160.4	68.994	167.32	320.8	5.1034	1.6682e-07	1	3.3364e-07	1.459e-05	False
FEN1_4	FEN1	252.88/230.62/229.46/262.24/257.18/269.77	132.86/148.01/129.45	249.89	136.54	279.68	499.77	5.0701	1.9882e-07	1	3.9764e-07	1.7134e-05	False
NIPBL_4	NIPBL	210.26/221.16/259.87/214.37/190.05/216.33	119.68/104.63/113.4	217.72	112.4	524.65	435.43	5.0471	2.2423e-07	1	4.4845e-07	1.9043e-05	False
RPA2_4	RPA2	221.63/246/258.49/263.28/253.39/267.23	133.41/139.71/143.5	251.2	138.81	272.48	502.39	5.014	2.6654e-07	1	5.3308e-07	2.2313e-05	False
PSMC1_4	PSMC1	103.71/118.27/117.49/125.91/131.42/117.07	43.921/44.657/37.13	118.66	41.76	88.623	237.33	4.992	2.9884e-07	1	5.9767e-07	2.4664e-05	False
CDK1_5	CDK1	127.86/113.54/103.67/109.26/86.986/105.62	46.666/26.156/34.119	107.12	34.665	179.09	214.24	4.9501	3.7081e-07	1	7.4162e-07	3.018e-05	False
WRN_6	WRN	110.81/100.53/120.26/117.59/119.13/87.803	37.882/25.518/51.179	108.68	36.715	165.91	217.36	4.8813	5.2688e-07	1	1.0538e-06	4.2295e-05	False
TDG_5	TDG	689.03/652.84/718.79/676.4/654.29/650.25	478.74/501.44/512.79	673.16	497.45	727.67	1346.3	4.7886	8.3959e-07	1	1.6792e-06	6.6487e-05	False
RAD21_2	RAD21	187.53/208.15/178.32/175.86/210.85/202.33	107.06/93.78/99.347	193.33	99.914	234.33	386.67	4.7508	1.013e-06	1	2.026e-06	7.9148e-05	False
TOP2A_3	TOP2A	153.43/149.02/129.94/157.13/175.86/148.88	77.959/66.986/63.221	151.77	69.115	220.93	303.55	4.7443	1.046e-06	1	2.092e-06	8.065e-05	False
RAD9A_2	RAD9A	382.16/340.61/324.84/359.01/400.89/352.49	252.54/191.39/265.93	359.12	234.25	767.54	718.25	4.6595	1.5849e-06	1	3.1698e-06	0.00012062	False
UBTF_6	UBTF	406.31/416.3/370.45/416.25/384.82/404.66	283.29/262.2/259.91	399.44	268.26	339.04	798.88	4.641	1.7337e-06	1	3.4673e-06	0.00013025	False
RPA1_2	RPA1	322.49/319.32/312.4/306.98/310.13/283.77	213.57/189.47/180.63	308.92	194.07	188.45	617.84	4.6205	1.9137e-06	1	3.8273e-06	0.00014195	False
POLR2D_1	POLR2D	150.59/158.48/157.58/121.75/172.08/151.43	83.45/59.33/72.253	151.17	70.989	279.54	302.33	4.6111	2.0028e-06	1	4.0055e-06	0.00014667	False
POLR1A_2	POLR1A	96.606/95.797/80.173/93.656/104.95/120.89	29.647/30.622/41.144	97.923	33.429	183.27	195.85	4.6086	2.0274e-06	1	4.0548e-06	0.00014667	False
XRCC5_1	XRCC5	291.24/347.71/299.96/312.19/305.4/330.85	211.92/185.01/199.7	313.98	198.57	442.58	627.97	4.6056	2.0559e-06	1	4.1119e-06	0.00014692	False
ORC6_4	ORC6	136.38/141.92/132.7/125.91/157.9/137.43	82.352/58.054/51.179	138.37	62.548	117.22	276.74	4.5578	2.5846e-06	1	5.1692e-06	0.00018248	False
UBE2C_1	UBE2C	853.83/930.77/895.73/1053.1/956.85/907.3	739.52/712.6/751.63	930.91	734.4	4668.3	1861.8	4.5543	2.6281e-06	1	5.2562e-06	0.00018334	False
GAPDH_5	GAPDH	177.58/208.15/199.05/191.47/220.3/231.6	116.39/107.82/112.39	203.91	112.14	384.93	407.82	4.544	2.7597e-06	1	5.5195e-06	0.00019026	False
MCM3_6	MCM3	277.03/305.13/244.67/287.21/246.78/296.5	164.15/159.49/183.64	275.22	168.78	647.38	550.45	4.537	2.8537e-06	1	5.7074e-06	0.00019445	False
KIF23_5	KIF23	139.23/146.65/186.61/160.25/142.77/133.61	65.881/84.211/70.246	150.56	73.044	377.02	301.12	4.467	3.9654e-06	1	7.9309e-06	0.0002671	False
PSMC2_4	PSMC2	190.37/197.51/192.14/201.88/183.43/199.78	107.61/110.37/103.36	194.08	107.07	47.224	388.16	4.4163	5.0198e-06	0.99999	1.004e-05	0.00033427	False
CDC45_6	CDC45	309.71/324.05/311.02/306.98/329.04/319.4	210.27/205.42/201.71	316.6	205.77	77.848	633.19	4.4043	5.306e-06	0.99999	1.0612e-05	0.00034936	False
TRRAP_6	TRRAP	227.31/236.54/223.93/224.77/249.61/251.96	150.98/140.35/129.45	235.41	139.98	157.47	470.82	4.3979	5.4661e-06	0.99999	1.0932e-05	0.0003559	False
PSMC5_3	PSMC5	211.68/237.72/219.78/198.76/254.34/201.06	124.08/131.42/127.45	219.69	127.61	475.04	439.37	4.3926	5.6012e-06	0.99999	1.1202e-05	0.00036069	False
PPP4R2_6	PPP4R2	505.76/426.95/409.16/482.85/397.11/431.38	312.39/311.32/307.07	440.52	310.25	1836.7	881.04	4.3887	5.7012e-06	0.99999	1.1402e-05	0.00036314	False
GTF2H2_2	GTF2H2	242.94/208.15/266.78/244.54/244.89/215.05	150.43/144.18/129.45	236.22	141.07	471.87	472.44	4.3774	6.0054e-06	0.99999	1.2011e-05	0.00037462	False
PSMB3_4	PSMB3	301.18/308.68/284.75/323.63/277.03/297.77	203.68/200.96/171.6	298.45	191.51	278.6	596.91	4.3773	6.0093e-06	0.99999	1.2019e-05	0.00037462	False
CEP192_5	CEP192	268.51/273.2/250.19/267.44/257.18/236.69	170.19/161.4/147.52	258.56	159.43	188.47	517.12	4.3592	6.5262e-06	0.99999	1.3052e-05	0.00039902	False
HAUS1_4	HAUS1	93.765/95.797/123.02/126.96/86.041/101.8	47.215/42.105/34.119	103.49	40.783	278.65	206.99	4.3589	6.5369e-06	0.99999	1.3074e-05	0.00039902	False
MAD2L2_4	MAD2L2	0/0/0/0/0/1.2725	1.647/0.63796/3.0105	0.054734	1.4888	0.29959	0.10947	4.3342	0.99999	1.2929e-05	2.5859e-05	0.00073744	True
RBX1_5	RBX1	311.13/272.02/270.93/262.24/282.71/269.77	182.27/158.85/187.66	277.7	175.8	304.53	555.39	4.3236	7.6754e-06	0.99999	1.5351e-05	0.00046097	False
SF3B3_5	SF3B3	201.74/196.32/204.58/213.33/208.01/216.33	126.27/106.54/124.44	206.61	118.74	55.035	413.21	4.3226	7.7091e-06	0.99999	1.5418e-05	0.00046097	False
POLR2L_5	POLR2L	366.53/374.91/362.16/395.43/361.18/425.02	265.72/267.31/252.88	380.21	261.89	628.53	760.42	4.2908	8.9018e-06	0.99999	1.7804e-05	0.00052691	False
PSMD7_2	PSMD7	180.43/217.61/192.14/192.51/212.74/181.97	109.25/110.37/116.41	195.73	111.97	242.99	391.45	4.2336	1.1501e-05	0.99999	2.3003e-05	0.00067398	False
GINS4_3	GINS4	208.84/211.7/200.43/175.86/189.1/201.06	114.19/103.99/123.43	197.45	113.59	178.07	394.89	4.2197	1.2232e-05	0.99999	2.4464e-05	0.00070969	False
MCM4_5	MCM4	599.53/622.09/637.24/584.83/630.65/634.98	514.42/438.28/460.61	617.91	470.04	455.47	1235.8	4.2062	1.2982e-05	0.99999	2.5964e-05	0.00073744	False
CDC20_2	CDC20	184.69/221.16/207.34/169.62/193.83/234.14	105.41/121.21/123.43	200.62	116.4	570.37	401.24	4.2044	1.3088e-05	0.99999	2.6175e-05	0.00073744	False
WEE1_3	WEE1	247.2/276.75/275.08/243.5/265.69/279.95	172.39/207.34/134.47	264.3	168.76	248.59	528.59	4.1552	1.6247e-05	0.99998	3.2494e-05	0.00090674	False
POLR2D_6	POLR2D	82.399/80.422/70.497/87.412/86.986/94.166	34.588/28.708/27.095	83.317	29.965	64.302	166.63	4.133	1.79e-05	0.99998	3.58e-05	0.00098956	False
INO80_3	INO80	319.65/333.52/291.66/283.05/314.85/313.04	192.15/224.56/203.71	308.82	206.38	347.98	617.64	4.122	1.8782e-05	0.99998	3.7564e-05	0.0010286	False
PSMB5_6	PSMB5	197.47/232.99/208.73/233.1/250.56/243.05	157.02/140.99/123.43	226.86	139.8	418.51	453.72	4.087	2.1845e-05	0.99998	4.369e-05	0.0011853	False
PSMA3_5	PSMA3	234.41/232.99/250.19/224.77/222.19/251.96	129.02/167.15/151.53	235.81	148.39	156.96	471.62	4.0254	2.8445e-05	0.99997	5.6889e-05	0.0015292	False
PSMB7_6	PSMB7	342.38/306.31/284.75/331.96/299.72/353.76	200.94/231.58/221.78	318.87	217.72	725.92	637.73	4.0054	3.0955e-05	0.99997	6.1909e-05	0.001649	False
XRCC6_6	XRCC6	211.68/160.84/186.61/180.03/197.61/197.24	125.17/108.45/100.35	188.3	110.86	307.67	376.61	3.9908	3.2919e-05	0.99997	6.5837e-05	0.0017379	False
MMS22L_1	MMS22L	159.12/137.19/138.23/152.97/143.72/170.52	84.548/74.641/84.295	149.83	81.027	171.15	299.65	3.9744	3.5272e-05	0.99996	7.0544e-05	0.0018455	False
PSMD1_4	PSMD1	122.18/106.44/116.11/128/146.55/143.79	70.273/61.244/64.225	126.37	65.141	246.7	252.75	3.8516	5.8681e-05	0.99994	0.00011736	0.0030431	False
GTF2H2_3	GTF2H2	274.19/251.91/228.08/244.54/208.01/234.14	160.31/160.13/145.51	239.27	155.16	507.15	478.54	3.845	6.0284e-05	0.99994	0.00012057	0.0030988	False
UBA52_1	UBA52	126.44/125.36/127.17/130.08/116.3/131.07	70.273/70.814/56.197	125.98	65.395	27.692	251.95	3.8166	6.7652e-05	0.99993	0.0001353	0.0034473	False
HAUS3_4	HAUS3	437.57/416.3/409.16/441.22/401.84/433.93	302.5/293.46/345.21	423.07	312.94	269.53	846.14	3.7862	7.6488e-05	0.99992	0.00015298	0.003864	False
POLR2K_4	POLR2K	98.027/107.62/93.996/109.26/107.79/106.89	52.156/42.743/54.19	103.77	49.435	39.89	207.53	3.7715	8.1142e-05	0.99992	0.00016228	0.004064	False
RAD9A_1	RAD9A	144.91/163.21/193.52/171.7/209.9/159.06	90.038/102.71/116.41	172.38	102.49	574.27	344.76	3.7642	8.3546e-05	0.99992	0.00016709	0.004149	False
YBX1_6	YBX1	119.34/124.18/111.97/123.83/122.92/104.35	58.744/56.778/65.228	117.53	60.144	64.204	235.06	3.7428	9.098e-05	0.99991	0.00018196	0.0044802	False
UBC_1	UBC	159.12/139.56/145.14/165.46/165.46/167.97	100.47/85.487/86.302	156.73	90.501	142.76	313.46	3.7407	9.1763e-05	0.99991	0.00018353	0.0044811	False
PSMC5_4	PSMC5	164.8/222.34/196.29/194.6/198.56/206.15	136.15/116.75/115.4	196.34	122.41	355.04	392.68	3.7306	9.5512e-05	0.9999	0.00019102	0.0046256	False
PNKP_1	PNKP	96.606/96.98/88.467/96.777/111.57/85.258	51.058/35.088/48.168	95.592	44.192	83.438	191.18	3.7174	0.00010064	0.9999	0.00020128	0.004834	False
MCM5_1	MCM5	153.43/128.91/154.82/158.17/136.15/159.06	85.646/80.383/86.302	147.95	84.068	161.37	295.91	3.7139	0.00010204	0.9999	0.00020409	0.0048615	False
VCP_5	VCP	196.05/221.16/215.64/201.88/208.01/257.05	130.66/148.64/137.48	215.77	138.73	474.96	431.55	3.7086	0.00010422	0.9999	0.00020845	0.0049254	False
SPDL1_5	SPDL1	308.29/318.14/317.93/309.06/291.22/282.5	206.98/244.34/190.67	304.23	212.85	212.52	608.45	3.7046	0.00010586	0.99989	0.00021172	0.0049628	False
POLR2A_6	POLR2A	426.2/402.11/429.89/389.19/408.46/414.84	306.35/333.01/282.99	411.55	306.77	232.12	823.09	3.652	0.00013012	0.99987	0.00026023	0.0060515	False
CDKN1A_3	CDKN1A	254.3/249.55/270.93/297.62/285.54/296.5	191.6/200.96/178.62	275.07	190.17	435.41	550.15	3.6197	0.00014748	0.99985	0.00029496	0.0068051	False
RFC4_3	RFC4	169.06/173.85/182.46/188.35/157.9/174.33	116.39/107.18/97.34	174.06	106.69	112.23	348.11	3.6109	0.00015259	0.99985	0.00030518	0.0069858	False
GAPDH_6	GAPDH	119.34/104.08/74.644/73.884/82.259/95.439	40.627/38.278/47.165	90.178	41.86	328.11	180.36	3.5979	0.0001604	0.99984	0.00032079	0.0072862	False
PSMD14_6	PSMD14	306.87/298.03/342.81/368.38/339.44/309.22	222.35/228.39/254.89	326.54	234.8	736.2	653.07	3.5899	0.0001654	0.99983	0.00033079	0.0074555	False
WEE1_5	WEE1	63.93/92.249/81.555/66.599/54.839/80.168	24.705/26.156/38.133	72.131	29.102	191	144.26	3.5825	0.00017014	0.99983	0.00034028	0.0076108	False
PSMB5_3	PSMB5	210.26/210.52/212.87/233.1/187.21/223.96	138.9/144.18/134.47	212.5	139.13	240.87	425.01	3.5593	0.00018591	0.99981	0.00037182	0.0082532	False
PSMD8_5	PSMD8	133.54/145.47/145.14/159.21/172.08/164.15	82.352/88.676/102.36	152.71	90.755	205.13	305.41	3.545	0.00019632	0.9998	0.00039263	0.0086266	False
ATR_4	ATR	478.77/493.18/461.69/449.55/433.99/440.29	359.6/344.5/351.23	459.1	351.72	526.1	918.21	3.5437	0.00019726	0.9998	0.00039453	0.0086266	False
RRM2_6	RRM2	234.41/218.8/234.99/214.37/252.45/211.24	154.82/155.66/146.51	227.26	152.28	248	454.53	3.5173	0.00021797	0.99978	0.00043594	0.0094615	False
CHAF1A_4	CHAF1A	316.81/355.99/302.72/311.14/324.31/376.66	394.19/421.69/447.57	330.26	420.58	831.04	660.52	3.5144	0.99978	0.00022041	0.00044082	0.0094971	True
PSMD3_5	PSMD3	144.91/151.38/164.49/162.34/137.1/194.69	103.76/100.16/84.295	158.13	95.686	411.56	316.27	3.5114	0.00022284	0.99978	0.00044569	0.0095319	False
PSMB4_2	PSMB4	93.765/111.17/76.026/86.371/87.932/83.986	50.509/37.64/40.14	89.253	42.417	142.71	178.51	3.5055	0.00022785	0.99977	0.0004557	0.0096754	False
CDC7_2	CDC7	261.4/263.74/250.19/303.86/292.16/282.5	193.25/199.04/186.65	275.01	192.92	422.11	550.02	3.5004	0.0002323	0.99977	0.00046461	0.0097936	False
MMS22L_3	MMS22L	89.503/93.432/66.35/79.087/83.204/85.258	40.627/28.708/45.158	82.325	37.486	89.988	164.65	3.4944	0.00023759	0.99976	0.00047518	0.0099449	False
POLR2K_3	POLR2K	65.351/60.317/58.056/62.437/63.349/63.626	25.254/18.501/27.095	62.143	23.308	6.8135	124.29	3.4835	0.00024743	0.99975	0.00049487	0.010283	False
TPR_2	TPR	291.24/282.66/280.61/280.97/305.4/282.5	208.62/220.1/185.65	287.09	204.28	94.526	574.19	3.4561	0.00027406	0.99973	0.00054812	0.01131	False
