sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
UBA52_3	UBA52	320.37/323.19/374.87/330.8/340.62/372.15	134.79/136.2/141.67	342.97	137.52	585.01	685.94	7.8444	2.175e-15	1	4.3499e-15	5.3106e-13	False
PSMA6_2	PSMA6	465/393/427.49/370.41/437.94/469.12	203.85/168.92/231.83	425.63	199.86	1542.1	851.25	7.7381	5.0447e-15	1	1.0089e-14	1.1825e-12	False
POLR2E_4	POLR2E	344.7/347.96/265.7/360.51/344.23/347.9	132.29/131.77/141.03	333.5	134.97	1196.7	667	7.6873	7.5151e-15	1	1.503e-14	1.6938e-12	False
PSMB6_4	PSMB6	140.58/134/144.69/125.78/136.97/124.86	9.9845/7.9595/9.0155	134.28	8.9486	63.269	268.57	7.648	1.0082e-14	1	2.0165e-14	2.1883e-12	False
ANAPC5_3	ANAPC5	221.69/213.96/197.3/240.67/209.96/223.05	60.739/67.213/52.161	217.37	59.716	212.62	434.73	7.5611	1.9991e-14	1	3.9983e-14	4.1839e-12	False
ANAPC5_4	ANAPC5	202.76/230.85/240.71/205.01/209.06/201.23	68.227/59.254/48.941	214.42	58.272	277.6	428.83	7.5402	2.3462e-14	1	4.6924e-14	4.7409e-12	False
PSMC4_1	PSMC4	423.1/386.25/403.81/438.75/429.83/472.76	246.28/175.99/200.27	424.89	205.52	889.83	849.78	7.5253	2.6308e-14	1	5.2616e-14	5.1389e-12	False
RAD21_6	RAD21	233.85/210.58/232.82/235.72/205.45/241.23	71.555/76.057/54.737	226.2	66.787	218.65	452.39	7.4947	3.3227e-14	1	6.6453e-14	6.2809e-12	False
RAD9A_2	RAD9A	363.62/324.31/309.1/341.69/382.07/335.78	169.74/156.54/123.64	341.92	148.66	701.59	683.84	7.3905	7.3149e-14	1	1.463e-13	1.2995e-11	False
ANAPC10_5	ANAPC10	235.21/244.36/215.72/261.47/246.91/243.65	95.684/86.67/58.601	240.81	78.623	229.15	481.63	7.3904	7.318e-14	1	1.4636e-13	1.2995e-11	False
CDC23_5	CDC23	282.52/263.5/305.16/321.88/273.94/296.99	130.63/120.28/99.171	290.01	115.93	462.23	580.02	7.228	2.4512e-13	1	4.9024e-13	4.2247e-11	False
PSMB7_1	PSMB7	232.5/204.95/215.72/245.62/213.56/214.56	64.899/87.554/62.465	220.74	70.804	224.36	441.48	7.136	4.8054e-13	1	9.6107e-13	8.0456e-11	False
CDC45_3	CDC45	421.75/460.57/420.91/444.69/416.32/424.27	237.13/227.29/204.14	431.13	222.41	301.9	862.27	7.1079	5.8917e-13	1	1.1783e-12	9.5904e-11	False
UBB_1	UBB	236.56/200.44/210.45/194.12/186.53/212.14	49.09/70.751/68.904	206.1	62.087	308.3	412.21	7.0934	6.5413e-13	1	1.3083e-12	1.036e-10	False
TOP2A_4	TOP2A	233.85/248.86/245.97/236.71/198.25/249.71	84.036/78.71/92.731	234.84	84.965	377.07	469.68	6.9156	2.3293e-12	1	4.6585e-12	3.592e-10	False
TOP2A_1	TOP2A	309.55/270.26/284.11/311.98/338.82/316.39	138.95/135.31/130.08	304.36	134.73	597.98	608.72	6.8753	3.0939e-12	1	6.1877e-12	4.6487e-10	False
SPDL1_2	SPDL1	492.04/550.65/514.3/511.05/542.47/540.64	296.21/312.19/300.09	524.78	302.75	520.88	1049.6	6.8533	3.6081e-12	1	7.2162e-12	5.2858e-10	False
POLR2C_6	POLR2C	266.3/224.09/210.45/263.45/264.03/273.96	113.16/92.861/88.223	249.17	97.507	692.06	498.34	6.7939	5.4573e-12	1	1.0915e-11	7.7999e-10	False
GAPDH_4	GAPDH	260.89/256.75/223.61/233.74/216.27/216.98	103.17/90.207/78.564	234.03	90.091	390.45	468.05	6.6531	1.435e-11	1	2.87e-11	2.0022e-09	False
SUMO1_5	SUMO1	467.71/524.75/544.55/553.64/505.53/511.55	289.55/334.3/289.78	517.18	303.84	950.15	1034.4	6.6333	1.6411e-11	1	3.2822e-11	2.1897e-09	False
SMC1A_5	SMC1A	536.65/579.93/559.02/535.81/571.31/534.58	353.62/337.84/306.53	552.58	332.08	399.85	1105.2	6.633	1.6442e-11	1	3.2883e-11	2.1897e-09	False
UBE2I_1	UBE2I	317.66/344.58/331.47/344.66/311.79/315.17	161.42/158.31/157.77	327.28	159.16	219.62	654.56	6.5713	2.4941e-11	1	4.9881e-11	3.2478e-09	False
PSMA7_6	PSMA7	83.809/146.39/94.704/108.95/103.63/89.703	9.1524/10.613/7.0836	102.75	8.8296	507.47	205.5	6.5517	2.8056e-11	1	5.6112e-11	3.5741e-09	False
PSMA7_3	PSMA7	389.31/374.99/434.06/399.14/413.61/378.21	183.88/236.13/222.81	397.7	213.08	508.77	795.39	6.546	2.9548e-11	1	5.9096e-11	3.6841e-09	False
PSMB4_1	PSMB4	193.3/194.81/177.57/184.22/178.42/191.53	76.548/47.757/63.109	186.51	61.334	58.166	373.02	6.4813	4.548e-11	1	9.096e-11	5.5524e-09	False
RRM2_4	RRM2	232.5/221.84/174.94/210.96/198.25/223.05	79.044/68.098/88.223	209.34	78.019	437.91	418.69	6.418	6.9024e-11	1	1.3805e-10	8.2547e-09	False
PSMA6_4	PSMA6	232.5/231.97/248.6/229.78/236.99/221.83	91.524/96.398/97.883	233.47	95.229	78.707	466.95	6.3976	7.8938e-11	1	1.5788e-10	9.2515e-09	False
CDC23_1	CDC23	139.23/143.01/149.95/133.71/150.49/147.89	37.442/33.607/37.35	143.92	36.088	44.475	287.83	6.3557	1.0376e-10	1	2.0753e-10	1.1923e-08	False
POLR2J_5	POLR2J	209.52/195.94/206.51/211.95/229.78/179.41	88.196/62.791/80.496	204.93	76.392	284.57	409.87	6.3493	1.0818e-10	1	2.1636e-10	1.2191e-08	False
POLR2D_2	POLR2D	159.51/177.92/149.95/181.25/180.22/173.35	48.258/48.641/63.753	169.95	53.092	163.46	339.9	6.3385	1.1603e-10	1	2.3205e-10	1.2829e-08	False
PSMC3_3	PSMC3	223.04/273.64/235.45/240.67/266.73/253.35	112.33/109.66/101.1	248.19	107.59	373.9	496.37	6.3106	1.3894e-10	1	2.7788e-10	1.4639e-08	False
PSMD14_2	PSMD14	109.49/149.77/135.48/131.72/126.16/123.65	30.785/29.185/23.183	128.8	27.515	179.85	257.59	6.3105	1.3904e-10	1	2.7808e-10	1.4639e-08	False
CDC20_4	CDC20	296.04/297.29/315.68/309.01/305.48/330.93	119.81/145.04/202.21	308.85	152.03	168.73	617.69	6.3096	1.399e-10	1	2.798e-10	1.4639e-08	False
RBM14_2	RBM14	333.88/289.4/317/296.13/309.98/326.08	138.95/164.5/162.28	311.69	154.8	293.92	623.37	6.2838	1.6519e-10	1	3.3039e-10	1.6983e-08	False
ERCC3_4	ERCC3	640.73/700.42/651.09/652.68/656.91/659.44	459.29/426.27/412.14	659.95	432.12	429.62	1319.9	6.271	1.7933e-10	1	3.5866e-10	1.8118e-08	False
XRCC5_1	XRCC5	277.11/331.07/285.43/297.12/291.06/315.17	148.93/135.31/155.84	298.94	146.44	404.04	597.89	6.2368	2.2331e-10	1	4.4662e-10	2.218e-08	False
GINS4_3	GINS4	198.71/201.57/190.72/167.38/180.22/191.53	69.891/53.948/81.14	187.99	67.383	160.88	375.98	6.2199	2.4866e-10	1	4.9732e-10	2.4286e-08	False
MCM3_6	MCM3	263.59/290.53/232.82/273.35/235.19/282.44	128.97/113.2/117.85	262.04	119.83	586.66	524.08	6.2123	2.6115e-10	1	5.2231e-10	2.5088e-08	False
RPA2_4	RPA2	210.87/234.23/245.97/250.57/241.5/254.56	120.65/86.67/105.61	239.17	103.36	248.75	478.33	6.2093	2.6613e-10	1	5.3225e-10	2.5153e-08	False
FEN1_4	FEN1	240.61/219.59/218.35/249.58/245.1/256.99	99.845/105.24/103.03	237.92	102.68	255.55	475.83	6.1995	2.832e-10	1	5.664e-10	2.6342e-08	False
TRRAP_6	TRRAP	216.28/225.22/213.09/213.93/237.89/240.02	117.32/68.098/101.1	224.14	93.132	146.14	448.27	6.1875	3.0567e-10	1	6.1134e-10	2.7988e-08	False
RPA3_2	RPA3	277.11/320.93/313.05/296.13/317.19/305.48	162.25/141.5/153.91	304.61	152.31	264.97	609.22	6.1703	3.4073e-10	1	6.8146e-10	3.0718e-08	False
CHEK1_3	CHEK1	100.03/104.73/105.23/102.01/125.26/140.62	21.633/27.416/14.167	112.06	20.334	267.13	224.13	6.1273	4.4699e-10	1	8.9398e-10	3.9687e-08	False
GAPDH_5	GAPDH	168.97/198.19/189.41/182.24/209.96/220.62	81.54/93.745/52.805	194.14	73.907	353.12	388.28	6.1018	5.2443e-10	1	1.0489e-09	4.5868e-08	False
ANAPC4_6	ANAPC4	287.92/313.05/270.96/306.04/288.36/323.66	147.27/150.35/150.69	297.81	149.43	375.23	595.61	6.0798	6.0168e-10	1	1.2034e-09	5.1851e-08	False
UBE2C_1	UBE2C	812.41/886.23/852.34/1002.3/911.93/864.3	644.83/616.42/631.09	886.32	630.67	4241.7	1772.6	6.0721	6.3122e-10	1	1.2624e-09	5.3608e-08	False
PLK1_2	PLK1	387.95/429.04/434.06/477.38/426.23/403.66	247.12/250.28/251.79	425.49	249.72	932.83	850.99	6.0254	8.4337e-10	1	1.6867e-09	7.0602e-08	False
NIPBL_4	NIPBL	200.06/210.58/247.28/204.02/181.12/206.08	88.196/73.404/94.663	207.29	84.941	471.87	414.58	6.0089	9.3413e-10	1	1.8683e-09	7.6576e-08	False
RPS27A_3	RPS27A	216.28/257.87/198.62/210.96/254.12/213.35	89.028/117.62/86.935	224.11	96.919	608.05	448.22	6.0077	9.4087e-10	1	1.8817e-09	7.6576e-08	False
ATR_4	ATR	455.54/469.58/439.32/427.86/413.61/419.42	256.27/255.59/267.25	437.11	259.65	469.85	874.23	6.0021	9.7363e-10	1	1.9473e-09	7.8157e-08	False
RUVBL1_4	RUVBL1	94.623/82.204/102.6/90.127/90.112/115.16	16.641/10.613/11.591	95.242	12.699	134.73	190.48	5.9807	1.1084e-09	1	2.2168e-09	8.7774e-08	False
RUVBL1_3	RUVBL1	156.8/165.53/177.57/174.31/181.12/167.28	54.082/64.56/61.821	170.24	59.987	80.041	340.48	5.9751	1.1495e-09	1	2.299e-09	8.9813e-08	False
MCM4_5	MCM4	570.44/592.32/606.37/556.61/601.05/604.89	370.26/396.21/388.96	588.31	384.98	420.7	1176.6	5.9276	1.5369e-09	1	3.0738e-09	1.185e-07	False
TOP2A_3	TOP2A	145.99/141.89/123.64/149.55/167.61/141.83	42.434/41.566/54.093	144.5	45.695	202.14	289.01	5.8122	3.0827e-09	1	6.1655e-09	2.3241e-07	False
PSMC2_2	PSMC2	463.65/457.19/439.32/479.36/428.93/423.06	272.08/284.77/265.96	448.15	274.16	474.56	896.29	5.8116	3.0935e-09	1	6.187e-09	2.3241e-07	False
RPA3_6	RPA3	362.27/368.23/340.67/360.51/353.24/364.87	202.19/205.18/202.85	358.18	203.4	99.774	716.36	5.783	3.6695e-09	1	7.339e-09	2.7219e-07	False
ORC6_4	ORC6	129.77/135.13/126.27/119.84/150.49/130.92	43.266/38.913/35.418	131.74	39.068	107.8	263.48	5.7092	5.6747e-09	1	1.1349e-08	4.1567e-07	False
ESPL1_6	ESPL1	179.78/264.63/211.77/202.04/227.98/244.87	121.48/102.59/84.36	220.08	101.68	935.89	440.17	5.6435	8.332e-09	1	1.6664e-08	6.0278e-07	False
RPA1_2	RPA1	306.85/304.04/297.27/292.17/295.57/270.32	188.04/141.5/147.47	294.12	157.73	168.52	588.25	5.6237	9.3446e-09	1	1.8689e-08	6.6554e-07	False
HAUS8_1	HAUS8	419.05/394.13/390.66/394.18/412.71/383.06	242.12/247.63/230.54	398.77	239.99	192.16	797.53	5.6222	9.4266e-09	1	1.8853e-08	6.6554e-07	False
CDK1_5	CDK1	121.66/108.1/98.65/103.99/82.903/100.61	37.442/15.919/18.031	101.99	22.075	161.12	203.98	5.5954	1.1003e-08	1	2.2006e-08	7.6758e-07	False
GINS3_1	GINS3	139.23/155.4/147.32/145.59/174.82/156.37	49.922/58.37/61.177	152.72	56.281	154.16	305.43	5.518	1.7142e-08	1	3.4285e-08	1.1818e-06	False
PSMC1_4	PSMC1	98.678/112.61/111.8/119.84/125.26/111.52	31.617/29.185/29.622	112.98	30.123	81.184	225.96	5.512	1.7734e-08	1	3.5468e-08	1.2084e-06	False
TUBB_5	TUBB	279.81/295.03/247.28/254.54/272.14/288.51	143.94/128.24/164.86	272.34	144.91	355.41	544.67	5.4599	2.3819e-08	1	4.7638e-08	1.6044e-06	False
INO80_3	INO80	304.15/317.56/277.54/269.39/300.07/298.2	173.06/179.53/136.52	294.03	161.88	317.75	588.06	5.4496	2.5238e-08	1	5.0476e-08	1.6806e-06	False
POLR1A_2	POLR1A	91.92/91.213/76.29/89.137/100.02/115.16	18.305/19.457/19.319	93.233	19.02	167.31	186.47	5.4348	2.743e-08	1	5.486e-08	1.8061e-06	False
WRN_6	WRN	105.44/95.717/114.43/111.92/113.54/83.642	40.77/31.838/16.099	103.48	27.552	150.01	206.95	5.2776	6.5427e-08	1	1.3085e-07	4.2601e-06	False
CDC20_2	CDC20	175.73/210.58/197.3/161.44/184.73/223.05	91.524/78.71/95.307	191.01	88.22	519.26	382.02	5.259	7.2408e-08	1	1.4482e-07	4.6482e-06	False
SF3B3_5	SF3B3	191.95/186.93/194.67/203.03/198.25/206.08	104.84/76.942/97.883	196.71	92.427	50.507	393.42	5.2576	7.2975e-08	1	1.4595e-07	4.6482e-06	False
PSMB3_4	PSMB3	286.57/293.91/270.96/308.02/264.03/283.66	137.29/168.03/175.16	284.16	159.28	249.97	568.32	5.2385	8.0959e-08	1	1.6192e-07	5.1013e-06	False
PNKP_1	PNKP	91.92/92.339/84.182/92.108/106.33/81.218	24.129/16.803/22.539	91.013	20.908	76.211	182.03	5.1962	1.0171e-07	1	2.0343e-07	6.2842e-06	False
PSMD14_6	PSMD14	291.98/283.77/326.2/350.61/323.5/294.57	170.57/194.57/179.67	310.9	181.33	666.04	621.79	5.1959	1.0188e-07	1	2.0375e-07	6.2842e-06	False
MMS22L_1	MMS22L	151.4/130.63/131.53/145.59/136.97/162.44	49.922/70.751/48.297	142.65	55.462	155.41	285.3	5.1619	1.2226e-07	1	2.4452e-07	7.4629e-06	False
CEP192_5	CEP192	255.48/260.12/238.08/254.54/245.1/225.47	140.61/136.2/123.64	246.17	133.29	169.31	492.35	5.0875	1.8136e-07	1	3.6272e-07	1.0957e-05	False
PSMA3_5	PSMA3	223.04/221.84/238.08/213.93/211.76/240.02	104/122.05/125.57	224.52	116.81	141.65	449.03	5.0827	1.8609e-07	1	3.7217e-07	1.1127e-05	False
RAD9A_1	RAD9A	137.88/155.4/184.15/163.42/200.05/151.53	59.075/80.479/79.208	164.12	72.214	523.12	328.25	5.073	1.9582e-07	1	3.9165e-07	1.1591e-05	False
POLR2L_5	POLR2L	348.75/356.97/344.62/376.36/344.23/404.88	250.44/207.83/226.68	362	227.65	572.66	724	4.9929	2.9734e-07	1	5.9468e-07	1.7424e-05	False
POLR2D_1	POLR2D	143.29/150.9/149.95/115.88/164/144.25	58.243/54.832/65.685	143.92	59.418	255.03	287.85	4.9809	3.164e-07	1	6.328e-07	1.8357e-05	False
PSMB7_3	PSMB7	89.216/90.087/93.389/97.06/96.42/93.34	47.426/24.763/14.167	93.206	25.541	10.177	186.41	4.9559	3.599e-07	1	7.1979e-07	2.0676e-05	False
RAD21_2	RAD21	178.43/198.19/169.68/167.38/200.95/192.74	76.548/84.017/110.76	184.07	89.31	215.38	368.15	4.9389	3.9285e-07	1	7.857e-07	2.2351e-05	False
UBTF_6	UBTF	386.6/396.38/352.51/396.16/366.75/385.48	260.43/246.74/227.32	380.31	244.45	306.5	760.61	4.926	4.1956e-07	1	8.3911e-07	2.364e-05	False
PSMC3_6	PSMC3	223.04/252.24/256.49/207.99/246.91/244.87	110.66/151.23/135.88	237.94	131.5	359.26	475.87	4.8791	5.3278e-07	1	1.0656e-06	2.9734e-05	False
YBX1_6	YBX1	113.55/118.24/106.54/117.86/117.15/99.401	29.953/43.335/47.01	111.9	39.371	58.17	223.8	4.8481	6.2317e-07	1	1.2463e-06	3.4451e-05	False
GTF2H2_2	GTF2H2	231.15/198.19/253.86/232.75/233.39/204.86	114.82/134.43/120.42	224.91	122.95	425.25	449.81	4.8071	7.656e-07	1	1.5312e-06	4.1929e-05	False
CDK2_1	CDK2	436.62/381.74/403.81/403.1/419.02/410.94	284.56/259.13/272.4	408.86	271.83	334.43	817.73	4.7921	8.2513e-07	1	1.6503e-06	4.4771e-05	False
HAUS7_1	HAUS7	314.96/318.68/320.94/282.27/276.64/264.26	195.53/169.8/174.51	295.42	179.61	614.15	590.84	4.7645	9.4658e-07	1	1.8932e-06	5.0889e-05	False
HAUS3_4	HAUS3	416.34/396.38/389.34/419.93/382.97/413.36	272.08/273.28/263.38	402.81	269.54	240.78	805.61	4.6952	1.332e-06	1	2.664e-06	7.0959e-05	False
WEE1_3	WEE1	235.21/263.5/261.75/231.76/253.21/266.69	138.12/180.41/126.22	251.64	146.52	227.46	503.27	4.6858	1.3941e-06	1	2.7881e-06	7.3596e-05	False
PSMC2_4	PSMC2	181.14/188.06/182.83/192.14/174.82/190.32	83.204/113.2/91.443	184.79	95.145	42.376	369.57	4.6629	1.5587e-06	1	3.1174e-06	8.1554e-05	False
RRM2_6	RRM2	223.04/208.33/223.61/204.02/240.6/201.23	123.14/121.16/114.63	216.38	119.59	226.06	432.76	4.6528	1.6375e-06	1	3.2749e-06	8.4666e-05	False
UBA52_1	UBA52	120.31/119.36/121.01/123.8/110.84/124.86	41.602/45.104/58.601	119.94	47.909	24.711	239.88	4.6508	1.6533e-06	1	3.3066e-06	8.4666e-05	False
PTTG1_5	PTTG1	419.05/328.82/347.25/344.66/372.16/363.66	257.93/233.48/219.59	361.5	236.48	996.91	723.01	4.6498	1.6615e-06	1	3.3231e-06	8.4666e-05	False
RBX1_5	RBX1	296.04/259/257.81/249.58/269.43/256.99	161.42/160.07/151.33	264.39	157.54	274.65	528.79	4.6467	1.6868e-06	1	3.3736e-06	8.5213e-05	False
RAD51C_3	RAD51C	167.62/163.28/143.37/146.58/163.1/138.19	76.548/85.786/59.245	153.27	73.003	154.57	306.54	4.5845	2.275e-06	1	4.5499e-06	0.00011394	False
PPP4C_3	PPP4C	162.21/193.69/218.35/185.21/204.55/212.14	105.67/106.13/102.39	195.09	104.72	420.33	390.18	4.5752	2.3783e-06	1	4.7567e-06	0.00011811	False
KIF23_5	KIF23	132.47/139.63/177.57/152.52/136.07/127.28	61.571/82.248/56.669	143.35	65.961	339.71	286.7	4.5704	2.4336e-06	1	4.8673e-06	0.00011984	False
HAUS1_4	HAUS1	89.216/91.213/117.07/120.83/82.002/96.976	32.449/39.797/31.554	98.538	34.412	251.33	197.08	4.5679	2.4635e-06	1	4.9269e-06	0.0001203	False
GAPDH_6	GAPDH	113.55/99.095/71.028/70.319/78.397/90.915	29.121/22.11/27.691	85.859	26.125	296.91	171.72	4.5584	2.5768e-06	1	5.1536e-06	0.00012479	False
MCM5_1	MCM5	145.99/122.74/147.32/150.54/129.76/151.53	62.403/59.254/72.768	140.87	64.559	145.38	281.74	4.5463	2.7305e-06	1	5.4609e-06	0.00013115	False
POLE2_2	POLE2	521.78/561.91/568.23/542.74/516.34/567.31	389.39/414.78/384.45	545.97	395.99	535.73	1091.9	4.5389	2.8269e-06	1	5.6538e-06	0.00013468	False
PSMD7_2	PSMD7	171.67/207.2/182.83/183.23/202.75/173.35	94.852/99.936/101.75	186.35	98.801	222.07	372.7	4.535	2.88e-06	1	5.76e-06	0.0001361	False
CDC45_6	CDC45	294.68/308.55/295.95/292.17/313.59/304.26	187.21/202.52/182.24	301.43	190.47	73.553	602.87	4.5194	3.1005e-06	1	6.2009e-06	0.00014535	False
PALB2_5	PALB2	114.9/128.37/127.59/115.88/134.27/158.8	50.754/85.786/41.858	129.19	56.701	257.42	258.39	4.5098	3.2445e-06	1	6.489e-06	0.0001509	False
ORC6_3	ORC6	293.33/269.13/307.79/298.11/310.89/299.41	183.88/196.33/179.67	296.12	186.49	221.01	592.25	4.5048	3.3221e-06	1	6.6441e-06	0.00015329	False
PSMC5_3	PSMC5	201.41/226.34/209.14/189.17/242.4/191.53	133.96/111.43/107.54	209.16	117.09	434.14	418.33	4.5016	3.3715e-06	1	6.743e-06	0.00015435	False
PPP4R2_6	PPP4R2	481.23/406.52/389.34/459.55/378.47/410.94	281.23/280.35/309.1	419.42	289.93	1650.1	838.84	4.471	3.8921e-06	1	7.7842e-06	0.0001768	False
TXN_1	TXN	270.35/265.76/249.91/271.37/308.18/260.62	162.25/200.76/142.96	270.46	166.99	392.96	540.91	4.4488	4.3182e-06	1	8.6364e-06	0.00019465	False
SPDL1_5	SPDL1	293.33/302.92/302.53/294.15/277.54/269.11	201.35/191.03/158.42	289.65	182.65	188.82	579.31	4.4458	4.3787e-06	1	8.7573e-06	0.00019587	False
POLE_4	POLE	304.15/314.18/292.01/282.27/272.14/309.11	206.35/179.53/185.46	295.26	190.11	268.55	590.52	4.3271	7.5528e-06	0.99999	1.5106e-05	0.0003353	False
TUBB4B_6	TUBB4B	412.29/367.1/374.87/406.07/408.21/396.39	261.26/289.19/269.82	393.77	273.18	355.53	787.55	4.2972	8.6477e-06	0.99999	1.7295e-05	0.00038102	False
RAD9A_4	RAD9A	125.71/139.63/147.32/154.5/131.56/157.59	59.907/71.635/79.852	142.25	69.979	161.12	284.49	4.2845	9.1563e-06	0.99999	1.8313e-05	0.00040042	False
VCP_5	VCP	186.54/210.58/205.19/192.14/198.25/244.87	139.78/114.09/106.25	205.44	119.22	433.32	410.88	4.2536	1.052e-05	0.99999	2.1039e-05	0.00045663	False
TOP1_5	TOP1	178.43/163.28/163.1/147.57/174.82/156.37	80.708/120.28/68.26	163.6	87.184	131.06	327.19	4.2243	1.1982e-05	0.99999	2.3964e-05	0.00051403	False
CHAF1A_4	CHAF1A	301.44/338.95/288.06/296.13/309.08/358.81	411.03/420.08/430.17	314.44	420.35	759.69	628.89	4.2233	0.99999	1.2037e-05	2.4074e-05	0.00051403	True
PSMD8_5	PSMD8	127.07/138.51/138.11/151.53/164/156.37	86.532/62.791/72.768	145.39	73.397	188.2	290.79	4.222	1.2105e-05	0.99999	2.421e-05	0.00051403	False
MAD2L2_4	MAD2L2	0/0/0/0/0/1.2122	1.6641/0.88439/1.9319	0.05358	1.4224	0.27135	0.10716	4.1815	0.99997	2.5628e-05	5.1257e-05	0.0010351	True
PSMB7_6	PSMB7	325.77/291.66/270.96/315.94/285.65/336.99	216.33/191.03/197.05	303.59	201.19	657.85	607.19	4.1559	1.6197e-05	0.99998	3.2394e-05	0.00068284	False
PSMD1_5	PSMD1	455.54/514.62/485.36/482.33/471.28/477.61	343.63/378.52/335.51	480.8	352.07	381.11	961.6	4.1513	1.6529e-05	0.99998	3.3058e-05	0.00069187	False
RFC4_3	RFC4	160.86/165.53/173.62/179.26/150.49/166.07	74.051/110.55/90.155	165.72	90.372	100.36	331.44	4.1387	1.7461e-05	0.99998	3.4922e-05	0.00072569	False
