sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
MDM2_6	MDM2	345.56/391.83/377.29/343.2/386.15/394.15	203.9/200.57/246.8/194.92/195.19/201.84	372.43	206.49	527.32	745.11	6.0793	6.0363e-10	1	1.2073e-09	2.721e-07	False
ORC1_1	ORC1	464.29/431.76/489.79/510.9/529.48/470.43	300.42/301.79/287.72/277.08/290.74/315.42	481.71	295.28	1224.9	963.74	6.0053	9.5505e-10	1	1.9101e-09	3.9976e-07	False
UBB_1	UBB	310.12/263.19/276.91/254.8/245.19/278.13	121.86/146.55/152.54/118.68/139.25/130.47	270.61	134.32	521.61	541.41	5.8573	2.352e-09	1	4.7039e-09	9.1883e-07	False
PSMB7_1	PSMB7	304.8/269.11/283.83/322.4/280.73/281.31	154.43/163.93/145.1/156.12/149.74/129.7	289.83	149.44	381.11	579.86	5.8301	2.7693e-09	1	5.5386e-09	1.0143e-06	False
POLR2D_2	POLR2D	209.11/233.62/197.3/237.9/236.9/227.27	100.14/103.7/107.9/98.143/88.563/106.68	223.14	100.64	279.75	446.44	5.798	3.3558e-09	1	6.7115e-09	1.1568e-06	False
RRM2_4	RRM2	304.8/291.29/230.18/276.9/260.59/292.43	143.57/151.51/128.98/162.51/145.08/135.84	274.87	144.19	735.77	549.92	5.5726	1.255e-08	1	2.5099e-08	4.0856e-06	False
PSMB4_1	PSMB4	253.41/255.8/233.64/241.8/234.53/251.11	137.54/122.95/116.58/120.05/109.54/127.4	244.89	122.03	94.728	489.94	5.5503	1.4258e-08	1	2.8516e-08	4.3975e-06	False
PLK1_2	PLK1	508.59/563.35/571.13/626.6/560.27/529.24	383.06/369.47/384.46/415.4/376.97/344.59	558.67	378.41	1633.5	1117.7	5.3918	3.4884e-08	1	6.9767e-08	1.0221e-05	False
PSMD14_2	PSMD14	143.54/196.66/178.26/172.9/165.83/162.11	63.341/80.104/73.171/62.994/79.823/65.234	169.11	70.404	314.1	338.33	5.3662	4.0201e-08	1	8.0403e-08	1.1218e-05	False
CDC7_4	CDC7	637.96/638.76/631.7/638.29/679.91/623.01	441.58/469.45/432.83/445.98/493.5/434.38	641.36	452.44	388.78	1283.2	5.2739	6.6777e-08	1	1.3355e-07	1.7787e-05	False
RFC3_1	RFC3	170.12/218.84/174.8/178.1/175.31/173.23	95.313/95.628/93.015/69.385/61.761/76.745	181.03	80.828	337.83	362.18	5.2652	7.0006e-08	1	1.4001e-07	1.7836e-05	False
PSMA7_6	PSMA7	109.87/192.22/124.61/143/136.22/117.61	41.021/58.37/65.73/49.3/51.273/36.07	134.91	49.298	876.81	269.91	5.2111	9.3872e-08	1	1.8774e-07	2.292e-05	False
PSMC4_1	PSMC4	554.67/507.17/531.32/575.9/565.01/619.83	377.63/383.13/374.54/366.55/413.68/402.15	557.87	385.94	1500.1	1116.1	5.1465	1.327e-07	1	2.6539e-07	3.1104e-05	False
UBA52_3	UBA52	419.99/424.36/493.25/434.2/447.75/487.92	307.66/304.89/269.12/283.02/287.83/336.91	450.32	297.47	1023.3	900.94	5.0924	1.7683e-07	1	3.5365e-07	3.9854e-05	False
RPS27A_3	RPS27A	283.54/338.6/261.34/276.9/334.03/279.72	170.72/169.52/178.59/162.96/159.06/191.86	294.25	171.79	1052.1	588.71	5.0472	2.2415e-07	1	4.4831e-07	4.8649e-05	False
CDC45_3	CDC45	552.9/604.76/553.82/583.7/547.24/556.26	394.52/425.98/393.14/397.14/389.79/416.73	566.07	402.66	516.29	1132.5	4.8558	5.995e-07	1	1.199e-06	0.00012547	False
SPDL1_2	SPDL1	645.05/723.05/676.7/670.79/713.08/708.83	495.87/491.8/553.13/481.58/493.5/549.5	689.03	510.1	909.28	1378.5	4.8193	7.2042e-07	1	1.4408e-06	0.00014557	False
RAD21_6	RAD21	306.57/276.5/306.33/309.4/270.07/316.27	179.16/176.97/194.71/197.2/179.46/160.4	296.99	180.9	369.87	594.19	4.7627	9.5526e-07	1	1.9105e-06	0.00017365	False
POLR2E_4	POLR2E	451.89/456.89/349.6/473.2/452.48/456.13	283.53/308/311.29/266.13/314.05/301.61	437.88	296.92	2028.9	876.06	4.7626	9.5576e-07	1	1.9115e-06	0.00017365	False
POLR2J_5	POLR2J	274.68/257.28/271.72/278.2/302.05/235.22	159.86/153.38/145.1/155.2/175.96/164.24	269.08	158.67	498.89	538.33	4.7585	9.7521e-07	1	1.9504e-06	0.00017365	False
PSMC1_4	PSMC1	129.36/147.86/147.11/157.3/164.65/146.22	85.661/60.233/63.25/55.234/59.43/79.815	148.34	66.375	142.51	296.78	4.7579	9.7788e-07	1	1.9558e-06	0.00017365	False
TOP2A_4	TOP2A	306.57/326.78/323.64/310.7/260.59/327.4	197.26/212.99/188.51/194.46/191.11/168.07	308.35	191.6	645.11	616.9	4.7005	1.2979e-06	1	2.5959e-06	0.0002237	False
PSMC2_2	PSMC2	607.83/600.32/578.05/629.19/563.83/554.67	419.26/452.68/458.87/397.14/390.38/452.8	588.41	427.61	806.51	1177.2	4.6867	1.3884e-06	1	2.7768e-06	0.00023246	False
PSMA6_2	PSMA6	609.6/516.04/562.48/486.2/575.67/615.06	381.25/388.1/426.63/409/400.86/417.49	558.84	403.58	2628.7	1118.1	4.6434	1.7138e-06	1	3.4276e-06	0.00027897	False
PRIM1_2	PRIM1	363.28/368.18/430.94/338/379.04/387.79	260/254.59/276.56/220.48/242.97/249.42	376.84	250.08	963.93	753.93	4.6165	1.9517e-06	1	3.9033e-06	0.0003091	False
ANAPC5_3	ANAPC5	290.62/280.94/259.6/315.9/275.99/292.43	171.32/185.67/156.26/164.79/179.46/197.24	285.4	175.27	356.14	570.99	4.6087	2.0258e-06	1	4.0517e-06	0.00031241	False
CDC20_4	CDC20	388.09/390.36/415.37/405.6/401.55/433.88	249.74/267.63/259.2/269.78/291.33/313.89	405.51	274.46	290.16	811.3	4.6012	2.1005e-06	1	4.201e-06	0.00031561	False
POLR2L_2	POLR2L	382.77/344.52/375.56/353.6/374.31/411.63	226.82/250.87/241.84/254.71/249.37/270.91	373.12	248.73	556.55	746.49	4.5526	2.6491e-06	1	5.2981e-06	0.00038809	False
PSMA6_4	PSMA6	304.8/304.6/327.1/301.6/311.53/290.84	179.77/203.05/218.27/184.87/192.27/188.79	306.55	194.1	145.05	613.31	4.5408	2.8022e-06	1	5.6044e-06	0.00040051	False
TOP2A_3	TOP2A	191.39/186.31/162.69/196.3/220.32/185.95	105.57/115.5/93.015/100.43/97.885/99.002	189.73	101.66	347.8	379.59	4.5205	3.0843e-06	1	6.1686e-06	0.00043034	False
POLE2_6	POLE2	614.92/604.76/664.59/612.3/655.04/616.65	491.65/498.01/468.79/424.52/449.22/498.84	627.63	471.01	631.49	1255.7	4.4197	4.9424e-06	1	9.8849e-06	0.00067355	False
POLR2I_6	POLR2I	510.37/371.13/462.1/397.8/405.1/448.18	306.45/296.2/254.24/299.45/324.54/330.01	430	300.76	2588.3	860.3	4.4065	5.2529e-06	0.99999	1.0506e-05	0.00069959	False
RUVBL1_4	RUVBL1	124.05/107.94/134.99/118.3/118.45/150.98	69.977/57.749/43.407/59.799/57.1/50.652	125.05	55.848	230.87	250.19	4.3752	6.0655e-06	0.99999	1.2131e-05	0.00078986	False
CDC23_5	CDC23	370.37/346/401.52/422.5/360.09/389.38	264.22/248.38/272.84/272.97/248.21/264.77	380.78	261.7	798.14	761.81	4.3143	8.0065e-06	0.99999	1.6013e-05	0.00102	False
CDK1_5	CDK1	159.49/141.95/129.8/136.5/108.98/131.91	70.58/67.064/74.412/56.147/55.934/60.629	133.91	63.741	273.64	267.91	4.287	9.0549e-06	0.99999	1.811e-05	0.001129	False
POLR2C_6	POLR2C	349.1/294.25/276.91/345.8/347.06/359.18	203.9/196.22/236.88/207.7/241.8/234.07	327.16	219.36	1171.7	654.54	4.2136	1.2567e-05	0.99999	2.5134e-05	0.0015343	False
RUVBL1_3	RUVBL1	205.56/217.36/233.64/228.8/238.09/219.32	123.06/165.18/122.78/135.57/144.5/122.03	223.52	134.67	144.11	447.2	4.2016	1.3254e-05	0.99999	2.6507e-05	0.001585	False
CDC20_2	CDC20	230.37/276.5/259.6/211.9/242.83/292.43	167.1/145.31/163.71/165.7/144.5/162.7	250.79	157.88	893.13	501.76	4.1481	1.6762e-05	0.99998	3.3523e-05	0.0019645	False
CHEK1_3	CHEK1	131.14/137.51/138.46/133.9/164.65/184.36	71.787/71.411/64.49/69.841/96.72/88.257	147.14	76.287	458.27	294.38	4.1296	1.8174e-05	0.99998	3.6347e-05	0.0020882	False
PSMC3_3	PSMC3	292.4/359.3/309.79/315.9/350.62/332.16	225.01/249.63/219.51/195.37/202.18/237.91	325.87	220.8	649.64	651.95	4.1149	1.9364e-05	0.99998	3.8727e-05	0.0021821	False
SUMO1_5	SUMO1	613.15/689.04/716.51/726.69/664.51/670.69	505.52/582.46/503.52/537.27/523.8/518.03	679.05	527.79	1679.5	1358.6	4.1039	2.0315e-05	0.99998	4.063e-05	0.0022461	False
TOP2A_1	TOP2A	405.81/354.87/373.83/409.5/445.38/414.81	272.07/279.43/264.16/288.04/301.81/301.61	399.62	284.17	1025.6	799.51	4.0831	2.2215e-05	0.99998	4.443e-05	0.0024108	False
CHAF1A_4	CHAF1A	395.18/445.06/379.02/388.7/406.29/470.43	536.89/586.19/492.36/490.71/529.63/524.17	412.86	525.71	1287.3	826	3.9265	0.99996	4.3097e-05	8.6193e-05	0.0045918	True
RBX1_5	RBX1	388.09/340.08/339.22/327.6/354.17/336.93	268.45/266.39/249.28/250.15/230.73/220.26	347.15	246.92	465	694.53	3.8033	7.1397e-05	0.99993	0.00014279	0.0074712	False
POLR1A_2	POLR1A	120.5/119.77/100.38/117/131.48/150.98	57.912/62.717/79.372/55.69/57.1/68.303	122.41	63.016	284.78	244.91	3.7955	7.3681e-05	0.99993	0.00014736	0.0075116	False
WRN_6	WRN	138.22/125.68/150.57/146.9/149.25/109.66	92.297/55.266/68.211/87.187/84.484/60.629	135.86	73.324	262.6	271.82	3.7932	7.4346e-05	0.99993	0.00014869	0.0075116	False
SF3B3_5	SF3B3	251.64/245.45/256.14/266.5/260.59/270.18	173.13/168.28/167.43/177.11/161.98/187.26	258.28	172.34	85.558	516.73	3.7804	7.8292e-05	0.99992	0.00015658	0.0077761	False
POLR2D_1	POLR2D	187.84/198.14/197.3/152.1/215.58/189.13	117.03/109.29/124.02/105.9/106.04/134.3	188.97	115.65	444.46	378.07	3.771	8.1309e-05	0.99992	0.00016262	0.0079412	False
ERCC2_2	ERCC2	427.08/428.8/396.33/416/402.73/425.93	313.69/309.86/287.72/306.75/310.55/316.19	415.95	307.32	189.64	832.19	3.7659	8.2983e-05	0.99992	0.00016597	0.0079718	False
RAD21_2	RAD21	233.92/260.24/223.26/219.7/264.15/252.7	167.1/159.59/159.98/155.2/157.9/159.63	241.69	159.86	370.64	483.54	3.7212	9.9148e-05	0.9999	0.0001983	0.0093711	False
POLR2D_6	POLR2D	102.78/100.55/88.266/109.2/108.98/117.61	41.624/53.403/44.647/51.582/51.856/65.234	104.15	50.865	99.412	208.38	3.6916	0.00011143	0.99989	0.00022285	0.010364	False
TDG_5	TDG	859.47/816.2/899.96/844.99/819.68/812.13	679.26/671.26/693.27/719.87/649.07/733.69	841.52	690.47	1146.3	1683.6	3.6811	0.00011609	0.99988	0.00023219	0.01063	False
RPA3_2	RPA3	363.28/421.41/411.91/388.7/416.95/400.5	310.67/324.76/286.48/288.04/285.5/293.93	399.95	297.88	472.76	800.17	3.6083	0.00015412	0.99985	0.00030825	0.013895	False
RPA2_4	RPA2	276.45/307.55/323.64/328.9/317.45/333.75	231.04/215.47/224.48/218.65/220.24/237.14	314.02	224.38	433.7	628.25	3.5763	0.00017424	0.99983	0.00034848	0.015274	False
RPA3_6	RPA3	474.92/483.51/448.25/473.2/464.33/478.38	392.11/362.64/370.82/310.41/382.22/351.49	470.29	360.61	158.28	940.89	3.5757	0.00017463	0.99983	0.00034927	0.015274	False
PSMC5_4	PSMC5	205.56/277.98/245.76/243.1/248.75/257.47	161.67/192.5/146.34/162.51/187.61/161.17	245.45	167.87	562.02	491.06	3.5008	0.00023197	0.99977	0.00046395	0.019991	False
CDC23_1	CDC23	182.53/187.78/197.3/175.5/197.81/193.9	135.13/113.02/137.66/111.38/111.29/120.49	188.96	121.01	79.253	378.05	3.4948	0.00023723	0.99976	0.00047445	0.020147	False
ANAPC5_2	ANAPC5	443.03/464.29/455.17/455/411.03/419.58	341.44/312.96/369.58/304.47/359.5/350.73	440.91	338.94	460.21	882.11	3.4332	0.0002982	0.9997	0.0005964	0.024964	False
KIF23_5	KIF23	173.67/183.35/233.64/200.2/178.86/166.88	119.44/129.78/142.62/119.14/106.04/122.03	188.22	122.68	597.11	376.56	3.3774	0.00036583	0.99963	0.00073166	0.030194	False
POLR2A_6	POLR2A	531.63/502.73/538.25/486.2/511.71/518.11	436.15/434.67/405.54/405.81/396.2/363.77	514.48	406.27	363.59	1029.3	3.3726	0.00037228	0.99963	0.00074456	0.0303	False
ESPL1_6	ESPL1	235.69/347.48/278.64/265.2/299.68/321.04	203.9/207.4/215.79/209.07/194.61/217.96	288.97	207.98	1615.3	578.13	3.3685	0.0003779	0.99962	0.00075579	0.030335	False
PPP4R2_6	PPP4R2	630.87/533.78/512.29/603.2/497.5/538.77	431.32/462/484.92/438.68/419.51/409.05	550.7	440.18	2783.5	1101.8	3.3296	0.0004349	0.99957	0.00086981	0.03444	False
PSMD8_5	PSMD8	166.58/181.87/181.72/198.9/215.58/205.02	155.03/128.54/133.94/110.01/124.1/111.28	190.9	126.28	325.97	381.93	3.3065	0.00047239	0.99953	0.00094477	0.036909	False
CDC45_6	CDC45	386.32/405.14/389.41/383.5/412.21/398.92	307.05/319.17/296.41/315.88/297.73/282.42	395.78	302.85	129.69	791.82	3.3024	0.00047934	0.99952	0.00095868	0.03696	False
MCM4_5	MCM4	747.83/777.75/797.85/730.59/790.07/793.06	684.69/634/607.69/614.88/674.13/648.5	772.45	643.36	753.38	1545.4	3.2838	0.00051208	0.99949	0.0010242	0.038889	False
PSMB4_2	PSMB4	116.96/138.99/95.188/107.9/110.16/104.89	67.564/69.548/62.01/52.039/60.013/66.001	111.58	62.58	221.85	223.23	3.2793	0.00052026	0.99948	0.0010405	0.038889	False
FEN1_4	FEN1	315.43/288.33/287.3/327.6/322.19/336.93	194.25/247.14/246.8/237.83/235.97/225.63	312.38	230.51	429.49	624.98	3.2749	0.00052854	0.99947	0.0010571	0.038889	False
PSMD1_4	PSMD1	152.4/133.08/145.38/159.9/183.6/179.59	115.82/104.94/106.66/97.686/91.476/85.187	157.98	99.78	387.45	316.06	3.2736	0.00053091	0.99947	0.0010618	0.038889	False
KIF3B_2	KIF3B	496.19/462.81/512.29/482.3/533.03/460.9	414.43/399.28/377.02/393.03/364.16/385.26	490.57	388.53	805.13	981.48	3.2572	0.00056261	0.99944	0.0011252	0.040702	False
PSMA3_5	PSMA3	292.4/291.29/313.26/280.8/278.36/314.68	205.1/214.85/219.51/215.91/221.41/221.03	294.79	216.23	244.08	589.78	3.2348	0.00060855	0.99939	0.0012171	0.043489	False
PSMB7_6	PSMB7	427.08/382.96/356.52/414.7/375.49/441.83	304.04/301.79/341.05/301.28/320.46/284.73	398.62	308.39	1097.5	797.5	3.1949	0.00069928	0.9993	0.0013986	0.048873	False
POLR2L_5	POLR2L	457.2/468.72/453.44/494/452.48/530.83	359.54/385.62/375.78/384.81/370.57/385.26	475.3	376.81	960.38	950.93	3.1942	0.00070118	0.9993	0.0014024	0.048873	False
PSMA7_3	PSMA7	510.37/492.38/571.13/523.9/543.69/495.86	413.83/411.7/435.31/432.28/424.75/398.31	522.17	419.17	916.41	1044.7	3.1868	0.00071917	0.99928	0.0014383	0.048873	False
VCP_5	VCP	244.55/276.5/269.99/252.2/260.59/321.04	199.07/208.64/199.67/188.53/194.61/184.96	269.74	195.76	740.66	539.66	3.1847	0.00072458	0.99928	0.0014492	0.048873	False
PSMB5_6	PSMB5	246.32/291.29/261.34/291.2/313.9/303.56	209.33/209.89/236.88/183.5/203.93/206.45	283.6	207.75	663.66	567.39	3.1843	0.00072559	0.99927	0.0014512	0.048873	False
ANAPC5_4	ANAPC5	265.82/303.12/316.72/269.1/274.81/263.82	203.29/220.44/210.83/169.35/205.68/232.54	281.53	206.05	492.88	563.24	3.1803	0.00073566	0.99926	0.0014713	0.048989	False
PSMC2_4	PSMC2	237.46/246.93/240.57/252.2/229.8/249.52	177.36/185.67/181.07/166.16/168.39/159.63	242.62	172.81	70.643	485.41	3.1689	0.00076521	0.99923	0.0015304	0.050384	False
SMC1A_5	SMC1A	703.53/761.49/735.55/703.29/750.98/700.88	625.57/627.79/622.58/556.9/609.45/591.71	725.54	605.13	725.44	1451.6	3.1603	0.00078809	0.99921	0.0015762	0.051314	False
UBE2I_1	UBE2I	416.44/452.46/436.14/452.4/409.84/413.22	342.65/359.54/359.66/336.42/314.63/316.19	429.71	337.69	383.22	859.72	3.1385	0.0008492	0.99915	0.0016984	0.054685	False
MDM2_4	MDM2	228.6/223.27/200.76/197.6/240.46/219.32	145.38/158.97/179.83/143.79/154.99/139.68	217.81	153.22	272.12	435.77	3.0944	0.00098596	0.99901	0.0019719	0.062801	False
RPA1_2	RPA1	402.27/399.23/391.14/383.5/388.52/354.41	335.41/279.43/267.88/271.6/315.8/340.75	386.18	300.33	295.06	772.62	3.0887	0.0010052	0.99899	0.0020103	0.063336	False
RAD21_4	RAD21	258.73/276.5/245.76/295.1/241.64/238.4	183.99/185.67/169.91/188.98/197.52/209.51	258.57	188.87	502.71	517.32	3.0645	0.0010902	0.99891	0.0021803	0.06796	False
YBX1_6	YBX1	148.86/155.26/140.19/154.7/153.99/130.32	100.14/101.84/106.66/94.491/86.815/82.885	146.92	95.096	100.89	293.94	3.0228	0.0012521	0.99875	0.0025042	0.077235	False
GTF2H2_3	GTF2H2	342.02/314.95/285.57/305.5/260.59/292.43	226.82/231.62/233.16/222.3/249.96/194.17	299.11	225.69	768.83	598.42	3.0012	0.0013444	0.99866	0.0026889	0.082067	False
PSMD7_2	PSMD7	225.06/272.07/240.57/240.5/266.52/227.27	191.83/182.56/143.86/159.31/169.55/239.45	244.68	178.72	389.87	489.52	2.9811	0.0014359	0.99856	0.0028718	0.086746	False
UBC_1	UBC	198.48/174.48/181.72/206.7/207.29/209.79	123.67/148.41/131.46/130.55/141.58/149.65	195.93	137.21	221.12	391.98	2.9654	0.0015112	0.99849	0.0030224	0.090364	False
RBM14_6	RBM14	311.89/317.9/314.99/296.4/323.37/265.41	366.78/358.3/379.5/388.01/365.32/405.98	304.33	376.97	458.99	608.87	2.9439	0.99838	0.0016204	0.0032408	0.095914	True
CDC45_1	CDC45	63.796/60.623/79.612/75.399/61.595/71.519	25.336/42.846/26.044/35.149/42.533/37.605	68.385	34.164	62.496	136.82	2.9256	0.0017188	0.99828	0.0034376	0.10072	False
RRM2_6	RRM2	292.4/273.54/294.22/267.8/316.26/263.82	186.4/201.19/231.92/204.5/223.74/250.96	284.1	215.4	398.81	568.4	2.8818	0.0019771	0.99802	0.0039542	0.11436	False
PSMB7_3	PSMB7	116.96/118.29/122.88/127.4/126.74/122.38	91.091/80.104/66.97/81.253/79.823/67.536	122.38	77.343	18.119	244.84	2.8782	0.0019999	0.998	0.0039998	0.11436	False
PSMD14_6	PSMD14	382.77/372.61/429.21/460.2/425.24/386.2	338.42/345.25/323.69/322.73/305.89/321.56	408.2	326.01	1166.5	816.68	2.8761	0.0020131	0.99799	0.0040263	0.11436	False
POLR2K_3	POLR2K	81.517/75.41/72.689/77.999/79.362/79.465	42.831/47.814/45.887/37.431/55.352/27.628	77.685	41.861	10.18	155.42	2.8735	0.0020296	0.99797	0.0040592	0.11436	False
CDC34_4	CDC34	551.12/595.88/567.67/562.9/549.61/602.35	691.32/646.42/662.26/678.78/672.96/658.48	571.22	668.21	505.94	1142.8	2.869	0.99794	0.0020589	0.0041177	0.1149	True
TRRAP_6	TRRAP	283.54/295.72/280.37/280.8/312.71/314.68	243.71/277.57/202.15/212.72/187.61/236.38	294.29	224.79	249.72	588.78	2.8644	0.0020891	0.99791	0.0041783	0.11543	False
CEP192_5	CEP192	334.93/341.56/313.26/334.1/322.19/295.61	238.28/259.56/231.92/247.87/262.19/264.77	323.22	250.46	290.88	646.67	2.8616	0.0021077	0.99789	0.0042153	0.11543	False
PSMC4_5	PSMC4	196.7/202.57/205.95/178.1/200.18/184.36	159.86/150.89/128.98/141.96/138.09/116.65	194.38	138.69	121.12	388.89	2.8242	0.0023696	0.99763	0.0047392	0.12857	False
ERCC2_4	ERCC2	150.63/170.04/152.3/184.6/150.43/147.81	226.82/211.75/204.63/175.29/224.9/211.82	158.76	208.46	218.42	317.63	2.789	0.99736	0.0026438	0.0052876	0.14214	True
DBF4_3	DBF4	327.84/399.23/415.37/352.3/432.35/354.41	307.66/311.72/274.08/319.08/288.41/315.42	378.38	302.29	1704.8	757.01	2.7656	0.0028409	0.99716	0.0056818	0.15025	False
CCNH_5	CCNH	414.67/365.22/441.33/369.2/401.55/357.59	310.07/314.83/316.25/335.51/342.02/266.31	390.45	313.17	1093.3	781.17	2.765	0.0028461	0.99715	0.0056922	0.15025	False
POLR2C_4	POLR2C	595.43/563.35/638.63/627.89/563.83/605.52	501.3/502.98/563.05/476.11/473.69/504.98	598.42	502.86	994.22	1197.2	2.7617	0.0028749	0.99713	0.0057498	0.15042	False
ORC6_4	ORC6	170.12/177.43/166.15/157.3/197.81/171.64	117.63/123.57/126.5/127.81/110.12/125.86	172.98	121.75	187.82	346.07	2.7534	0.0029486	0.99705	0.0058971	0.15291	False
PSME2_6	PSME2	230.37/230.66/221.53/250.9/233.35/241.57	187.61/144.06/176.11/174.37/171.88/204.91	234.55	175.51	104.02	469.26	2.7252	0.0032129	0.99679	0.0064258	0.16515	False
TUBB_5	TUBB	366.83/387.4/325.37/334.1/357.72/378.25	284.13/306.13/292.69/268.41/285.5/273.98	357.57	284.88	598.19	715.39	2.718	0.0032842	0.99672	0.0065685	0.16735	False
CSNK1E_6	CSNK1E	600.74/669.81/694.01/707.19/723.74/696.11	769.14/867.48/731.71/767.34/739.38/815.8	680.72	780.44	1896	1361.9	2.7023	0.99656	0.0034432	0.0068864	0.17141	True
POLR2D_4	POLR2D	77.973/68.017/74.42/85.799/74.624/90.59	47.657/52.782/34.725/48.387/40.786/44.512	78.214	44.412	68.407	156.48	2.7021	0.0034448	0.99656	0.0068895	0.17141	False
PSMB3_4	PSMB3	375.69/385.92/356.52/404.3/347.06/371.9	310.07/302.41/319.97/285.3/284.92/294.7	373.1	299.29	419.7	746.45	2.7015	0.0034517	0.99655	0.0069034	0.17141	False
RRM2_3	RRM2	407.58/357.83/379.02/341.9/363.65/433.88	331.18/300.55/295.17/298.54/288.99/321.56	379.39	305.63	1176.6	759.03	2.6771	0.0037134	0.99629	0.0074267	0.18286	False
UBTF_6	UBTF	506.82/520.47/463.83/520/482.1/505.4	426.5/425.36/404.3/432.28/407.86/399.84	499.34	415.84	504.9	999.02	2.6419	0.0041225	0.99588	0.008245	0.20039	False
UBE2N_4	UBE2N	357.96/325.3/379.02/358.8/349.43/394.15	427.7/434.05/395.62/414.03/445.14/473.52	360.12	430.99	569.71	720.47	2.6406	0.99586	0.0041377	0.0082754	0.20039	True
PSMC5_3	PSMC5	264.04/297.2/275.18/248.3/318.63/251.11	199.68/209.89/202.15/231.89/217.91/218.72	274.63	213.1	760.96	549.44	2.6251	0.0043308	0.99567	0.0086615	0.20802	False
CDK1_1	CDK1	294.17/276.5/285.57/284.7/279.54/260.65	224.41/241.55/235.64/215/199.85/199.54	279.99	218.73	128.17	560.18	2.5884	0.0048214	0.99518	0.0096428	0.2297	False
CDK2_1	CDK2	572.39/501.25/531.32/529.1/550.8/538.77	463.29/477.52/473.75/437.76/445.14/422.1	536.83	452.82	563.85	1074	2.5635	0.0051804	0.99482	0.010361	0.24412	False
TP73_2	TP73	168.35/143.43/178.26/221/210.84/181.18	213.55/237.21/260.44/227.78/216.75/232.54	182	230.88	808.36	364.11	2.5617	0.99479	0.0052074	0.010415	0.24412	True
PSMD8_4	PSMD8	161.26/143.43/141.92/128.7/129.11/144.63	110.39/105.56/85.573/113.21/92.641/86.722	141.09	98.387	144.51	282.28	2.5417	0.0055154	0.99448	0.011031	0.25651	False
SLX4_2	SLX4	458.97/476.12/439.6/510.9/525.92/505.4	542.32/570.04/518.4/560.1/587.89/609.36	485.19	563.91	1115.3	970.7	2.5268	0.99425	0.0057547	0.011509	0.26269	True
UBE2C_1	UBE2C	1065/1163.7/1121.5/1315.6/1198.7/1133.2	1003.8/1069.9/1014.5/980.97/1013.2/1181.1	1163.7	1041.9	7348.9	2328.3	2.5255	0.0057768	0.99422	0.011554	0.26269	False
