sgrna	Gene	control_count	treatment_count	control_mean	treat_mean	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
CHTF18_1	CHTF18	143.37/150.96/168.96/164.43/161.67/176.66	207.8/170.72	160.63	188.35	146.68	321.25	1.5469	0.93906	0.060942	0.12188	0.99947	True
PPP4R2_1	PPP4R2	93.389/92.984/89.601/103.85/114.48/90.688	126.49/111.32	97.115	118.66	95.141	194.23	1.5459	0.93893	0.061067	0.12213	0.99947	True
RPS27A_3	RPS27A	210.45/250.51/193.28/204.82/246.44/207.29	184.71/186.3	217.76	185.5	565.02	435.51	1.5456	0.061101	0.9389	0.1222	0.99947	False
WRNIP1_1	WRNIP1	377.5/377.41/337.92/365.4/384.52/388.66	420.62/406.62	371.51	413.56	339.91	743.02	1.5428	0.93856	0.061443	0.12289	0.99947	True
SPICE1_3	SPICE1	99.966/74.387/80.641/97.12/90.013/95.399	116.45/103.24	89.093	109.65	102.19	178.19	1.5397	0.93818	0.061817	0.12363	0.99947	True
PPP4R4_5	PPP4R4	390.65/397.1/358.4/356.75/360.05/332.13	293.13/357.6	365.19	323.76	580.67	730.37	1.5328	0.06266	0.93734	0.12532	0.99947	False
POLR2H_2	POLR2H	219.66/180.5/185.6/211.55/231.59/209.64	180.69/168.99	205.62	174.75	390.9	411.24	1.5225	0.06394	0.93606	0.12788	0.99947	False
CDC34_2	CDC34	51.298/44.851/57.6/40.386/49.813/47.111	66.255/59.984	48.214	63.042	34.794	96.428	1.51	0.93448	0.065522	0.13104	0.99947	True
PSME4_2	PSME4	111.8/102.83/140.8/129.81/121.47/124.84	149.58/140.16	121.31	144.79	179.33	242.62	1.5074	0.93415	0.065852	0.1317	0.99947	True
UBE2V1_4	UBE2V1	338.04/380.69/369.92/336.55/308.49/341.55	305.17/306.27	345.06	305.72	671.77	690.13	1.4977	0.067101	0.9329	0.1342	0.99947	False
ANAPC4_2	ANAPC4	195.99/191.44/168.96/205.78/197.5/196.69	153.59/173.03	192.37	163.02	157.34	384.74	1.4961	0.06731	0.93269	0.13462	0.99947	False
POLA2_1	POLA2	119.7/126.9/101.12/111.54/108.36/109.53	93.359/87.092	112.56	90.171	83.022	225.11	1.492	0.067846	0.93215	0.13569	0.99947	False
CEP63_1	CEP63	155.21/161.9/180.48/153.85/171.29/169.6	196.76/187.45	165.12	192.05	105.91	330.25	1.4815	0.93077	0.069232	0.13846	0.99947	True
MCM7_3	MCM7	223.61/238.48/200.96/229.82/229.84/204.93	183.71/196.1	220.84	189.8	225.71	441.68	1.4768	0.069866	0.93013	0.13973	0.99947	False
RMI2_2	RMI2	345.93/322.71/335.36/312.51/307.62/294.44	348.34/365.1	319.3	356.62	355.9	638.6	1.4768	0.93013	0.069869	0.13974	0.99947	True
TOP3A_3	TOP3A	52.613/55.791/42.24/38.463/55.93/49.466	65.251/61.138	48.612	63.161	53.085	97.223	1.4756	0.92997	0.070031	0.14006	0.99947	True
WRNIP1_4	WRNIP1	57.875/62.354/47.36/42.31/40.2/47.111	60.232/66.905	48.914	63.481	77.231	97.829	1.4727	0.92959	0.07041	0.14082	0.99947	True
NME2_6	NME2	15.784/10.939/14.08/10.577/10.487/10.6	18.069/20.187	11.914	19.099	5.2337	23.829	1.4718	0.92895	0.071053	0.14211	0.99947	True
FANCL_2	FANCL	353.83/311.77/321.28/317.32/339.95/319.17	384.48/345.49	326.9	364.46	261.44	653.79	1.4692	0.9291	0.070896	0.14179	0.99947	True
SMC1B_3	SMC1B	114.43/109.39/133.12/138.47/114.48/117.78	151.58/136.12	120.83	143.64	136.7	241.65	1.4678	0.92892	0.071077	0.14215	0.99947	True
KIF3B_2	KIF3B	368.29/342.4/378.88/356.75/393.26/341.55	325.25/321.84	363.04	323.54	423.83	726.08	1.4659	0.071334	0.92867	0.14267	0.99947	False
MDC1_4	MDC1	146/179.4/158.72/162.51/162.55/157.82	192.74/181.68	160.87	187.13	116.8	321.74	1.464	0.92841	0.071592	0.14318	0.99947	True
ALKBH1_1	ALKBH1	240.71/233.01/208.64/226.93/243.82/215.53	204.79/188.6	227.75	196.53	193.78	455.5	1.4628	0.071761	0.92824	0.14352	0.99947	False
KIF23_4	KIF23	39.46/47.039/49.92/49.041/51.561/47.111	33.127/32.876	47.187	33.001	17.954	94.373	1.4602	0.072118	0.92788	0.14424	0.99947	False
CDC45_2	CDC45	2.6307/12.033/3.84/3.8463/13.109/7.0666	13.05/9.2283	5.9444	10.976	21.894	11.889	1.4592	0.92455	0.075455	0.15091	0.99947	True
XRCC3_2	XRCC3	151.26/150.96/161.28/161.55/148.56/150.75	203.78/158.04	153.97	179.46	33.355	307.95	1.4523	0.92679	0.073212	0.14642	0.99947	True
CDC26_1	CDC26	180.2/187.06/198.4/175.97/180.9/184.91	148.57/164.96	184.44	156.55	60.857	368.88	1.4521	0.073235	0.92676	0.14647	0.99947	False
FANCI_5	FANCI	110.49/159.71/149.76/147.12/148.56/142.51	170.66/162.07	142.1	166.31	287.09	284.19	1.4362	0.92453	0.075468	0.15094	0.99947	True
DDX11_2	DDX11	97.335/103.92/93.441/100.97/110.11/114.24	139.54/109.59	103.09	123.66	61.027	206.19	1.4323	0.92397	0.076034	0.15207	0.99947	True
PSMC5_4	PSMC5	152.58/205.66/181.76/179.82/183.52/190.8	135.52/175.92	181.64	154.4	302.45	363.28	1.4289	0.076519	0.92348	0.15304	0.99947	False
PSMD12_6	PSMD12	263.07/260.36/235.52/249.05/269.16/288.55	209.81/247.43	260.43	227.85	324.8	520.87	1.4279	0.076655	0.92335	0.15331	0.99947	False
PSMB7_1	PSMB7	226.24/199.1/209.92/238.47/207.12/208.46	184.71/185.14	214.48	184.93	212.34	428.97	1.4271	0.076776	0.92322	0.15355	0.99947	False
RECQL4_1	RECQL4	249.91/348.96/332.8/292.32/315.48/315.64	351.35/334.53	307.47	342.84	1207.3	614.93	1.4263	0.92311	0.076892	0.15378	0.99947	True
UBTF_6	UBTF	376.19/385.06/343.04/384.63/355.68/374.53	316.22/346.06	369.53	330.8	286.41	739.05	1.4244	0.07716	0.92284	0.15432	0.99947	False
GINS2_3	GINS2	99.966/111.58/90.881/101.93/90.013/100.11	74.286/83.632	98.817	78.82	63.218	197.63	1.4224	0.077453	0.92255	0.15491	0.99947	False
RFWD2_5	RFWD2	105.23/127.99/124.16/113.47/116.23/138.98	141.54/143.62	120.52	142.58	142.34	241.05	1.4204	0.92226	0.077741	0.15548	0.99947	True
LIG3_5	LIG3	180.2/184.87/188.16/175.01/172.16/146.04	202.78/197.83	173.82	200.29	228.87	347.65	1.4196	0.92213	0.077869	0.15574	0.99947	True
RBM14_6	RBM14	231.5/235.2/232.96/219.24/238.58/196.69	253.98/256.66	225.22	255.32	245.44	450.43	1.4183	0.92195	0.078054	0.15611	0.99947	True
MDM2_4	MDM2	169.68/165.18/148.48/146.16/177.4/162.53	136.52/134.96	161.19	135.74	148.02	322.38	1.4172	0.078211	0.92179	0.15642	0.99947	False
PCNA_6	PCNA	299.9/335.84/320/288.47/323.35/323.89	287.1/271.66	314.83	279.27	308.04	629.65	1.4168	0.078274	0.92173	0.15655	0.99947	False
DNAJC2_5	DNAJC2	59.19/62.354/74.241/75.003/77.778/67.133	80.309/91.13	68.935	85.549	56.938	137.87	1.4149	0.92145	0.07855	0.1571	0.99947	True
SGOL2_4	SGOL2	278.85/238.48/234.24/232.7/252.56/254.4	203.78/230.13	248.04	216.56	305.44	496.09	1.4136	0.078735	0.92126	0.15747	0.99947	False
MCM9_1	MCM9	391.97/375.22/357.12/394.25/389.76/379.24	423.63/416.43	381.04	420.01	195.83	762.09	1.4117	0.92098	0.079022	0.15804	0.99947	True
CENPF_4	CENPF	139.43/140.02/139.52/133.66/130.21/163.71	180.69/149.38	140.71	164.3	138.48	281.42	1.4061	0.92015	0.079853	0.15971	0.99947	True
ATR_2	ATR	214.4/159.71/193.28/207.7/194.88/193.15	226.87/214.56	193.04	220.63	357.06	386.08	1.4042	0.91986	0.080136	0.16027	0.99947	True
IGF1R_5	IGF1R	169.68/137.84/147.2/139.43/152.93/151.93	168.65/178.8	149.47	173.65	133.55	298.95	1.3982	0.91897	0.08103	0.16206	0.99947	True
CDKN1B_5	CDKN1B	648.46/674.96/609.29/655.8/655.43/674.86	717.76/688.66	652.75	703.06	581.2	1305.5	1.3924	0.9181	0.081903	0.16381	0.99947	True
CDC45_6	CDC45	286.74/299.74/288/283.67/304.12/295.62	249.96/268.78	292.89	259.2	65.439	585.78	1.392	0.081956	0.91804	0.16391	0.99947	False
HAUS3_2	HAUS3	94.704/113.77/92.161/111.54/109.24/97.754	137.53/109.59	102.84	122.77	88.449	205.67	1.3896	0.91767	0.082328	0.16466	0.99947	True
UBE2C_5	UBE2C	395.92/373.03/380.16/400.02/432.58/421.64	360.39/361.06	400.01	360.72	533.5	800.02	1.389	0.082424	0.91758	0.16485	0.99947	False
TP53_3	TP53	121.01/157.53/162.56/149.05/147.69/173.13	116.45/138.43	150.91	126.96	316.23	301.81	1.3783	0.084057	0.91594	0.16811	0.99947	False
PSMB5_5	PSMB5	122.33/156.43/124.16/136.54/96.13/149.58	146.56/156.3	129.26	151.36	475.15	258.53	1.374	0.91528	0.084718	0.16944	0.99947	True
REV1_4	REV1	61.821/56.884/61.441/61.541/60.3/38.866	79.305/62.868	56.099	70.61	81.225	112.2	1.37	0.91466	0.085336	0.17067	0.99947	True
PSME3_6	PSME3	210.45/185.97/184.32/205.78/176.53/175.49	162.63/162.65	189.28	162.64	221.78	378.56	1.3694	0.085442	0.91456	0.17088	0.99947	False
CLSPN_6	CLSPN	53.929/67.824/66.561/68.272/62.048/63.599	79.305/78.441	63.505	78.872	28.91	127.01	1.3635	0.91364	0.086362	0.17272	0.99947	True
MSH5_3	MSH5	292/345.68/317.44/341.36/364.42/318	367.41/360.48	328.97	363.93	661.85	657.95	1.3628	0.91353	0.086474	0.17295	0.99947	True
RAD54L_2	RAD54L	71.028/78.763/94.721/92.312/104.87/98.932	96.371/119.97	89.312	107.52	163.68	178.62	1.3627	0.91351	0.086492	0.17298	0.99947	True
NonTargetControl_0044	NonTargetControl_0044	78.92/66.73/57.6/68.272/43.695/81.266	46.178/52.486	64.73	49.231	196.93	129.46	1.3621	0.086577	0.91342	0.17315	0.99947	False
PPP4R4_1	PPP4R4	21.045/12.033/29.44/35.579/27.965/15.311	26.1/36.913	22.014	31.041	84.009	44.028	1.3604	0.91311	0.086886	0.17377	0.99947	True
ANAPC7_4	ANAPC7	109.17/120.33/129.28/129.81/137.2/96.577	151.58/130.35	119.56	140.57	229.52	239.13	1.3582	0.91279	0.087206	0.17441	0.99947	True
DSCC1_2	DSCC1	165.73/165.18/189.44/179.82/179.15/184.91	201.78/203.6	177.14	202.69	99.197	354.27	1.3574	0.91267	0.087331	0.17466	0.99947	True
RAD18_3	RAD18	74.974/92.984/92.161/76.927/69.039/69.488	54.208/70.366	78.673	61.762	116.13	157.35	1.3482	0.088797	0.9112	0.17759	0.99947	False
MLH3_1	MLH3	122.33/147.68/139.52/146.16/163.42/143.69	172.66/159.77	143.28	166.09	177.34	286.55	1.3477	0.91112	0.088881	0.17776	0.99947	True
TADA3_6	TADA3	99.966/83.139/89.601/92.312/94.382/83.621	114.44/102.67	90.311	108.39	42.097	180.62	1.3455	0.91076	0.08924	0.17848	0.99947	True
MCM5_5	MCM5	130.22/127.99/129.28/115.39/113.61/117.78	101.39/100.93	122.18	101.16	57.554	244.36	1.3446	0.089377	0.91062	0.17875	0.99947	False
PSMB4_6	PSMB4	101.28/73.293/80.641/89.427/89.139/88.332	113.44/95.744	86.59	104.22	89.119	173.18	1.3393	0.90977	0.090232	0.18046	0.99947	True
NEIL2_6	NEIL2	73.659/83.139/80.641/89.427/75.156/84.799	103.4/92.86	80.954	97.987	35.657	161.91	1.3387	0.90966	0.090335	0.18067	0.99947	True
BUB1_3	BUB1	185.46/196.91/202.24/210.59/210.61/220.24	164.63/190.33	204.03	177.02	149.56	408.07	1.3373	0.090556	0.90944	0.18111	0.99947	False
USP44_1	USP44	256.49/272.39/266.24/245.2/261.3/274.42	245.95/218.6	262.48	231.87	118.13	524.97	1.3362	0.090738	0.90926	0.18148	0.99947	False
TP73_4	TP73	336.73/265.83/285.44/260.59/266.54/293.26	324.25/306.84	283.61	315.42	811.08	567.23	1.3356	0.90916	0.090839	0.18168	0.99947	True
CDC20_3	CDC20	167.05/146.59/157.44/162.51/148.56/134.27	128.49/129.77	152.34	129.13	143.96	304.67	1.3293	0.091867	0.90813	0.18373	0.99947	False
SLX4_5	SLX4	51.298/44.851/47.36/30.771/45.443/51.822	27.104/38.067	44.626	32.123	59.293	89.251	1.3234	0.092843	0.90716	0.18569	0.99947	False
UBE2I_6	UBE2I	328.83/320.52/300.8/346.17/325.97/286.2	340.31/361.64	317.47	350.81	458.03	634.95	1.323	0.90708	0.092924	0.18585	0.99947	True
CDC34_6	CDC34	155.21/152.06/149.76/125.97/159.93/131.91	127.49/118.24	145.25	122.78	186.2	290.51	1.3188	0.093622	0.90638	0.18724	0.99947	False
ANAPC5_3	ANAPC5	215.72/207.85/192/233.66/203.62/216.71	196.76/172.45	211.2	184.21	198.52	422.41	1.3137	0.094478	0.90552	0.18896	0.99947	False
CDC26_5	CDC26	452.48/470.39/424.96/450.02/422.97/431.06	411.58/393.93	441.65	402.66	350.54	883.31	1.3119	0.09477	0.90523	0.18954	0.99947	False
ERCC1_3	ERCC1	126.27/133.46/136.96/102.89/117.1/121.31	149.58/136.69	122.47	142.99	151.76	244.93	1.3114	0.90514	0.094863	0.18973	0.99947	True
POLR2B_2	POLR2B	557.7/574.31/536.32/617.34/589.89/538.24	589.27/636.18	568.25	612.27	989.11	1136.5	1.3058	0.90419	0.095812	0.19162	0.99947	True
CDKN1A_5	CDKN1A	64.451/48.133/48.64/35.579/69.913/57.71	38.147/40.951	52.8	39.524	157.68	105.6	1.2919	0.098192	0.90181	0.19638	0.99947	False
PSME3_5	PSME3	160.47/125.8/113.92/123.08/102.25/84.799	123.47/149.38	116.14	135.81	657.38	232.29	1.2906	0.90158	0.098425	0.19685	0.99947	True
USP1_6	USP1	18.415/16.409/8.9601/10.577/13.983/8.2443	22.085/15.573	12.207	18.547	17.649	24.414	1.2831	0.89959	0.10041	0.20082	0.99947	True
PSMD8_4	PSMD8	119.7/106.11/104.96/95.197/95.256/107.18	93.359/79.018	104.41	85.89	82.636	208.82	1.2817	0.099972	0.90003	0.19994	0.99947	False
NUDT1_6	NUDT1	77.605/51.415/71.681/59.618/69.039/67.133	47.181/54.793	65.509	50.845	86.568	131.02	1.2811	0.10008	0.89992	0.20016	0.99947	False
TERF2IP_5	TERF2IP	36.829/57.978/79.361/49.041/52.435/52.999	66.255/66.905	53.367	66.579	198.03	106.73	1.2789	0.89953	0.10047	0.20094	0.99947	True
TAOK1_6	TAOK1	99.966/70.012/75.521/81.734/92.634/78.91	64.247/68.059	82.522	66.126	125.15	165.04	1.2763	0.10093	0.89907	0.20185	0.99947	False
TNIK_6	TNIK	107.86/98.454/104.96/97.12/125.84/121.31	89.344/90.553	108.73	89.946	141.29	217.46	1.2739	0.10135	0.89865	0.20269	0.99947	False
MRE11A_5	MRE11A	236.76/216.6/261.12/223.09/203.62/240.26	203.78/200.72	229.51	202.24	409.15	459.02	1.2726	0.10158	0.89842	0.20316	0.99947	False
FANCC_1	FANCC	222.29/233.01/234.24/227.89/204.49/228.49	247.95/255.51	224.84	251.7	119.63	449.68	1.2668	0.89739	0.10261	0.20522	0.99947	True
RFC3_4	RFC3	23.676/24.067/26.88/33.655/33.209/40.044	42.162/36.913	29.696	39.451	42.191	59.391	1.2658	0.8972	0.1028	0.20559	0.99947	True
PSMA4_4	PSMA4	155.21/152.06/122.88/161.55/140.7/142.51	115.44/132.66	145.26	123.75	187.92	290.52	1.2618	0.10351	0.89649	0.20703	0.99947	False
PSMD8_3	PSMD8	231.5/212.22/221.44/231.74/220.22/227.31	239.92/261.85	223.97	250.65	57.328	447.93	1.2608	0.8963	0.1037	0.2074	0.99947	True
PSMC6_2	PSMC6	213.08/255.98/212.48/248.09/237.7/247.33	266.02/258.97	235.14	262.47	351.39	470.29	1.2602	0.8962	0.1038	0.20759	0.99947	True
HAUS8_1	HAUS8	407.75/382.88/380.16/382.71/400.25/372.17	337.3/368.56	387.46	352.58	181.19	774.92	1.253	0.1051	0.8949	0.21019	0.99947	False
STAG1_1	STAG1	332.78/332.56/317.44/314.44/319.85/279.13	360.39/333.95	315.5	346.92	387.22	631	1.2508	0.89449	0.10551	0.21102	0.99947	True
APLF_5	APLF	68.397/70.012/70.401/47.117/52.435/47.111	45.174/44.411	58.295	44.791	134.05	116.59	1.2506	0.10553	0.89447	0.21107	0.99947	False
EME2_2	EME2	98.65/98.454/98.561/122.12/94.382/106	128.49/113.05	102.64	120.52	101.81	205.29	1.2478	0.89395	0.10605	0.2121	0.99947	True
ZBTB32_4	ZBTB32	236.76/240.67/221.44/226.93/236.83/273.24	219.85/203.6	238.77	211.57	328.01	477.54	1.2448	0.10661	0.89339	0.21321	0.99947	False
ANAPC7_5	ANAPC7	89.443/97.36/87.041/83.658/76.03/75.377	65.251/71.52	84.476	68.313	70.409	168.95	1.2434	0.10686	0.89314	0.21371	0.99947	False
SMC6_4	SMC6	98.65/92.984/101.12/83.658/67.291/87.155	77.297/65.752	87.704	71.292	152.22	175.41	1.2393	0.10763	0.89237	0.21525	0.99947	False
RECQL5_5	RECQL5	290.69/222.07/224/274.05/227.22/247.33	231.89/322.99	246.2	273.68	838.35	492.4	1.2383	0.89221	0.10779	0.21559	0.99947	True
INO80_1	INO80	84.182/91.89/85.761/84.619/97.878/85.977	104.4/104.97	88.251	104.69	29.409	176.5	1.2371	0.89198	0.10802	0.21604	0.99947	True
ESPL1_2	ESPL1	109.17/90.796/104.96/106.74/79.526/108.35	120.46/113.05	99.269	116.7	146.07	198.54	1.2368	0.89192	0.10808	0.21616	0.99947	True
